Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Screen_Passes,Short_Passes,Medium_Passes,Long_Passes,Deep_Passes,Third_Down_Passes,Accuracy,Timing,Sense_Rush,Read_Defense,Two_Minute_Offense,Run_Frequency,Kick_Holding,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Screen_PassesZ,Short_PassesZ,Medium_PassesZ,Long_PassesZ,Deep_PassesZ,Third_Down_PassesZ,AccuracyZ,TimingZ,Sense_RushZ,Read_DefenseZ,Two_Minute_OffenseZ,Run_FrequencyZ,Kick_HoldingZ,PeakCur,PeakCurZ,Ability,Draftable
22,17,113,86,781,501,15,50,49,74,59,71,74,55,62,74,0,22,30,4,31,-0.832177531206657,3.42465753424658,1.73044925124792,1.54973821989529,0.23715415019763,-1.4569536423841,0.15,0.63,0.49,0.74,0.59,0.71,0.74,0.55,0.62,0.74,0.00,0.22,0.30,0.04,0.31,43,0.43,2,1
28,9,107,58,806,474,41,36,0,8,15,37,0,29,0,5,37,11,19,74,54,0,-0.228310502283105,0.732113144758736,-1.38219895287958,-0.750988142292492,0.331125827814568,0.41,0.45,0.00,0.08,0.15,0.37,0.00,0.29,0.00,0.05,0.37,0.11,0.19,0.74,0.54,14,0.14,0,0
31,9,99,68,807,491,44,36,21,56,3,7,13,0,0,39,0,9,53,10,74,0.416088765603329,-0.228310502283105,-0.59900166389351,-0.335078534031414,-0.790513833992096,-0.794701986754968,0.44,0.45,0.21,0.56,0.03,0.07,0.13,0.00,0.00,0.39,0.00,0.09,0.53,0.10,0.74,8,0.08,0,0
11,10,96,68,812,484,18,25,49,36,28,49,40,13,55,74,0,64,0,34,14,-2.35783633841886,0.228310502283105,-1.0981697171381,-0.335078534031414,-0.988142292490115,-0.331125827814568,0.18,0.31,0.49,0.36,0.28,0.49,0.40,0.13,0.55,0.74,0.00,0.64,0.00,0.34,0.14,4,0.04,0,0
29,10,97,49,763,501,12,34,55,15,15,50,59,0,0,0,43,25,18,0,74,0.13869625520111,0.228310502283105,-0.931780366056571,-2.32460732984293,0.948616600790515,-1.4569536423841,0.12,0.43,0.55,0.15,0.15,0.50,0.59,0.00,0.00,0.00,0.43,0.25,0.18,0.00,0.74,6,0.06,0,0
24,13,106,67,795,484,5,37,17,55,72,14,74,3,27,15,18,41,8,37,74,-0.554785020804438,1.59817351598174,0.565723793677206,-0.439790575916231,-0.316205533596838,-0.331125827814568,0.05,0.46,0.17,0.55,0.72,0.14,0.74,0.03,0.27,0.15,0.18,0.41,0.08,0.37,0.74,2,0.02,0,0
26,10,103,67,760,489,20,37,33,0,19,64,26,0,0,19,29,3,9,0,46,-0.277392510402219,0.228310502283105,0.0665557404326133,-0.439790575916231,1.06719367588933,-0.662251655629137,0.20,0.46,0.33,0.00,0.19,0.64,0.26,0.00,0.00,0.19,0.29,0.03,0.09,0.00,0.46,6,0.06,0,0
28,7,93,71,778,499,36,32,29,36,0,11,0,0,5,59,0,0,3,2,44,0,-1.14155251141553,-1.59733777038269,-0.0209424083769636,0.355731225296442,-1.32450331125828,0.36,0.40,0.29,0.36,0.00,0.11,0.00,0.00,0.05,0.59,0.00,0.00,0.03,0.02,0.44,10,0.10,0,0
37,10,103,89,751,456,37,57,49,61,71,61,38,29,63,74,25,29,31,74,3,1.24826629680999,0.228310502283105,0.0665557404326133,1.86387434554974,1.42292490118577,1.52317880794702,0.37,0.71,0.49,0.61,0.71,0.61,0.38,0.29,0.63,0.74,0.25,0.29,0.31,0.74,0.03,25,0.25,1,0
26,10,102,68,769,487,25,38,15,51,4,62,9,11,17,18,26,41,0,17,38,-0.277392510402219,0.228310502283105,-0.0998336106489175,-0.335078534031414,0.711462450592884,-0.529801324503312,0.25,0.48,0.15,0.51,0.04,0.62,0.09,0.11,0.17,0.18,0.26,0.41,0.00,0.17,0.38,9,0.09,0,0
20,9,105,83,828,478,17,29,0,3,33,0,14,7,21,31,9,29,0,71,62,-1.10957004160888,-0.228310502283105,0.399334442595675,1.23560209424084,-1.62055335968379,0.0662251655629125,0.17,0.36,0.00,0.03,0.33,0.00,0.14,0.07,0.21,0.31,0.09,0.29,0.00,0.71,0.62,4,0.04,0,0
28,7,95,69,780,477,37,34,21,0,0,10,20,0,22,28,18,50,36,74,74,0,-1.14155251141553,-1.26455906821963,-0.230366492146597,0.276679841897234,0.132450331125831,0.37,0.43,0.21,0.00,0.00,0.10,0.20,0.00,0.22,0.28,0.18,0.50,0.36,0.74,0.74,10,0.10,0,0
18,12,99,81,788,458,11,36,39,71,37,13,49,66,32,74,3,17,5,74,0,-1.3869625520111,1.14155251141553,-0.59900166389351,1.0261780104712,-0.0395256916996039,1.39072847682119,0.11,0.45,0.39,0.71,0.37,0.13,0.49,0.66,0.32,0.74,0.03,0.17,0.05,0.74,0.00,7,0.07,0,0
23,7,93,79,780,491,36,37,56,45,0,0,70,60,43,66,25,53,30,18,27,-0.693481276005548,-1.14155251141553,-1.59733777038269,0.81675392670157,0.276679841897234,-0.794701986754968,0.36,0.46,0.56,0.45,0.00,0.00,0.70,0.60,0.43,0.66,0.25,0.53,0.30,0.18,0.27,10,0.10,0,0
31,9,109,74,780,493,40,48,54,39,49,39,19,0,69,70,1,17,54,18,19,0.416088765603329,-0.228310502283105,1.0648918469218,0.293193717277487,0.276679841897234,-0.927152317880793,0.40,0.60,0.54,0.39,0.49,0.39,0.19,0.00,0.69,0.70,0.01,0.17,0.54,0.18,0.19,19,0.19,1,0
28,9,95,65,807,473,9,30,25,29,0,1,32,0,32,0,0,0,3,74,56,0,-0.228310502283105,-1.26455906821963,-0.649214659685864,-0.790513833992096,0.397350993377481,0.09,0.38,0.25,0.29,0.00,0.01,0.32,0.00,0.32,0.00,0.00,0.00,0.03,0.74,0.56,3,0.03,0,0
24,6,110,90,787,491,39,38,64,8,50,0,0,0,31,74,0,28,0,0,31,-0.554785020804438,-1.59817351598174,1.23128119800333,1.96858638743455,0,-0.794701986754968,0.39,0.48,0.64,0.08,0.50,0.00,0.00,0.00,0.31,0.74,0.00,0.28,0.00,0.00,0.31,8,0.08,0,0
30,10,94,75,780,497,17,35,47,0,0,21,3,35,2,13,0,12,13,12,1,0.277392510402219,0.228310502283105,-1.43094841930116,0.397905759162303,0.276679841897234,-1.19205298013245,0.17,0.44,0.47,0.00,0.00,0.21,0.03,0.35,0.02,0.13,0.00,0.12,0.13,0.12,0.01,6,0.06,0,0
32,10,112,61,759,471,15,45,30,8,44,0,39,14,10,30,49,43,32,2,6,0.554785020804438,0.228310502283105,1.56405990016639,-1.06806282722513,1.10671936758893,0.529801324503312,0.15,0.56,0.30,0.08,0.44,0.00,0.39,0.14,0.10,0.30,0.49,0.43,0.32,0.02,0.06,36,0.36,2,0
38,14,93,68,804,468,17,43,46,62,0,13,45,8,43,9,3,53,0,44,8,1.3869625520111,2.05479452054795,-1.59733777038269,-0.335078534031414,-0.671936758893277,0.728476821192055,0.17,0.54,0.46,0.62,0.00,0.13,0.45,0.08,0.43,0.09,0.03,0.53,0.00,0.44,0.08,6,0.06,0,0
28,10,100,76,780,465,36,36,31,22,7,0,19,0,4,27,7,26,11,53,0,0,0.228310502283105,-0.432612312811979,0.50261780104712,0.276679841897234,0.927152317880793,0.36,0.45,0.31,0.22,0.07,0.00,0.19,0.00,0.04,0.27,0.07,0.26,0.11,0.53,0.00,5,0.05,0,0
23,8,103,64,780,480,40,32,8,4,16,20,17,0,0,53,49,29,0,39,25,-0.693481276005548,-0.684931506849315,0.0665557404326133,-0.753926701570681,0.276679841897234,-0.0662251655629125,0.40,0.40,0.08,0.04,0.16,0.20,0.17,0.00,0.00,0.53,0.49,0.29,0.00,0.39,0.25,9,0.09,0,0
16,10,94,70,795,491,34,27,0,16,5,20,0,0,0,16,33,5,2,19,49,-1.66435506241331,0.228310502283105,-1.43094841930116,-0.12565445026178,-0.316205533596838,-0.794701986754968,0.34,0.34,0.00,0.16,0.05,0.20,0.00,0.00,0.00,0.16,0.33,0.05,0.02,0.19,0.49,7,0.07,0,0
36,10,102,83,759,473,20,51,47,74,30,0,74,38,15,74,60,51,70,26,74,1.10957004160888,0.228310502283105,-0.0998336106489175,1.23560209424084,1.10671936758893,0.397350993377481,0.20,0.64,0.47,0.74,0.30,0.00,0.74,0.38,0.15,0.74,0.60,0.51,0.70,0.26,0.74,54,0.54,3,1
21,13,110,74,780,473,10,37,0,13,29,21,8,36,0,19,41,0,16,35,66,-0.970873786407767,1.59817351598174,1.23128119800333,0.293193717277487,0.276679841897234,0.397350993377481,0.10,0.46,0.00,0.13,0.29,0.21,0.08,0.36,0.00,0.19,0.41,0.00,0.16,0.35,0.66,5,0.05,0,0
36,8,98,67,759,515,29,37,44,3,0,0,19,38,3,19,51,0,0,0,74,1.10957004160888,-0.684931506849315,-0.765391014975041,-0.439790575916231,1.10671936758893,-2.3841059602649,0.29,0.46,0.44,0.03,0.00,0.00,0.19,0.38,0.03,0.19,0.51,0.00,0.00,0.00,0.74,10,0.10,0,0
24,10,108,91,816,471,11,36,0,3,12,40,13,15,41,39,20,11,50,67,29,-0.554785020804438,0.228310502283105,0.898502495840267,2.07329842931937,-1.14624505928854,0.529801324503312,0.11,0.45,0.00,0.03,0.12,0.40,0.13,0.15,0.41,0.39,0.20,0.11,0.50,0.67,0.29,7,0.07,0,0
34,11,107,77,809,451,8,44,2,24,44,34,73,40,18,74,15,24,32,64,16,0.832177531206657,0.684931506849315,0.732113144758736,0.607329842931937,-0.869565217391303,1.85430463576159,0.08,0.55,0.02,0.24,0.44,0.34,0.73,0.40,0.18,0.74,0.15,0.24,0.32,0.64,0.16,31,0.31,2,0
28,8,107,80,834,469,36,35,5,0,0,0,0,11,32,0,0,0,5,62,0,0,-0.684931506849315,0.732113144758736,0.921465968586387,-1.85770750988142,0.662251655629137,0.36,0.44,0.05,0.00,0.00,0.00,0.00,0.11,0.32,0.00,0.00,0.00,0.05,0.62,0.00,10,0.10,0,0
28,10,94,67,822,482,1,27,0,7,0,2,23,0,7,10,5,0,39,72,12,0,0.228310502283105,-1.43094841930116,-0.439790575916231,-1.38339920948617,-0.198675496688743,0.01,0.34,0.00,0.07,0.00,0.02,0.23,0.00,0.07,0.10,0.05,0.00,0.39,0.72,0.12,1,0.01,0,0
21,10,107,68,802,494,44,36,10,26,12,32,18,21,0,63,13,31,29,4,22,-0.970873786407767,0.228310502283105,0.732113144758736,-0.335078534031414,-0.592885375494069,-0.993377483443711,0.44,0.45,0.10,0.26,0.12,0.32,0.18,0.21,0.00,0.63,0.13,0.31,0.29,0.04,0.22,10,0.10,0,0
21,12,108,65,780,461,20,42,47,46,74,59,44,42,20,39,2,0,63,61,61,-0.970873786407767,1.14155251141553,0.898502495840267,-0.649214659685864,0.276679841897234,1.19205298013245,0.20,0.53,0.47,0.46,0.74,0.59,0.44,0.42,0.20,0.39,0.02,0.00,0.63,0.61,0.61,11,0.11,0,0
28,10,103,67,822,484,4,34,11,57,9,29,20,56,0,72,0,48,9,44,41,0,0.228310502283105,0.0665557404326133,-0.439790575916231,-1.38339920948617,-0.331125827814568,0.04,0.43,0.11,0.57,0.09,0.29,0.20,0.56,0.00,0.72,0.00,0.48,0.09,0.44,0.41,4,0.04,0,0
28,7,103,74,791,461,36,37,43,17,38,15,0,45,17,34,0,43,49,58,0,0,-1.14155251141553,0.0665557404326133,0.293193717277487,-0.158102766798419,1.19205298013245,0.36,0.46,0.43,0.17,0.38,0.15,0.00,0.45,0.17,0.34,0.00,0.43,0.49,0.58,0.00,9,0.09,0,0
30,9,101,75,812,479,25,40,50,15,62,14,30,37,37,64,0,74,44,50,65,0.277392510402219,-0.228310502283105,-0.266222961730448,0.397905759162303,-0.988142292490115,0,0.25,0.50,0.50,0.15,0.62,0.14,0.30,0.37,0.37,0.64,0.00,0.74,0.44,0.50,0.65,13,0.13,0,0
28,8,108,75,779,468,3,36,46,13,33,5,0,32,28,58,5,41,0,71,40,0,-0.684931506849315,0.898502495840267,0.397905759162303,0.316205533596838,0.728476821192055,0.03,0.45,0.46,0.13,0.33,0.05,0.00,0.32,0.28,0.58,0.05,0.41,0.00,0.71,0.40,3,0.03,0,0
28,10,108,63,780,467,24,48,19,74,42,23,74,74,28,13,37,18,74,74,56,0,0.228310502283105,0.898502495840267,-0.858638743455498,0.276679841897234,0.794701986754968,0.24,0.60,0.19,0.74,0.42,0.23,0.74,0.74,0.28,0.13,0.37,0.18,0.74,0.74,0.56,37,0.37,2,0
31,10,113,73,792,474,28,47,47,39,46,4,53,74,27,19,15,0,57,74,13,0.416088765603329,0.228310502283105,1.73044925124792,0.18848167539267,-0.197628458498023,0.331125827814568,0.28,0.59,0.47,0.39,0.46,0.04,0.53,0.74,0.27,0.19,0.15,0.00,0.57,0.74,0.13,20,0.20,1,0
20,11,107,67,828,484,15,27,0,0,13,0,26,2,0,16,0,4,5,58,39,-1.10957004160888,0.684931506849315,0.732113144758736,-0.439790575916231,-1.62055335968379,-0.331125827814568,0.15,0.34,0.00,0.00,0.13,0.00,0.26,0.02,0.00,0.16,0.00,0.04,0.05,0.58,0.39,2,0.02,0,0
32,12,102,84,822,480,38,43,5,46,4,63,34,10,3,57,0,52,29,29,32,0.554785020804438,1.14155251141553,-0.0998336106489175,1.34031413612565,-1.38339920948617,-0.0662251655629125,0.38,0.54,0.05,0.46,0.04,0.63,0.34,0.10,0.03,0.57,0.00,0.52,0.29,0.29,0.32,23,0.23,1,0
28,9,101,67,840,484,38,31,0,10,1,15,0,40,31,29,0,0,30,48,4,0,-0.228310502283105,-0.266222961730448,-0.439790575916231,-2.09486166007905,-0.331125827814568,0.38,0.39,0.00,0.10,0.01,0.15,0.00,0.40,0.31,0.29,0.00,0.00,0.30,0.48,0.04,12,0.12,0,0
28,6,90,71,800,511,46,34,28,43,0,0,34,18,61,71,15,16,14,12,21,0,-1.59817351598174,-2.09650582362729,-0.0209424083769636,-0.513833992094861,-2.11920529801325,0.46,0.43,0.28,0.43,0.00,0.00,0.34,0.18,0.61,0.71,0.15,0.16,0.14,0.12,0.21,15,0.15,0,0
28,9,114,88,780,460,28,43,25,44,37,4,23,2,40,57,25,31,24,60,74,0,-0.228310502283105,1.89683860232945,1.75916230366492,0.276679841897234,1.25827814569537,0.28,0.54,0.25,0.44,0.37,0.04,0.23,0.02,0.40,0.57,0.25,0.31,0.24,0.60,0.74,9,0.09,0,0
28,7,104,77,770,460,12,40,45,40,40,24,0,0,43,54,20,27,73,51,74,0,-1.14155251141553,0.232945091514144,0.607329842931937,0.67193675889328,1.25827814569537,0.12,0.50,0.45,0.40,0.40,0.24,0.00,0.00,0.43,0.54,0.20,0.27,0.73,0.51,0.74,3,0.03,0,0
27,13,109,69,773,458,17,48,29,10,60,44,50,31,58,3,38,41,42,74,25,-0.13869625520111,1.59817351598174,1.0648918469218,-0.230366492146597,0.553359683794465,1.39072847682119,0.17,0.60,0.29,0.10,0.60,0.44,0.50,0.31,0.58,0.03,0.38,0.41,0.42,0.74,0.25,30,0.30,1,0
29,13,102,59,777,500,33,43,44,47,29,17,74,37,15,23,19,34,21,25,70,0.13869625520111,1.59817351598174,-0.0998336106489175,-1.27748691099476,0.39525691699605,-1.39072847682119,0.33,0.54,0.44,0.47,0.29,0.17,0.74,0.37,0.15,0.23,0.19,0.34,0.21,0.25,0.70,42,0.42,2,1
32,11,102,59,786,480,33,41,8,28,12,62,27,3,0,42,17,67,17,41,31,0.554785020804438,0.684931506849315,-0.0998336106489175,-1.27748691099476,0.0395256916996039,-0.0662251655629125,0.33,0.51,0.08,0.28,0.12,0.62,0.27,0.03,0.00,0.42,0.17,0.67,0.17,0.41,0.31,10,0.10,0,0
37,12,106,74,748,458,31,58,57,20,40,59,60,51,65,48,74,74,43,74,15,1.24826629680999,1.14155251141553,0.565723793677206,0.293193717277487,1.54150197628458,1.39072847682119,0.31,0.73,0.57,0.20,0.40,0.59,0.60,0.51,0.65,0.48,0.74,0.74,0.43,0.74,0.15,65,0.65,3,1
38,10,106,68,795,484,40,47,0,12,40,57,51,74,4,60,22,0,5,8,0,1.3869625520111,0.228310502283105,0.565723793677206,-0.335078534031414,-0.316205533596838,-0.331125827814568,0.40,0.59,0.00,0.12,0.40,0.57,0.51,0.74,0.04,0.60,0.22,0.00,0.05,0.08,0.00,23,0.23,1,0
28,12,105,74,763,503,31,43,26,11,22,14,46,35,0,53,24,18,41,14,71,0,1.14155251141553,0.399334442595675,0.293193717277487,0.948616600790515,-1.58940397350994,0.31,0.54,0.26,0.11,0.22,0.14,0.46,0.35,0.00,0.53,0.24,0.18,0.41,0.14,0.71,32,0.32,2,0
12,6,104,79,780,484,24,29,46,8,39,4,0,25,15,8,18,0,9,19,45,-2.21914008321775,-1.59817351598174,0.232945091514144,0.81675392670157,0.276679841897234,-0.331125827814568,0.24,0.36,0.46,0.08,0.39,0.04,0.00,0.25,0.15,0.08,0.18,0.00,0.09,0.19,0.45,9,0.09,0,0
37,9,108,88,746,460,42,49,18,8,9,12,0,1,12,18,29,26,3,44,57,1.24826629680999,-0.228310502283105,0.898502495840267,1.75916230366492,1.6205533596838,1.25827814569537,0.42,0.61,0.18,0.08,0.09,0.12,0.00,0.01,0.12,0.18,0.29,0.26,0.03,0.44,0.57,33,0.33,2,0
21,10,99,68,761,506,15,31,33,12,23,34,42,9,0,57,43,41,0,16,54,-0.970873786407767,0.228310502283105,-0.59900166389351,-0.335078534031414,1.02766798418972,-1.78807947019867,0.15,0.39,0.33,0.12,0.23,0.34,0.42,0.09,0.00,0.57,0.43,0.41,0.00,0.16,0.54,9,0.09,0,0
14,10,109,56,802,493,1,28,36,34,65,24,32,34,21,0,0,28,57,32,51,-1.94174757281553,0.228310502283105,1.0648918469218,-1.59162303664921,-0.592885375494069,-0.927152317880793,0.01,0.35,0.36,0.34,0.65,0.24,0.32,0.34,0.21,0.00,0.00,0.28,0.57,0.32,0.51,2,0.02,0,0
20,11,102,57,840,473,29,30,11,13,41,58,72,24,44,16,4,22,0,46,74,-1.10957004160888,0.684931506849315,-0.0998336106489175,-1.4869109947644,-2.09486166007905,0.397350993377481,0.29,0.38,0.11,0.13,0.41,0.58,0.72,0.24,0.44,0.16,0.04,0.22,0.00,0.46,0.74,10,0.10,0,0
28,13,113,75,801,484,1,41,0,36,49,25,41,16,37,51,21,17,0,14,20,0,1.59817351598174,1.73044925124792,0.397905759162303,-0.553359683794465,-0.331125827814568,0.01,0.51,0.00,0.36,0.49,0.25,0.41,0.16,0.37,0.51,0.21,0.17,0.00,0.14,0.20,2,0.02,0,0
35,13,105,82,769,461,11,50,58,42,27,70,41,42,18,74,14,16,54,66,37,0.970873786407767,1.59817351598174,0.399334442595675,1.13089005235602,0.711462450592884,1.19205298013245,0.11,0.63,0.58,0.42,0.27,0.70,0.41,0.42,0.18,0.74,0.14,0.16,0.54,0.66,0.37,31,0.31,2,0
25,7,105,73,772,500,32,34,21,7,19,0,0,23,8,48,21,0,0,10,9,-0.416088765603329,-1.14155251141553,0.399334442595675,0.18848167539267,0.592885375494073,-1.39072847682119,0.32,0.43,0.21,0.07,0.19,0.00,0.00,0.23,0.08,0.48,0.21,0.00,0.00,0.10,0.09,9,0.09,0,0
17,10,108,75,806,489,18,35,0,37,27,49,0,22,40,21,19,0,0,14,67,-1.52565880721221,0.228310502283105,0.898502495840267,0.397905759162303,-0.750988142292492,-0.662251655629137,0.18,0.44,0.00,0.37,0.27,0.49,0.00,0.22,0.40,0.21,0.19,0.00,0.00,0.14,0.67,9,0.09,0,0
37,12,98,87,788,496,4,43,0,7,6,47,29,0,30,67,44,42,0,25,55,1.24826629680999,1.14155251141553,-0.765391014975041,1.6544502617801,-0.0395256916996039,-1.12582781456954,0.04,0.54,0.00,0.07,0.06,0.47,0.29,0.00,0.30,0.67,0.44,0.42,0.00,0.25,0.55,6,0.06,0,0
33,11,92,63,796,461,26,41,16,38,0,54,11,67,17,10,2,33,50,57,0,0.693481276005548,0.684931506849315,-1.76372712146423,-0.858638743455498,-0.355731225296442,1.19205298013245,0.26,0.51,0.16,0.38,0.00,0.54,0.11,0.67,0.17,0.10,0.02,0.33,0.50,0.57,0.00,16,0.16,1,0
29,9,103,78,805,469,19,36,10,0,21,15,10,20,50,36,3,1,34,67,14,0.13869625520111,-0.228310502283105,0.0665557404326133,0.712041884816754,-0.711462450592888,0.662251655629137,0.19,0.45,0.10,0.00,0.21,0.15,0.10,0.20,0.50,0.36,0.03,0.01,0.34,0.67,0.14,6,0.06,0,0
28,6,96,67,780,484,35,35,26,36,27,26,10,15,38,67,31,0,7,67,0,0,-1.59817351598174,-1.0981697171381,-0.439790575916231,0.276679841897234,-0.331125827814568,0.35,0.44,0.26,0.36,0.27,0.26,0.10,0.15,0.38,0.67,0.31,0.00,0.07,0.67,0.00,11,0.11,0,0
21,10,106,67,806,484,21,35,12,43,30,0,59,0,33,0,1,38,7,0,62,-0.970873786407767,0.228310502283105,0.565723793677206,-0.439790575916231,-0.750988142292492,-0.331125827814568,0.21,0.44,0.12,0.43,0.30,0.00,0.59,0.00,0.33,0.00,0.01,0.38,0.07,0.00,0.62,7,0.07,0,0
28,7,99,69,807,479,12,29,6,28,11,0,14,25,24,26,3,22,16,60,0,0,-1.14155251141553,-0.59900166389351,-0.230366492146597,-0.790513833992096,0,0.12,0.36,0.06,0.28,0.11,0.00,0.14,0.25,0.24,0.26,0.03,0.22,0.16,0.60,0.00,5,0.05,0,0
22,11,100,72,795,476,12,30,6,18,4,17,18,6,7,52,12,35,12,48,11,-0.832177531206657,0.684931506849315,-0.432612312811979,0.0837696335078531,-0.316205533596838,0.198675496688743,0.12,0.38,0.06,0.18,0.04,0.17,0.18,0.06,0.07,0.52,0.12,0.35,0.12,0.48,0.11,6,0.06,0,0
34,8,94,80,756,508,28,38,42,17,0,3,10,0,40,39,27,23,17,0,24,0.832177531206657,-0.684931506849315,-1.43094841930116,0.921465968586387,1.22529644268775,-1.9205298013245,0.28,0.48,0.42,0.17,0.00,0.03,0.10,0.00,0.40,0.39,0.27,0.23,0.17,0.00,0.24,8,0.08,0,0
17,11,104,68,767,498,25,36,42,34,15,8,52,0,34,39,16,0,41,0,67,-1.52565880721221,0.684931506849315,0.232945091514144,-0.335078534031414,0.790513833992096,-1.25827814569537,0.25,0.45,0.42,0.34,0.15,0.08,0.52,0.00,0.34,0.39,0.16,0.00,0.41,0.00,0.67,7,0.07,0,0
21,7,104,56,780,498,31,27,19,15,13,0,10,0,0,37,11,4,0,11,39,-0.970873786407767,-1.14155251141553,0.232945091514144,-1.59162303664921,0.276679841897234,-1.25827814569537,0.31,0.34,0.19,0.15,0.13,0.00,0.10,0.00,0.00,0.37,0.11,0.04,0.00,0.11,0.39,5,0.05,0,0
25,13,107,68,798,502,21,38,18,27,23,46,25,13,38,0,6,28,57,3,11,-0.416088765603329,1.59817351598174,0.732113144758736,-0.335078534031414,-0.434782608695653,-1.52317880794702,0.21,0.48,0.18,0.27,0.23,0.46,0.25,0.13,0.38,0.00,0.06,0.28,0.57,0.03,0.11,9,0.09,0,0
27,13,105,70,798,471,37,40,0,0,36,33,22,22,4,33,23,27,24,50,67,-0.13869625520111,1.59817351598174,0.399334442595675,-0.12565445026178,-0.434782608695653,0.529801324503312,0.37,0.50,0.00,0.00,0.36,0.33,0.22,0.22,0.04,0.33,0.23,0.27,0.24,0.50,0.67,14,0.14,0,0
28,10,102,73,803,508,23,36,7,8,3,39,3,13,37,0,3,9,39,11,60,0,0.228310502283105,-0.0998336106489175,0.18848167539267,-0.632411067193673,-1.9205298013245,0.23,0.45,0.07,0.08,0.03,0.39,0.03,0.13,0.37,0.00,0.03,0.09,0.39,0.11,0.60,7,0.07,0,0
24,10,111,49,789,470,9,32,22,35,19,6,58,32,0,0,9,0,12,30,67,-0.554785020804438,0.228310502283105,1.39767054908486,-2.32460732984293,-0.0790513833992078,0.596026490066224,0.09,0.40,0.22,0.35,0.19,0.06,0.58,0.32,0.00,0.00,0.09,0.00,0.12,0.30,0.67,4,0.04,0,0
28,9,98,60,807,462,31,32,12,5,16,16,4,43,0,25,7,33,36,67,66,0,-0.228310502283105,-0.765391014975041,-1.17277486910995,-0.790513833992096,1.12582781456954,0.31,0.40,0.12,0.05,0.16,0.16,0.04,0.43,0.00,0.25,0.07,0.33,0.36,0.67,0.66,9,0.09,0,0
34,9,102,86,715,476,42,56,67,20,31,39,28,45,49,67,64,14,28,67,28,0.832177531206657,-0.228310502283105,-0.0998336106489175,1.54973821989529,2.84584980237154,0.198675496688743,0.42,0.70,0.67,0.20,0.31,0.39,0.28,0.45,0.49,0.67,0.64,0.14,0.28,0.67,0.28,52,0.52,3,1
34,7,108,77,790,469,41,47,36,56,36,13,0,31,61,48,3,19,52,58,4,0.832177531206657,-1.14155251141553,0.898502495840267,0.607329842931937,-0.118577075098815,0.662251655629137,0.41,0.59,0.36,0.56,0.36,0.13,0.00,0.31,0.61,0.48,0.03,0.19,0.52,0.58,0.04,36,0.36,2,0
35,8,91,61,797,480,25,36,9,35,0,1,12,27,0,18,12,52,17,35,55,0.970873786407767,-0.684931506849315,-1.93011647254576,-1.06806282722513,-0.395256916996046,-0.0662251655629125,0.25,0.45,0.09,0.35,0.00,0.01,0.12,0.27,0.00,0.18,0.12,0.52,0.17,0.35,0.55,9,0.09,0,0
31,10,92,87,765,452,6,43,36,3,0,39,0,3,32,67,16,15,35,67,38,0.416088765603329,0.228310502283105,-1.76372712146423,1.6544502617801,0.869565217391303,1.78807947019868,0.06,0.54,0.36,0.03,0.00,0.39,0.00,0.03,0.32,0.67,0.16,0.15,0.35,0.67,0.38,6,0.06,0,0
35,10,90,81,769,472,19,44,45,33,0,16,36,38,0,67,4,57,3,23,67,0.970873786407767,0.228310502283105,-2.09650582362729,1.0261780104712,0.711462450592884,0.463576158940399,0.19,0.55,0.45,0.33,0.00,0.16,0.36,0.38,0.00,0.67,0.04,0.57,0.03,0.23,0.67,16,0.16,1,0
21,10,102,76,830,506,6,29,0,15,10,39,24,20,16,67,18,42,22,0,54,-0.970873786407767,0.228310502283105,-0.0998336106489175,0.50261780104712,-1.69960474308301,-1.78807947019867,0.06,0.36,0.00,0.15,0.10,0.39,0.24,0.20,0.16,0.67,0.18,0.42,0.22,0.00,0.54,4,0.04,0,0
30,7,100,78,780,507,34,36,0,5,4,15,0,0,8,67,30,0,27,0,67,0.277392510402219,-1.14155251141553,-0.432612312811979,0.712041884816754,0.276679841897234,-1.85430463576159,0.34,0.45,0.00,0.05,0.04,0.15,0.00,0.00,0.08,0.67,0.30,0.00,0.27,0.00,0.67,11,0.11,0,0
21,10,105,75,763,476,19,38,33,34,31,32,23,38,25,36,25,21,0,62,21,-0.970873786407767,0.228310502283105,0.399334442595675,0.397905759162303,0.948616600790515,0.198675496688743,0.19,0.48,0.33,0.34,0.31,0.32,0.23,0.38,0.25,0.36,0.25,0.21,0.00,0.62,0.21,36,0.36,2,0
19,10,94,76,827,479,28,31,0,17,23,53,25,26,61,67,14,55,35,67,67,-1.24826629680999,0.228310502283105,-1.43094841930116,0.50261780104712,-1.58102766798419,0,0.28,0.39,0.00,0.17,0.23,0.53,0.25,0.26,0.61,0.67,0.14,0.55,0.35,0.67,0.67,10,0.10,0,0
28,10,106,69,797,483,39,41,0,0,30,5,36,0,25,2,43,25,17,3,53,0,0.228310502283105,0.565723793677206,-0.230366492146597,-0.395256916996046,-0.264900662251656,0.39,0.51,0.00,0.00,0.30,0.05,0.36,0.00,0.25,0.02,0.43,0.25,0.17,0.03,0.53,38,0.38,2,0
