Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Big_Play_Receiving,Courage,Adjust_to_Ball,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Big_Play_ReceivingZ,CourageZ,Adjust_to_BallZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
21,11,107,30,742,450,29,36,43,26,42,74,54,51,16,0,0,26,7,0,0.355987055016181,-0.223577235772357,-1.03621730382294,-0.824742268041238,0.576923076923073,0.29,0.45,0.43,0.26,0.42,0.74,0.54,0.51,0.16,0.00,0.00,0.26,0.07,25,0.25,1,0
28,11,106,44,720,451,9,34,10,1,9,4,15,0,0,0,0,0,0,1.00143061516452,0.355987055016181,-0.426829268292682,0.372233400402415,0.309278350515462,0.480769230769229,0.09,0.43,0.10,0.01,0.09,0.04,0.15,0.00,0.00,0.00,0.00,0.00,0.00,8,0.08,0,0
16,13,104,41,722,450,21,33,4,3,0,69,37,61,27,0,0,15,50,-0.715307582260372,1.00323624595469,-0.833333333333332,0.0704225352112679,0.206185567010309,0.576923076923073,0.21,0.41,0.04,0.03,0.00,0.69,0.37,0.61,0.27,0.00,0.00,0.15,0.50,18,0.18,1,0
20,9,112,40,695,445,26,47,36,58,59,46,37,65,13,40,0,22,72,-0.143061516452074,-0.29126213592233,0.792682926829269,-0.0301810865191144,1.59793814432989,1.0576923076923,0.26,0.59,0.36,0.58,0.59,0.46,0.37,0.65,0.13,0.40,0.00,0.22,0.72,43,0.43,2,1
30,14,107,31,709,451,19,40,1,57,20,31,12,45,9,0,0,58,74,1.28755364806867,1.32686084142395,-0.223577235772357,-0.935613682092555,0.876288659793814,0.480769230769229,0.19,0.50,0.01,0.57,0.20,0.31,0.12,0.45,0.09,0.00,0.00,0.58,0.74,16,0.16,1,0
35,14,107,54,755,463,12,32,6,0,24,11,11,46,1,0,0,0,8,2.00286123032904,1.32686084142395,-0.223577235772357,1.37826961770624,-1.49484536082474,-0.673076923076926,0.12,0.40,0.06,0.00,0.24,0.11,0.11,0.46,0.01,0.00,0.00,0.00,0.08,8,0.08,0,0
22,14,105,51,746,450,21,40,56,0,48,51,39,11,44,0,0,1,32,0.143061516452074,1.32686084142395,-0.630081300813007,1.07645875251509,-1.03092783505155,0.576923076923073,0.21,0.50,0.56,0.00,0.48,0.51,0.39,0.11,0.44,0.00,0.00,0.01,0.32,54,0.54,3,1
32,12,114,59,706,443,29,56,74,67,74,47,53,74,21,31,0,41,52,1.57367668097282,0.679611650485437,1.19918699186992,1.88128772635815,1.03092783505155,1.25,0.29,0.70,0.74,0.67,0.74,0.47,0.53,0.74,0.21,0.31,0.00,0.41,0.52,56,0.56,3,1
18,9,116,45,754,471,24,26,37,0,0,41,0,0,0,0,53,0,30,-0.429184549356223,-0.29126213592233,1.60569105691057,0.472837022132797,-1.44329896907217,-1.4423076923077,0.24,0.33,0.37,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.53,0.00,0.30,6,0.06,0,0
28,16,107,40,696,446,16,46,31,62,39,26,28,56,17,0,0,54,20,1.00143061516452,1.97411003236246,-0.223577235772357,-0.0301810865191144,1.54639175257732,0.961538461538458,0.16,0.58,0.31,0.62,0.39,0.26,0.28,0.56,0.17,0.00,0.00,0.54,0.20,34,0.34,2,0
37,13,109,65,722,446,25,54,74,57,74,74,39,57,42,0,0,44,70,2.28898426323319,1.00323624595469,0.182926829268294,2.48490945674044,0.206185567010309,0.961538461538458,0.25,0.68,0.74,0.57,0.74,0.74,0.39,0.57,0.42,0.00,0.00,0.44,0.70,59,0.59,3,1
26,11,105,36,750,479,23,25,0,1,8,10,0,14,10,0,0,36,11,0.715307582260372,0.355987055016181,-0.630081300813007,-0.432595573440644,-1.23711340206186,-2.21153846153847,0.23,0.31,0.00,0.01,0.08,0.10,0.00,0.14,0.10,0.00,0.00,0.36,0.11,7,0.07,0,0
18,12,102,18,710,453,48,40,0,50,47,9,9,48,0,0,0,11,32,-0.429184549356223,0.679611650485437,-1.23983739837398,-2.24346076458753,0.824742268041238,0.288461538461532,0.48,0.50,0.00,0.50,0.47,0.09,0.09,0.48,0.00,0.00,0.00,0.11,0.32,18,0.18,1,0
29,9,106,48,694,457,31,45,33,47,50,35,0,22,20,0,0,71,72,1.1444921316166,-0.29126213592233,-0.426829268292682,0.774647887323944,1.64948453608247,-0.0961538461538527,0.31,0.56,0.33,0.47,0.50,0.35,0.00,0.22,0.20,0.00,0.00,0.71,0.72,25,0.25,1,0
13,8,107,40,720,449,46,36,44,49,29,0,15,0,0,0,0,74,30,-1.1444921316166,-0.614886731391586,-0.223577235772357,-0.0301810865191144,0.309278350515462,0.673076923076917,0.46,0.45,0.44,0.49,0.29,0.00,0.15,0.00,0.00,0.00,0.00,0.74,0.30,16,0.16,1,0
27,13,107,47,728,469,26,35,40,10,54,9,0,62,1,0,0,71,22,0.858369098712446,1.00323624595469,-0.223577235772357,0.674044265593562,-0.103092783505157,-1.25000000000001,0.26,0.44,0.40,0.10,0.54,0.09,0.00,0.62,0.01,0.00,0.00,0.71,0.22,15,0.15,0,0
16,12,105,22,735,460,20,25,0,1,0,69,2,67,11,0,0,52,8,-0.715307582260372,0.679611650485437,-0.630081300813007,-1.841046277666,-0.463917525773195,-0.384615384615385,0.20,0.31,0.00,0.01,0.00,0.69,0.02,0.67,0.11,0.00,0.00,0.52,0.08,11,0.11,0,0
10,11,117,44,742,451,29,31,13,1,12,0,56,21,6,21,37,0,5,-1.57367668097282,0.355987055016181,1.8089430894309,0.372233400402415,-0.824742268041238,0.480769230769229,0.29,0.39,0.13,0.01,0.12,0.00,0.56,0.21,0.06,0.21,0.37,0.00,0.05,33,0.33,2,0
16,12,115,28,717,469,37,34,38,23,30,55,0,60,0,74,0,10,73,-0.715307582260372,0.679611650485437,1.40243902439025,-1.2374245472837,0.463917525773195,-1.25000000000001,0.37,0.43,0.38,0.23,0.30,0.55,0.00,0.60,0.00,0.74,0.00,0.10,0.73,13,0.13,0,0
39,18,115,44,720,467,16,41,29,44,69,74,0,68,0,0,33,20,14,2.57510729613734,2.62135922330097,1.40243902439025,0.372233400402415,0.309278350515462,-1.05769230769231,0.16,0.51,0.29,0.44,0.69,0.74,0.00,0.68,0.00,0.00,0.33,0.20,0.14,11,0.11,0,0
12,5,108,42,760,466,32,22,7,0,6,3,11,0,16,0,0,8,0,-1.28755364806867,-1.58576051779935,-0.0203252032520314,0.17102615694165,-1.75257731958763,-0.961538461538467,0.32,0.28,0.07,0.00,0.06,0.03,0.11,0.00,0.16,0.00,0.00,0.08,0.00,10,0.10,0,0
34,11,107,49,708,451,28,47,33,27,59,38,30,42,16,0,0,19,74,1.85979971387697,0.355987055016181,-0.223577235772357,0.875251509054326,0.92783505154639,0.480769230769229,0.28,0.59,0.33,0.27,0.59,0.38,0.30,0.42,0.16,0.00,0.00,0.19,0.74,44,0.44,2,1
26,12,106,54,711,448,39,51,74,25,72,0,46,18,74,0,0,43,36,0.715307582260372,0.679611650485437,-0.426829268292682,1.37826961770624,0.773195876288657,0.769230769230761,0.39,0.64,0.74,0.25,0.72,0.00,0.46,0.18,0.74,0.00,0.00,0.43,0.36,32,0.32,2,0
26,10,102,27,731,451,26,35,4,31,10,27,33,11,10,0,0,5,0,0.715307582260372,0.0323624595469255,-1.23983739837398,-1.33802816901408,-0.257731958762886,0.480769230769229,0.26,0.44,0.04,0.31,0.10,0.27,0.33,0.11,0.10,0.00,0.00,0.05,0.00,13,0.13,0,0
31,7,108,47,738,450,11,33,16,4,33,0,29,0,47,0,0,4,2,1.43061516452074,-0.938511326860842,-0.0203252032520314,0.674044265593562,-0.618556701030928,0.576923076923073,0.11,0.41,0.16,0.04,0.33,0.00,0.29,0.00,0.47,0.00,0.00,0.04,0.02,12,0.12,0,0
12,9,105,28,745,448,29,27,3,0,1,6,42,33,1,0,0,17,0,-1.28755364806867,-0.29126213592233,-0.630081300813007,-1.2374245472837,-0.979381443298971,0.769230769230761,0.29,0.34,0.03,0.00,0.01,0.06,0.42,0.33,0.01,0.00,0.00,0.17,0.00,16,0.16,1,0
12,13,107,45,729,472,25,27,43,13,0,0,0,74,61,0,0,0,38,-1.28755364806867,1.00323624595469,-0.223577235772357,0.472837022132797,-0.154639175257733,-1.53846153846154,0.25,0.34,0.43,0.13,0.00,0.00,0.00,0.74,0.61,0.00,0.00,0.00,0.38,5,0.05,0,0
30,9,105,49,724,448,36,45,49,11,51,0,37,8,30,0,0,0,52,1.28755364806867,-0.29126213592233,-0.630081300813007,0.875251509054326,0.103092783505152,0.769230769230761,0.36,0.56,0.49,0.11,0.51,0.00,0.37,0.08,0.30,0.00,0.00,0.00,0.52,38,0.38,2,0
30,12,111,45,757,463,47,38,1,0,31,9,9,69,57,45,55,42,0,1.28755364806867,0.679611650485437,0.589430894308944,0.472837022132797,-1.5979381443299,-0.673076923076926,0.47,0.48,0.01,0.00,0.31,0.09,0.09,0.69,0.57,0.45,0.55,0.42,0.00,17,0.17,1,0
13,7,116,49,720,460,49,38,64,45,55,3,0,0,47,0,60,64,0,-1.1444921316166,-0.938511326860842,1.60569105691057,0.875251509054326,0.309278350515462,-0.384615384615385,0.49,0.48,0.64,0.45,0.55,0.03,0.00,0.00,0.47,0.00,0.60,0.64,0.00,11,0.11,0,0
20,11,105,42,754,456,36,31,11,0,0,0,22,3,9,0,0,0,0,-0.143061516452074,0.355987055016181,-0.630081300813007,0.17102615694165,-1.44329896907217,0,0.36,0.39,0.11,0.00,0.00,0.00,0.22,0.03,0.09,0.00,0.00,0.00,0.00,13,0.13,0,0
8,7,111,42,695,447,26,33,0,64,0,0,22,24,66,0,10,0,32,-1.85979971387697,-0.938511326860842,0.589430894308944,0.17102615694165,1.59793814432989,0.865384615384614,0.26,0.41,0.00,0.64,0.00,0.00,0.22,0.24,0.66,0.00,0.10,0.00,0.32,17,0.17,1,0
20,13,117,46,715,450,40,46,22,42,12,51,29,16,49,45,6,9,0,-0.143061516452074,1.00323624595469,1.8089430894309,0.573440643863179,0.567010309278348,0.576923076923073,0.40,0.58,0.22,0.42,0.12,0.51,0.29,0.16,0.49,0.45,0.06,0.09,0.00,35,0.35,2,0
12,5,108,33,704,461,13,23,0,12,0,2,0,0,10,0,34,18,3,-1.28755364806867,-1.58576051779935,-0.0203252032520314,-0.73440643863179,1.1340206185567,-0.480769230769238,0.13,0.29,0.00,0.12,0.00,0.02,0.00,0.00,0.10,0.00,0.34,0.18,0.03,10,0.10,0,0
27,15,105,44,736,467,21,35,42,10,72,64,8,49,63,0,0,57,46,0.858369098712446,1.6504854368932,-0.630081300813007,0.372233400402415,-0.515463917525776,-1.05769230769231,0.21,0.44,0.42,0.10,0.72,0.64,0.08,0.49,0.63,0.00,0.00,0.57,0.46,17,0.17,1,0
25,13,105,56,699,441,48,55,52,49,41,1,35,69,30,0,0,54,30,0.572246065808298,1.00323624595469,-0.630081300813007,1.579476861167,1.39175257731959,1.44230769230769,0.48,0.69,0.52,0.49,0.41,0.01,0.35,0.69,0.30,0.00,0.00,0.54,0.30,44,0.44,2,1
30,10,107,41,734,458,42,38,23,0,2,34,22,0,0,0,14,0,20,1.28755364806867,0.0323624595469255,-0.223577235772357,0.0704225352112679,-0.412371134020619,-0.192307692307697,0.42,0.48,0.23,0.00,0.02,0.34,0.22,0.00,0.00,0.00,0.14,0.00,0.20,18,0.18,1,0
18,7,104,42,724,448,42,43,26,28,56,74,31,16,57,0,16,3,16,-0.429184549356223,-0.938511326860842,-0.833333333333332,0.17102615694165,0.103092783505152,0.769230769230761,0.42,0.54,0.26,0.28,0.56,0.74,0.31,0.16,0.57,0.00,0.16,0.03,0.16,26,0.26,1,0
14,14,117,38,710,444,24,42,50,24,38,43,35,49,6,0,48,44,65,-1.00143061516452,1.32686084142395,1.8089430894309,-0.231388329979879,0.824742268041238,1.15384615384615,0.24,0.53,0.50,0.24,0.38,0.43,0.35,0.49,0.06,0.00,0.48,0.44,0.65,37,0.37,2,0
32,15,120,61,698,437,39,64,56,68,22,25,74,74,74,0,5,13,67,1.57367668097282,1.6504854368932,2.41869918699187,2.08249496981891,1.44329896907216,1.82692307692307,0.39,0.80,0.56,0.68,0.22,0.25,0.74,0.74,0.74,0.00,0.05,0.13,0.67,66,0.66,3,1
16,9,108,28,718,449,43,38,5,47,55,62,22,11,17,0,0,40,35,-0.715307582260372,-0.29126213592233,-0.0203252032520314,-1.2374245472837,0.412371134020619,0.673076923076917,0.43,0.48,0.05,0.47,0.55,0.62,0.22,0.11,0.17,0.00,0.00,0.40,0.35,24,0.24,1,0
11,7,106,34,711,450,24,29,18,2,11,31,34,0,0,0,0,0,35,-1.43061516452074,-0.938511326860842,-0.426829268292682,-0.633802816901408,0.773195876288657,0.576923076923073,0.24,0.36,0.18,0.02,0.11,0.31,0.34,0.00,0.00,0.00,0.00,0.00,0.35,18,0.18,1,0
29,10,103,37,704,452,26,43,53,74,34,74,11,22,25,0,0,0,55,1.1444921316166,0.0323624595469255,-1.03658536585366,-0.331991951710261,1.1340206185567,0.384615384615385,0.26,0.54,0.53,0.74,0.34,0.74,0.11,0.22,0.25,0.00,0.00,0.00,0.55,19,0.19,1,0
20,11,108,29,760,480,2,17,13,0,26,61,0,74,3,0,0,20,66,-0.143061516452074,0.355987055016181,-0.0203252032520314,-1.13682092555332,-1.75257731958763,-2.30769230769231,0.02,0.21,0.13,0.00,0.26,0.61,0.00,0.74,0.03,0.00,0.00,0.20,0.66,7,0.07,0,0
26,12,115,40,714,454,49,48,34,27,55,59,15,74,0,33,0,74,66,0.715307582260372,0.679611650485437,1.40243902439025,-0.0301810865191144,0.618556701030928,0.192307692307688,0.49,0.60,0.34,0.27,0.55,0.59,0.15,0.74,0.00,0.33,0.00,0.74,0.66,34,0.34,2,0
8,11,110,27,720,460,11,23,10,16,17,2,19,57,23,0,11,41,55,-1.85979971387697,0.355987055016181,0.386178861788619,-1.33802816901408,0.309278350515462,-0.384615384615385,0.11,0.29,0.10,0.16,0.17,0.02,0.19,0.57,0.23,0.00,0.11,0.41,0.55,13,0.13,0,0
20,8,102,30,744,473,26,27,11,15,25,20,0,76,16,0,0,40,60,-0.143061516452074,-0.614886731391586,-1.23983739837398,-1.03621730382294,-0.927835051546395,-1.63461538461539,0.26,0.34,0.11,0.15,0.25,0.20,0.00,0.76,0.16,0.00,0.00,0.40,0.60,4,0.04,0,0
9,7,108,47,747,469,47,27,41,1,0,12,8,6,42,0,0,7,8,-1.71673819742489,-0.938511326860842,-0.0203252032520314,0.674044265593562,-1.08247422680412,-1.25000000000001,0.47,0.34,0.41,0.01,0.00,0.12,0.08,0.06,0.42,0.00,0.00,0.07,0.08,9,0.09,0,0
25,12,106,45,716,469,25,34,22,41,27,23,0,6,3,0,0,0,0,0.572246065808298,0.679611650485437,-0.426829268292682,0.472837022132797,0.515463917525771,-1.25000000000001,0.25,0.43,0.22,0.41,0.27,0.23,0.00,0.06,0.03,0.00,0.00,0.00,0.00,9,0.09,0,0
25,12,103,32,719,450,9,33,0,54,32,0,29,13,15,0,0,39,12,0.572246065808298,0.679611650485437,-1.03658536585366,-0.835010060362173,0.360824742268038,0.576923076923073,0.09,0.41,0.00,0.54,0.32,0.00,0.29,0.13,0.15,0.00,0.00,0.39,0.12,15,0.15,0,0
24,10,106,22,746,457,19,28,5,0,28,73,21,9,0,0,0,47,22,0.429184549356223,0.0323624595469255,-0.426829268292682,-1.841046277666,-1.03092783505155,-0.0961538461538527,0.19,0.35,0.05,0.00,0.28,0.73,0.21,0.09,0.00,0.00,0.00,0.47,0.22,13,0.13,0,0
29,11,106,44,760,473,21,30,7,0,72,32,14,21,38,0,0,0,43,1.1444921316166,0.355987055016181,-0.426829268292682,0.372233400402415,-1.75257731958763,-1.63461538461539,0.21,0.38,0.07,0.00,0.72,0.32,0.14,0.21,0.38,0.00,0.00,0.00,0.43,16,0.16,1,0
18,15,105,38,748,465,32,30,22,1,28,0,18,32,1,0,0,13,2,-0.429184549356223,1.6504854368932,-0.630081300813007,-0.231388329979879,-1.1340206185567,-0.865384615384623,0.32,0.38,0.22,0.01,0.28,0.00,0.18,0.32,0.01,0.00,0.00,0.13,0.02,14,0.14,0,0
34,5,105,43,691,446,31,49,16,60,76,58,10,0,14,0,0,1,33,1.85979971387697,-1.58576051779935,-0.630081300813007,0.271629778672032,1.8041237113402,0.961538461538458,0.31,0.61,0.16,0.60,0.76,0.58,0.10,0.00,0.14,0.00,0.00,0.01,0.33,50,0.50,2,1
17,11,108,42,736,449,47,37,4,0,0,7,26,9,7,0,0,0,1,-0.572246065808298,0.355987055016181,-0.0203252032520314,0.17102615694165,-0.515463917525776,0.673076923076917,0.47,0.46,0.04,0.00,0.00,0.07,0.26,0.09,0.07,0.00,0.00,0.00,0.01,14,0.14,0,0
18,5,107,43,720,450,46,40,54,22,32,0,38,0,22,0,0,15,42,-0.429184549356223,-1.58576051779935,-0.223577235772357,0.271629778672032,0.309278350515462,0.576923076923073,0.46,0.50,0.54,0.22,0.32,0.00,0.38,0.00,0.22,0.00,0.00,0.15,0.42,20,0.20,1,0
18,11,104,47,757,480,47,27,1,0,3,0,0,0,9,0,18,0,6,-0.429184549356223,0.355987055016181,-0.833333333333332,0.674044265593562,-1.5979381443299,-2.30769230769231,0.47,0.34,0.01,0.00,0.03,0.00,0.00,0.00,0.09,0.00,0.18,0.00,0.06,9,0.09,0,0
12,5,108,46,747,472,20,20,16,1,0,6,5,0,1,0,0,0,2,-1.28755364806867,-1.58576051779935,-0.0203252032520314,0.573440643863179,-1.08247422680412,-1.53846153846154,0.20,0.25,0.16,0.01,0.00,0.06,0.05,0.00,0.01,0.00,0.00,0.00,0.02,7,0.07,0,0
27,11,112,51,750,465,37,36,40,0,47,7,11,25,25,0,0,28,5,0.858369098712446,0.355987055016181,0.792682926829269,1.07645875251509,-1.23711340206186,-0.865384615384623,0.37,0.45,0.40,0.00,0.47,0.07,0.11,0.25,0.25,0.00,0.00,0.28,0.05,15,0.15,0,0
18,13,110,26,700,445,20,38,1,76,0,17,34,52,8,0,0,76,30,-0.429184549356223,1.00323624595469,0.386178861788619,-1.43863179074447,1.34020618556701,1.0576923076923,0.20,0.48,0.01,0.76,0.00,0.17,0.34,0.52,0.08,0.00,0.00,0.76,0.30,22,0.22,1,0
19,7,102,36,734,451,15,28,3,0,0,0,28,3,21,0,0,1,1,-0.286123032904149,-0.938511326860842,-1.23983739837398,-0.432595573440644,-0.412371134020619,0.480769230769229,0.15,0.35,0.03,0.00,0.00,0.00,0.28,0.03,0.21,0.00,0.00,0.01,0.01,14,0.14,0,0
10,6,107,50,709,454,49,37,44,58,17,0,11,5,59,0,0,0,14,-1.57367668097282,-1.2621359223301,-0.223577235772357,0.975855130784709,0.876288659793814,0.192307692307688,0.49,0.46,0.44,0.58,0.17,0.00,0.11,0.05,0.59,0.00,0.00,0.00,0.14,13,0.13,0,0
32,5,124,24,725,468,25,31,0,5,20,11,0,0,8,22,50,0,0,1.57367668097282,-1.58576051779935,3.23170731707317,-1.63983903420523,0.0515463917525762,-1.15384615384615,0.25,0.39,0.00,0.05,0.20,0.11,0.00,0.00,0.08,0.22,0.50,0.00,0.00,11,0.11,0,0
18,12,107,42,745,451,12,30,52,0,0,31,31,18,34,0,0,59,1,-0.429184549356223,0.679611650485437,-0.223577235772357,0.17102615694165,-0.979381443298971,0.480769230769229,0.12,0.38,0.52,0.00,0.00,0.31,0.31,0.18,0.34,0.00,0.00,0.59,0.01,16,0.16,1,0
21,11,106,36,720,467,48,36,20,21,49,0,0,9,6,0,0,0,27,0,0.355987055016181,-0.426829268292682,-0.432595573440644,0.309278350515462,-1.05769230769231,0.48,0.45,0.20,0.21,0.49,0.00,0.00,0.09,0.06,0.00,0.00,0.00,0.27,14,0.14,0,0
18,12,109,34,755,441,43,43,0,0,73,27,61,39,45,0,0,24,27,-0.429184549356223,0.679611650485437,0.182926829268294,-0.633802816901408,-1.49484536082474,1.44230769230769,0.43,0.54,0.00,0.00,0.73,0.27,0.61,0.39,0.45,0.00,0.00,0.24,0.27,21,0.21,1,0
18,7,120,35,720,459,31,35,17,27,34,11,6,0,1,27,36,54,30,-0.429184549356223,-0.938511326860842,2.41869918699187,-0.533199195171026,0.309278350515462,-0.288461538461541,0.31,0.44,0.17,0.27,0.34,0.11,0.06,0.00,0.01,0.27,0.36,0.54,0.30,16,0.16,1,0
15,5,107,22,720,451,28,29,0,25,35,13,21,0,0,0,0,15,27,-0.858369098712446,-1.58576051779935,-0.223577235772357,-1.841046277666,0.309278350515462,0.480769230769229,0.28,0.36,0.00,0.25,0.35,0.13,0.21,0.00,0.00,0.00,0.00,0.15,0.27,13,0.13,0,0
15,13,107,42,700,458,33,34,4,38,0,0,0,8,0,0,0,23,0,-0.858369098712446,1.00323624595469,-0.223577235772357,0.17102615694165,1.34020618556701,-0.192307692307697,0.33,0.43,0.04,0.38,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.23,0.00,13,0.13,0,0
11,5,106,45,751,476,13,15,53,0,0,59,0,0,55,0,0,10,37,-1.43061516452074,-1.58576051779935,-0.426829268292682,0.472837022132797,-1.28865979381443,-1.92307692307692,0.13,0.19,0.53,0.00,0.00,0.59,0.00,0.00,0.55,0.00,0.00,0.10,0.37,4,0.04,0,0
33,14,111,56,701,452,12,46,73,73,51,19,11,70,49,0,12,9,3,1.71673819742489,1.32686084142395,0.589430894308944,1.579476861167,1.28865979381443,0.384615384615385,0.12,0.58,0.73,0.73,0.51,0.19,0.11,0.70,0.49,0.00,0.12,0.09,0.03,37,0.37,2,0
31,11,111,49,712,450,20,46,66,64,24,48,51,58,28,55,0,29,32,1.43061516452074,0.355987055016181,0.589430894308944,0.875251509054326,0.721649484536081,0.576923076923073,0.20,0.58,0.66,0.64,0.24,0.48,0.51,0.58,0.28,0.55,0.00,0.29,0.32,61,0.61,3,1
10,11,109,32,698,449,47,40,57,63,20,44,15,76,15,18,0,29,44,-1.57367668097282,0.355987055016181,0.182926829268294,-0.835010060362173,1.44329896907216,0.673076923076917,0.47,0.50,0.57,0.63,0.20,0.44,0.15,0.76,0.15,0.18,0.00,0.29,0.44,23,0.23,1,0
25,11,108,49,718,446,26,45,64,21,47,17,37,75,5,10,0,66,13,0.572246065808298,0.355987055016181,-0.0203252032520314,0.875251509054326,0.412371134020619,0.961538461538458,0.26,0.56,0.64,0.21,0.47,0.17,0.37,0.75,0.05,0.10,0.00,0.66,0.13,21,0.21,1,0
23,6,102,39,720,456,34,34,10,17,16,32,4,0,17,0,0,15,5,0.286123032904149,-1.2621359223301,-1.23983739837398,-0.130784708249497,0.309278350515462,0,0.34,0.43,0.10,0.17,0.16,0.32,0.04,0.00,0.17,0.00,0.00,0.15,0.05,14,0.14,0,0
18,11,106,26,711,446,54,47,8,30,59,76,54,17,5,0,0,0,8,-0.429184549356223,0.355987055016181,-0.426829268292682,-1.43863179074447,0.773195876288657,0.961538461538458,0.54,0.59,0.08,0.30,0.59,0.76,0.54,0.17,0.05,0.00,0.00,0.00,0.08,41,0.41,2,1
31,7,120,37,724,452,40,44,26,26,32,60,21,0,14,76,46,0,0,1.43061516452074,-0.938511326860842,2.41869918699187,-0.331991951710261,0.103092783505152,0.384615384615385,0.40,0.55,0.26,0.26,0.32,0.60,0.21,0.00,0.14,0.76,0.46,0.00,0.00,27,0.27,1,0
32,7,108,52,736,451,35,43,52,2,62,46,31,0,47,0,0,48,48,1.57367668097282,-0.938511326860842,-0.0203252032520314,1.17706237424547,-0.515463917525776,0.480769230769229,0.35,0.54,0.52,0.02,0.62,0.46,0.31,0.00,0.47,0.00,0.00,0.48,0.48,26,0.26,1,0
29,12,109,32,724,458,39,36,5,13,6,0,8,11,17,0,9,1,0,1.1444921316166,0.679611650485437,0.182926829268294,-0.835010060362173,0.103092783505152,-0.192307692307697,0.39,0.45,0.05,0.13,0.06,0.00,0.08,0.11,0.17,0.00,0.09,0.01,0.00,15,0.15,0,0
23,12,107,35,741,480,27,25,18,0,29,29,0,36,1,0,0,4,35,0.286123032904149,0.679611650485437,-0.223577235772357,-0.533199195171026,-0.773195876288662,-2.30769230769231,0.27,0.31,0.18,0.00,0.29,0.29,0.00,0.36,0.01,0.00,0.00,0.04,0.35,8,0.08,0,0
39,13,114,59,714,451,19,50,38,22,76,8,19,51,76,70,0,61,16,2.57510729613734,1.00323624595469,1.19918699186992,1.88128772635815,0.618556701030928,0.480769230769229,0.19,0.63,0.38,0.22,0.76,0.08,0.19,0.51,0.76,0.70,0.00,0.61,0.16,42,0.42,2,1
26,15,110,31,712,463,27,34,3,17,12,0,0,36,3,0,0,0,0,0.715307582260372,1.6504854368932,0.386178861788619,-0.935613682092555,0.721649484536081,-0.673076923076926,0.27,0.43,0.03,0.17,0.12,0.00,0.00,0.36,0.03,0.00,0.00,0.00,0.00,6,0.06,0,0
30,13,108,40,726,445,30,47,25,29,49,69,46,76,28,0,0,15,36,1.28755364806867,1.00323624595469,-0.0203252032520314,-0.0301810865191144,0,1.0576923076923,0.30,0.59,0.25,0.29,0.49,0.69,0.46,0.76,0.28,0.00,0.00,0.15,0.36,38,0.38,2,0
25,14,118,49,727,457,32,43,47,15,17,56,17,76,3,0,29,20,76,0.572246065808298,1.32686084142395,2.01219512195122,0.875251509054326,-0.0515463917525762,-0.0961538461538527,0.32,0.54,0.47,0.15,0.17,0.56,0.17,0.76,0.03,0.00,0.29,0.20,0.76,36,0.36,2,0
23,11,107,27,720,447,33,43,17,27,69,19,57,49,50,0,0,21,12,0.286123032904149,0.355987055016181,-0.223577235772357,-1.33802816901408,0.309278350515462,0.865384615384614,0.33,0.54,0.17,0.27,0.69,0.19,0.57,0.49,0.50,0.00,0.00,0.21,0.12,33,0.33,2,0
18,5,103,45,714,463,32,35,59,57,40,65,0,0,52,0,0,0,42,-0.429184549356223,-1.58576051779935,-1.03658536585366,0.472837022132797,0.618556701030928,-0.673076923076926,0.32,0.44,0.59,0.57,0.40,0.65,0.00,0.00,0.52,0.00,0.00,0.00,0.42,10,0.10,0,0
12,11,111,58,703,442,2,36,64,42,0,26,49,26,76,0,0,67,9,-1.28755364806867,0.355987055016181,0.589430894308944,1.78068410462777,1.18556701030928,1.34615384615384,0.02,0.45,0.64,0.42,0.00,0.26,0.49,0.26,0.76,0.00,0.00,0.67,0.09,18,0.18,1,0
33,5,118,49,712,466,44,46,67,16,61,67,0,0,30,64,38,52,51,1.71673819742489,-1.58576051779935,2.01219512195122,0.875251509054326,0.721649484536081,-0.961538461538467,0.44,0.58,0.67,0.16,0.61,0.67,0.00,0.00,0.30,0.64,0.38,0.52,0.51,39,0.39,2,0
12,11,106,31,760,469,19,16,0,0,4,0,14,0,1,0,0,0,17,-1.28755364806867,0.355987055016181,-0.426829268292682,-0.935613682092555,-1.75257731958763,-1.25000000000001,0.19,0.20,0.00,0.00,0.04,0.00,0.14,0.00,0.01,0.00,0.00,0.00,0.17,10,0.10,0,0
25,10,107,50,740,472,25,31,29,32,8,58,2,9,45,0,4,28,0,0.572246065808298,0.0323624595469255,-0.223577235772357,0.975855130784709,-0.721649484536085,-1.53846153846154,0.25,0.39,0.29,0.32,0.08,0.58,0.02,0.09,0.45,0.00,0.04,0.28,0.00,11,0.11,0,0
