Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Pass_Rush_Technique,Pass_Rush_Strength,Play_Diagnosis,Punishing_Hitter,Endurance,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Pass_Rush_TechniqueZ,Pass_Rush_StrengthZ,Play_DiagnosisZ,Punishing_HitterZ,EnduranceZ,PeakCur,PeakCurZ,Ability,Draftable
33,39,127,0,717,472,49,72,64,43,65,22,62,65,1.3782991202346,3.38422391857506,2.6158038147139,NaN,1.7,1.28571428571429,0.49,0.90,0.64,0.43,0.65,0.22,0.62,0.65,68,0.68,3,1
32,26,111,0,766,478,26,42,30,32,14,19,0,39,1.2316715542522,0.0763358778625956,0.435967302452316,NaN,0.0666666666666653,0.857142857142858,0.26,0.53,0.30,0.32,0.14,0.19,0.00,0.39,26,0.26,1,0
24,18,106,0,803,492,48,26,0,13,0,33,0,0,0.0586510263929617,-1.95928753180662,-0.245231607629427,NaN,-1.16666666666667,-0.14285714285714,0.48,0.33,0.00,0.13,0.00,0.33,0.00,0.00,7,0.07,0,0
31,22,106,0,740,500,58,42,34,5,0,29,39,19,1.08504398826979,-0.94147582697201,-0.245231607629427,NaN,0.933333333333331,-0.714285714285712,0.58,0.53,0.34,0.05,0.00,0.29,0.39,0.19,23,0.23,1,0
26,27,112,0,760,515,48,38,14,0,26,25,0,20,0.351906158357771,0.330788804071247,0.572207084468665,NaN,0.266666666666667,-1.78571428571429,0.48,0.48,0.14,0.00,0.26,0.25,0.00,0.20,18,0.18,1,0
9,27,114,0,757,514,31,37,58,13,34,0,0,65,-2.14076246334311,0.330788804071247,0.844686648501363,NaN,0.366666666666665,-1.71428571428571,0.31,0.46,0.58,0.13,0.34,0.00,0.00,0.65,20,0.20,1,0
21,23,109,0,796,508,18,21,0,0,3,3,0,12,-0.381231671554252,-0.687022900763359,0.163487738419619,NaN,-0.933333333333334,-1.28571428571428,0.18,0.26,0.00,0.00,0.03,0.03,0.00,0.12,5,0.05,0,0
26,27,105,0,759,489,45,43,28,18,15,0,25,19,0.351906158357771,0.330788804071247,-0.381471389645776,NaN,0.3,0.0714285714285762,0.45,0.54,0.28,0.18,0.15,0.00,0.25,0.19,19,0.19,1,0
24,28,109,0,757,512,29,34,33,0,14,0,41,23,0.0586510263929617,0.585241730279898,0.163487738419619,NaN,0.366666666666665,-1.57142857142857,0.29,0.43,0.33,0.00,0.14,0.00,0.41,0.23,10,0.10,0,0
31,28,94,0,760,505,42,40,17,11,55,28,28,0,1.08504398826979,0.585241730279898,-1.88010899182561,NaN,0.266666666666667,-1.07142857142857,0.42,0.50,0.17,0.11,0.55,0.28,0.28,0.00,21,0.21,1,0
21,22,107,0,760,509,20,28,25,4,1,4,18,22,-0.381231671554252,-0.94147582697201,-0.108991825613079,NaN,0.266666666666667,-1.35714285714285,0.20,0.35,0.25,0.04,0.01,0.04,0.18,0.22,9,0.09,0,0
20,24,114,0,772,482,18,37,29,42,0,42,38,29,-0.527859237536657,-0.432569974554707,0.844686648501363,NaN,-0.133333333333333,0.571428571428572,0.18,0.46,0.29,0.42,0.00,0.42,0.38,0.29,8,0.08,0,0
32,22,95,0,785,472,13,31,31,58,6,4,0,0,1.2316715542522,-0.94147582697201,-1.74386920980926,NaN,-0.566666666666666,1.28571428571429,0.13,0.39,0.31,0.58,0.06,0.04,0.00,0.00,7,0.07,0,0
29,22,122,0,731,476,18,43,24,31,0,0,0,36,0.791788856304985,-0.94147582697201,1.93460490463215,NaN,1.23333333333333,1,0.18,0.54,0.24,0.31,0.00,0.00,0.00,0.36,11,0.11,0,0
29,27,103,0,781,467,27,42,17,59,24,26,0,6,0.791788856304985,0.330788804071247,-0.653950953678474,NaN,-0.433333333333333,1.64285714285715,0.27,0.53,0.17,0.59,0.24,0.26,0.00,0.06,15,0.15,0,0
32,30,116,0,733,491,52,52,27,0,5,33,20,24,1.2316715542522,1.0941475826972,1.11716621253406,NaN,1.16666666666667,-0.0714285714285699,0.52,0.65,0.27,0.00,0.05,0.33,0.20,0.24,36,0.36,2,0
21,29,101,0,760,513,32,33,28,0,44,22,10,11,-0.381231671554252,0.83969465648855,-0.926430517711171,NaN,0.266666666666667,-1.64285714285714,0.32,0.41,0.28,0.00,0.44,0.22,0.10,0.11,20,0.20,1,0
21,28,114,0,760,484,32,42,12,20,48,1,27,12,-0.381231671554252,0.585241730279898,0.844686648501363,NaN,0.266666666666667,0.428571428571432,0.32,0.53,0.12,0.20,0.48,0.01,0.27,0.12,47,0.47,2,1
9,29,112,0,724,481,44,52,57,38,12,0,19,36,-2.14076246334311,0.83969465648855,0.572207084468665,NaN,1.46666666666667,0.642857142857148,0.44,0.65,0.57,0.38,0.12,0.00,0.19,0.36,50,0.50,2,1
26,28,109,0,770,481,27,43,31,33,44,47,21,19,0.351906158357771,0.585241730279898,0.163487738419619,NaN,-0.0666666666666682,0.642857142857148,0.27,0.54,0.31,0.33,0.44,0.47,0.21,0.19,20,0.20,1,0
21,27,110,0,779,494,21,31,8,1,10,14,39,22,-0.381231671554252,0.330788804071247,0.299727520435968,NaN,-0.366666666666668,-0.285714285714286,0.21,0.39,0.08,0.01,0.10,0.14,0.39,0.22,11,0.11,0,0
21,18,111,0,809,502,37,21,0,0,0,0,0,12,-0.381231671554252,-1.95928753180662,0.435967302452316,NaN,-1.36666666666667,-0.857142857142851,0.37,0.26,0.00,0.00,0.00,0.00,0.00,0.12,6,0.06,0,0
25,20,102,0,811,490,17,20,0,29,0,32,2,0,0.205278592375366,-1.45038167938931,-0.790190735694823,NaN,-1.43333333333333,0,0.17,0.25,0.00,0.29,0.00,0.32,0.02,0.00,3,0.03,0,0
20,30,112,0,780,497,29,38,11,4,55,38,27,27,-0.527859237536657,1.0941475826972,0.572207084468665,NaN,-0.4,-0.499999999999996,0.29,0.48,0.11,0.04,0.55,0.38,0.27,0.27,29,0.29,1,0
21,25,115,0,811,479,13,29,0,27,18,20,19,55,-0.381231671554252,-0.178117048346056,0.980926430517712,NaN,-1.43333333333333,0.785714285714288,0.13,0.36,0.00,0.27,0.18,0.20,0.19,0.55,11,0.11,0,0
21,18,98,0,820,515,58,32,9,0,0,45,4,0,-0.381231671554252,-1.95928753180662,-1.33514986376022,NaN,-1.73333333333333,-1.78571428571429,0.58,0.40,0.09,0.00,0.00,0.45,0.04,0.00,5,0.05,0,0
18,29,97,0,798,513,18,21,0,0,35,0,21,0,-0.821114369501466,0.83969465648855,-1.47138964577657,NaN,-1,-1.64285714285714,0.18,0.26,0.00,0.00,0.35,0.00,0.21,0.00,13,0.13,0,0
21,27,114,0,753,485,40,47,39,38,0,23,64,33,-0.381231671554252,0.330788804071247,0.844686648501363,NaN,0.499999999999998,0.357142857142862,0.40,0.59,0.39,0.38,0.00,0.23,0.64,0.33,43,0.43,2,1
35,29,112,0,793,499,38,37,0,8,38,26,0,31,1.67155425219941,0.83969465648855,0.572207084468665,NaN,-0.833333333333333,-0.642857142857142,0.38,0.46,0.00,0.08,0.38,0.26,0.00,0.31,19,0.19,1,0
30,27,100,0,780,475,36,42,2,49,37,17,43,0,0.93841642228739,0.330788804071247,-1.06267029972752,NaN,-0.4,1.07142857142857,0.36,0.53,0.02,0.49,0.37,0.17,0.43,0.00,22,0.22,1,0
14,21,100,0,796,509,28,22,40,8,17,16,0,0,-1.40762463343109,-1.19592875318066,-1.06267029972752,NaN,-0.933333333333334,-1.35714285714285,0.28,0.28,0.40,0.08,0.17,0.16,0.00,0.00,11,0.11,0,0
26,27,112,0,760,485,56,47,18,11,19,11,25,33,0.351906158357771,0.330788804071247,0.572207084468665,NaN,0.266666666666667,0.357142857142862,0.56,0.59,0.18,0.11,0.19,0.11,0.25,0.33,22,0.22,1,0
24,25,101,0,820,499,49,26,0,0,22,27,19,0,0.0586510263929617,-0.178117048346056,-0.926430517711171,NaN,-1.73333333333333,-0.642857142857142,0.49,0.33,0.00,0.00,0.22,0.27,0.19,0.00,13,0.13,0,0
21,18,96,0,820,506,34,16,0,4,0,11,2,0,-0.381231671554252,-1.95928753180662,-1.60762942779292,NaN,-1.73333333333333,-1.14285714285714,0.34,0.20,0.00,0.04,0.00,0.11,0.02,0.00,5,0.05,0,0
19,31,118,0,716,471,18,55,55,28,45,0,51,30,-0.674486803519062,1.34860050890585,1.38964577656676,NaN,1.73333333333333,1.35714285714286,0.18,0.69,0.55,0.28,0.45,0.00,0.51,0.30,68,0.68,3,1
22,24,94,0,760,515,23,24,13,0,15,0,7,0,-0.234604105571848,-0.432569974554707,-1.88010899182561,NaN,0.266666666666667,-1.78571428571429,0.23,0.30,0.13,0.00,0.15,0.00,0.07,0.00,10,0.10,0,0
20,27,103,0,795,485,32,31,0,36,0,28,21,0,-0.527859237536657,0.330788804071247,-0.653950953678474,NaN,-0.900000000000002,0.357142857142862,0.32,0.39,0.00,0.36,0.00,0.28,0.21,0.00,8,0.08,0,0
33,27,111,0,739,506,28,42,37,5,37,50,8,13,1.3782991202346,0.330788804071247,0.435967302452316,NaN,0.966666666666667,-1.14285714285714,0.28,0.53,0.37,0.05,0.37,0.50,0.08,0.13,27,0.27,1,0
28,23,114,0,760,492,47,42,24,17,0,0,43,30,0.64516129032258,-0.687022900763359,0.844686648501363,NaN,0.266666666666667,-0.14285714285714,0.47,0.53,0.24,0.17,0.00,0.00,0.43,0.30,15,0.15,0,0
27,28,106,0,774,485,52,43,24,24,27,22,8,8,0.498533724340176,0.585241730279898,-0.245231607629427,NaN,-0.200000000000002,0.357142857142862,0.52,0.54,0.24,0.24,0.27,0.22,0.08,0.08,17,0.17,1,0
16,29,118,0,753,481,24,44,35,37,11,25,27,58,-1.11436950146628,0.83969465648855,1.38964577656676,NaN,0.499999999999998,0.642857142857148,0.24,0.55,0.35,0.37,0.11,0.25,0.27,0.58,18,0.18,1,0
28,27,97,0,778,512,44,31,11,0,7,51,32,0,0.64516129032258,0.330788804071247,-1.47138964577657,NaN,-0.333333333333335,-1.57142857142857,0.44,0.39,0.11,0.00,0.07,0.51,0.32,0.00,14,0.14,0,0
23,28,98,0,760,488,58,43,6,30,29,0,3,0,-0.087976539589443,0.585241730279898,-1.33514986376022,NaN,0.266666666666667,0.142857142857146,0.58,0.54,0.06,0.30,0.29,0.00,0.03,0.00,17,0.17,1,0
16,21,111,0,808,506,40,23,9,0,0,8,26,34,-1.11436950146628,-1.19592875318066,0.435967302452316,NaN,-1.33333333333333,-1.14285714285714,0.40,0.29,0.09,0.00,0.00,0.08,0.26,0.34,7,0.07,0,0
31,27,109,0,754,515,39,37,6,0,31,43,18,4,1.08504398826979,0.330788804071247,0.163487738419619,NaN,0.466666666666666,-1.78571428571429,0.39,0.46,0.06,0.00,0.31,0.43,0.18,0.04,20,0.20,1,0
21,30,120,0,733,503,28,44,38,0,22,25,15,64,-0.381231671554252,1.0941475826972,1.66212534059946,NaN,1.16666666666667,-0.928571428571428,0.28,0.55,0.38,0.00,0.22,0.25,0.15,0.64,18,0.18,1,0
30,30,102,0,743,485,32,43,16,19,34,0,20,0,0.93841642228739,1.0941475826972,-0.790190735694823,NaN,0.833333333333333,0.357142857142862,0.32,0.54,0.16,0.19,0.34,0.00,0.20,0.00,18,0.18,1,0
33,29,100,0,766,508,39,35,3,0,50,13,15,0,1.3782991202346,0.83969465648855,-1.06267029972752,NaN,0.0666666666666653,-1.28571428571428,0.39,0.44,0.03,0.00,0.50,0.13,0.15,0.00,20,0.20,1,0
27,33,124,0,722,467,41,64,39,64,16,37,64,35,0.498533724340176,1.85750636132316,2.20708446866485,NaN,1.53333333333333,1.64285714285715,0.41,0.80,0.39,0.64,0.16,0.37,0.64,0.35,57,0.57,3,1
16,27,118,0,753,477,34,47,22,38,22,20,22,51,-1.11436950146628,0.330788804071247,1.38964577656676,NaN,0.499999999999998,0.928571428571434,0.34,0.59,0.22,0.38,0.22,0.20,0.22,0.51,26,0.26,1,0
35,30,118,0,745,507,24,43,33,5,38,60,25,35,1.67155425219941,1.0941475826972,1.38964577656676,NaN,0.766666666666665,-1.21428571428571,0.24,0.54,0.33,0.05,0.38,0.60,0.25,0.35,51,0.51,3,1
14,24,112,0,745,485,25,39,28,25,21,0,0,26,-1.40762463343109,-0.432569974554707,0.572207084468665,NaN,0.766666666666665,0.357142857142862,0.25,0.49,0.28,0.25,0.21,0.00,0.00,0.26,16,0.16,1,0
14,31,111,0,760,485,14,38,15,11,18,2,37,32,-1.40762463343109,1.34860050890585,0.435967302452316,NaN,0.266666666666667,0.357142857142862,0.14,0.48,0.15,0.11,0.18,0.02,0.37,0.32,12,0.12,0,0
21,29,117,0,782,503,52,41,20,9,28,18,4,54,-0.381231671554252,0.83969465648855,1.25340599455041,NaN,-0.466666666666669,-0.928571428571428,0.52,0.51,0.20,0.09,0.28,0.18,0.04,0.54,23,0.23,1,0
16,21,99,0,760,503,47,31,19,0,9,0,0,0,-1.11436950146628,-1.19592875318066,-1.19891008174387,NaN,0.266666666666667,-0.928571428571428,0.47,0.39,0.19,0.00,0.09,0.00,0.00,0.00,11,0.11,0,0
22,23,112,0,754,485,41,43,38,29,16,45,0,17,-0.234604105571848,-0.687022900763359,0.572207084468665,NaN,0.466666666666666,0.357142857142862,0.41,0.54,0.38,0.29,0.16,0.45,0.00,0.17,42,0.42,2,1
36,29,116,0,709,512,21,47,46,0,35,64,22,44,1.81818181818182,0.83969465648855,1.11716621253406,NaN,1.96666666666667,-1.57142857142857,0.21,0.59,0.46,0.00,0.35,0.64,0.22,0.44,43,0.43,2,1
9,22,109,0,751,482,41,41,33,39,0,0,25,7,-2.14076246334311,-0.94147582697201,0.163487738419619,NaN,0.566666666666666,0.571428571428572,0.41,0.51,0.33,0.39,0.00,0.00,0.25,0.07,15,0.15,0,0
30,31,101,0,757,478,50,52,35,40,42,43,1,0,0.93841642228739,1.34860050890585,-0.926430517711171,NaN,0.366666666666665,0.857142857142858,0.50,0.65,0.35,0.40,0.42,0.43,0.01,0.00,48,0.48,2,1
21,28,119,0,769,499,6,31,4,12,30,20,3,27,-0.381231671554252,0.585241730279898,1.52588555858311,NaN,-0.0333333333333356,-0.642857142857142,0.06,0.39,0.04,0.12,0.30,0.20,0.03,0.27,14,0.14,0,0
32,27,105,0,742,465,39,49,5,26,13,4,3,2,1.2316715542522,0.330788804071247,-0.381471389645776,NaN,0.866666666666666,1.78571428571429,0.39,0.61,0.05,0.26,0.13,0.04,0.03,0.02,23,0.23,1,0
33,31,112,0,762,478,25,47,17,33,50,47,12,16,1.3782991202346,1.34860050890585,0.572207084468665,NaN,0.199999999999999,0.857142857142858,0.25,0.59,0.17,0.33,0.50,0.47,0.12,0.16,40,0.40,2,1
21,20,97,0,786,499,24,21,4,22,0,12,14,0,-0.381231671554252,-1.45038167938931,-1.47138964577657,NaN,-0.600000000000002,-0.642857142857142,0.24,0.26,0.04,0.22,0.00,0.12,0.14,0.00,5,0.05,0,0
21,22,107,0,751,479,29,40,21,43,5,24,0,18,-0.381231671554252,-0.94147582697201,-0.108991825613079,NaN,0.566666666666666,0.785714285714288,0.29,0.50,0.21,0.43,0.05,0.24,0.00,0.18,15,0.15,0,0
17,30,107,0,739,509,44,44,50,0,49,0,0,30,-0.967741935483871,1.0941475826972,-0.108991825613079,NaN,0.966666666666667,-1.35714285714285,0.44,0.55,0.50,0.00,0.49,0.00,0.00,0.30,22,0.22,1,0
27,23,94,0,747,493,26,35,25,9,1,46,12,0,0.498533724340176,-0.687022900763359,-1.88010899182561,NaN,0.7,-0.21428571428571,0.26,0.44,0.25,0.09,0.01,0.46,0.12,0.00,7,0.07,0,0
24,29,117,0,757,483,16,47,41,27,53,34,0,50,0.0586510263929617,0.83969465648855,1.25340599455041,NaN,0.366666666666665,0.500000000000002,0.16,0.59,0.41,0.27,0.53,0.34,0.00,0.50,44,0.44,2,1
29,28,108,0,820,500,41,30,0,2,33,43,10,25,0.791788856304985,0.585241730279898,0.0272479564032701,NaN,-1.73333333333333,-0.714285714285712,0.41,0.38,0.00,0.02,0.33,0.43,0.10,0.25,16,0.16,1,0
32,28,100,0,774,480,10,34,8,27,37,11,22,0,1.2316715542522,0.585241730279898,-1.06267029972752,NaN,-0.200000000000002,0.714285714285718,0.10,0.43,0.08,0.27,0.37,0.11,0.22,0.00,13,0.13,0,0
28,24,94,0,769,488,52,42,25,49,16,31,12,0,0.64516129032258,-0.432569974554707,-1.88010899182561,NaN,-0.0333333333333356,0.142857142857146,0.52,0.53,0.25,0.49,0.16,0.31,0.12,0.00,15,0.15,0,0
18,32,105,0,760,485,30,42,22,22,28,5,5,0,-0.821114369501466,1.6030534351145,-0.381471389645776,NaN,0.266666666666667,0.357142857142862,0.30,0.53,0.22,0.22,0.28,0.05,0.05,0.00,18,0.18,1,0
22,27,94,0,784,506,51,34,18,12,24,3,33,5,-0.234604105571848,0.330788804071247,-1.88010899182561,NaN,-0.533333333333334,-1.14285714285714,0.51,0.43,0.18,0.12,0.24,0.03,0.33,0.05,17,0.17,1,0
21,27,112,0,819,515,27,22,0,0,14,19,43,16,-0.381231671554252,0.330788804071247,0.572207084468665,NaN,-1.7,-1.78571428571429,0.27,0.28,0.00,0.00,0.14,0.19,0.43,0.16,9,0.09,0,0
33,29,100,0,698,476,35,57,64,24,11,53,26,0,1.3782991202346,0.83969465648855,-1.06267029972752,NaN,2.33333333333333,1,0.35,0.71,0.64,0.24,0.11,0.53,0.26,0.00,47,0.47,2,1
16,21,108,0,753,512,21,25,17,0,0,12,36,6,-1.11436950146628,-1.19592875318066,0.0272479564032701,NaN,0.499999999999998,-1.57142857142857,0.21,0.31,0.17,0.00,0.00,0.12,0.36,0.06,6,0.06,0,0
30,27,118,0,789,478,23,40,7,39,23,36,15,51,0.93841642228739,0.330788804071247,1.38964577656676,NaN,-0.7,0.857142857142858,0.23,0.50,0.07,0.39,0.23,0.36,0.15,0.51,16,0.16,1,0
24,28,102,0,780,503,26,30,8,0,24,9,42,0,0.0586510263929617,0.585241730279898,-0.790190735694823,NaN,-0.4,-0.928571428571428,0.26,0.38,0.08,0.00,0.24,0.09,0.42,0.00,11,0.11,0,0
21,27,99,0,760,485,44,41,17,23,23,7,8,3,-0.381231671554252,0.330788804071247,-1.19891008174387,NaN,0.266666666666667,0.357142857142862,0.44,0.51,0.17,0.23,0.23,0.07,0.08,0.03,22,0.22,1,0
12,20,96,0,820,511,44,16,0,0,0,17,36,0,-1.70087976539589,-1.45038167938931,-1.60762942779292,NaN,-1.73333333333333,-1.5,0.44,0.20,0.00,0.00,0.00,0.17,0.36,0.00,4,0.04,0,0
15,23,123,0,777,510,16,25,18,0,0,25,18,51,-1.26099706744868,-0.687022900763359,2.0708446866485,NaN,-0.3,-1.42857142857142,0.16,0.31,0.18,0.00,0.00,0.25,0.18,0.51,7,0.07,0,0
21,28,111,0,819,509,21,22,0,0,22,43,58,36,-0.381231671554252,0.585241730279898,0.435967302452316,NaN,-1.7,-1.35714285714285,0.21,0.28,0.00,0.00,0.22,0.43,0.58,0.36,11,0.11,0,0
12,28,103,0,718,485,51,52,64,30,44,0,11,6,-1.70087976539589,0.585241730279898,-0.653950953678474,NaN,1.66666666666667,0.357142857142862,0.51,0.65,0.64,0.30,0.44,0.00,0.11,0.06,52,0.52,3,1
16,27,96,0,774,485,29,33,6,20,35,0,31,0,-1.11436950146628,0.330788804071247,-1.60762942779292,NaN,-0.200000000000002,0.357142857142862,0.29,0.41,0.06,0.20,0.35,0.00,0.31,0.00,15,0.15,0,0
31,31,98,0,801,498,19,25,0,3,19,21,18,0,1.08504398826979,1.34860050890585,-1.33514986376022,NaN,-1.1,-0.571428571428572,0.19,0.31,0.00,0.03,0.19,0.21,0.18,0.00,9,0.09,0,0
27,27,95,0,754,484,27,42,28,54,6,47,44,0,0.498533724340176,0.330788804071247,-1.74386920980926,NaN,0.466666666666666,0.428571428571432,0.27,0.53,0.28,0.54,0.06,0.47,0.44,0.00,14,0.14,0,0
25,27,95,0,802,514,28,21,0,0,14,0,36,0,0.205278592375366,0.330788804071247,-1.74386920980926,NaN,-1.13333333333333,-1.71428571428571,0.28,0.26,0.00,0.00,0.14,0.00,0.36,0.00,9,0.09,0,0
27,23,106,0,750,498,39,40,40,30,0,31,48,4,0.498533724340176,-0.687022900763359,-0.245231607629427,NaN,0.599999999999999,-0.571428571428572,0.39,0.50,0.40,0.30,0.00,0.31,0.48,0.04,13,0.13,0,0
30,22,110,0,813,513,29,21,0,0,5,29,20,25,0.93841642228739,-0.94147582697201,0.299727520435968,NaN,-1.5,-1.64285714285714,0.29,0.26,0.00,0.00,0.05,0.29,0.20,0.25,7,0.07,0,0
30,27,101,0,748,500,45,42,36,0,36,33,0,11,0.93841642228739,0.330788804071247,-0.926430517711171,NaN,0.666666666666664,-0.714285714285712,0.45,0.53,0.36,0.00,0.36,0.33,0.00,0.11,35,0.35,2,0
12,30,95,0,748,489,31,42,45,14,37,0,28,0,-1.70087976539589,1.0941475826972,-1.74386920980926,NaN,0.666666666666664,0.0714285714285762,0.31,0.53,0.45,0.14,0.37,0.00,0.28,0.00,47,0.47,2,1
30,27,120,0,725,475,30,50,24,12,0,10,19,25,0.93841642228739,0.330788804071247,1.66212534059946,NaN,1.43333333333333,1.07142857142857,0.30,0.63,0.24,0.12,0.00,0.10,0.19,0.25,19,0.19,1,0
21,27,105,0,726,495,41,49,58,18,32,9,9,30,-0.381231671554252,0.330788804071247,-0.381471389645776,NaN,1.4,-0.357142857142856,0.41,0.61,0.58,0.18,0.32,0.09,0.09,0.30,37,0.37,2,0
17,19,110,0,760,485,49,38,17,31,0,21,0,43,-0.967741935483871,-1.70483460559796,0.299727520435968,NaN,0.266666666666667,0.357142857142862,0.49,0.48,0.17,0.31,0.00,0.21,0.00,0.43,13,0.13,0,0
17,27,107,0,789,483,32,33,5,10,26,7,27,14,-0.967741935483871,0.330788804071247,-0.108991825613079,NaN,-0.7,0.500000000000002,0.32,0.41,0.05,0.10,0.26,0.07,0.27,0.14,16,0.16,1,0
29,27,106,0,760,515,22,31,16,0,33,34,0,16,0.791788856304985,0.330788804071247,-0.245231607629427,NaN,0.266666666666667,-1.78571428571429,0.22,0.39,0.16,0.00,0.33,0.34,0.00,0.16,15,0.15,0,0
24,31,125,0,768,461,29,55,32,64,23,36,64,64,0.0586510263929617,1.34860050890585,2.3433242506812,NaN,0,2.07142857142857,0.29,0.69,0.32,0.64,0.23,0.36,0.64,0.64,29,0.29,1,0
23,31,111,0,724,502,38,50,52,0,56,38,33,17,-0.087976539589443,1.34860050890585,0.435967302452316,NaN,1.46666666666667,-0.857142857142851,0.38,0.63,0.52,0.00,0.56,0.38,0.33,0.17,47,0.47,2,1
21,24,111,0,745,500,48,42,25,7,17,47,0,54,-0.381231671554252,-0.432569974554707,0.435967302452316,NaN,0.766666666666665,-0.714285714285712,0.48,0.53,0.25,0.07,0.17,0.47,0.00,0.54,23,0.23,1,0
29,30,107,0,760,502,27,39,36,7,11,37,54,34,0.791788856304985,1.0941475826972,-0.108991825613079,NaN,0.266666666666667,-0.857142857142851,0.27,0.49,0.36,0.07,0.11,0.37,0.54,0.34,12,0.12,0,0
15,25,102,0,741,485,44,42,32,18,13,0,19,0,-1.26099706744868,-0.178117048346056,-0.790190735694823,NaN,0.899999999999999,0.357142857142862,0.44,0.53,0.32,0.18,0.13,0.00,0.19,0.00,22,0.22,1,0
25,29,114,0,729,481,35,55,61,40,28,56,33,39,0.205278592375366,0.83969465648855,0.844686648501363,NaN,1.3,0.642857142857148,0.35,0.69,0.61,0.40,0.28,0.56,0.33,0.39,49,0.49,2,1
24,27,103,0,753,515,50,34,10,0,16,18,12,10,0.0586510263929617,0.330788804071247,-0.653950953678474,NaN,0.499999999999998,-1.78571428571429,0.50,0.43,0.10,0.00,0.16,0.18,0.12,0.10,17,0.17,1,0
21,21,108,0,820,485,40,30,0,42,5,22,20,56,-0.381231671554252,-1.19592875318066,0.0272479564032701,NaN,-1.73333333333333,0.357142857142862,0.40,0.38,0.00,0.42,0.05,0.22,0.20,0.56,13,0.13,0,0
21,23,116,0,760,515,46,32,10,0,0,8,42,48,-0.381231671554252,-0.687022900763359,1.11716621253406,NaN,0.266666666666667,-1.78571428571429,0.46,0.40,0.10,0.00,0.00,0.08,0.42,0.48,11,0.11,0,0
21,27,109,0,775,504,23,31,21,0,21,0,2,38,-0.381231671554252,0.330788804071247,0.163487738419619,NaN,-0.233333333333334,-0.999999999999998,0.23,0.39,0.21,0.00,0.21,0.00,0.02,0.38,11,0.11,0,0
21,27,107,0,749,485,25,42,33,22,43,9,30,19,-0.381231671554252,0.330788804071247,-0.108991825613079,NaN,0.633333333333332,0.357142857142862,0.25,0.53,0.33,0.22,0.43,0.09,0.30,0.19,42,0.42,2,1
20,27,99,0,730,480,45,49,37,19,26,14,0,0,-0.527859237536657,0.330788804071247,-1.19891008174387,NaN,1.26666666666667,0.714285714285718,0.45,0.61,0.37,0.19,0.26,0.14,0.00,0.00,27,0.27,1,0
27,20,108,0,747,509,25,30,36,0,0,13,15,11,0.498533724340176,-1.45038167938931,0.0272479564032701,NaN,0.7,-1.35714285714285,0.25,0.38,0.36,0.00,0.00,0.13,0.15,0.11,5,0.05,0,0
24,22,106,0,808,501,47,25,0,0,0,28,22,26,0.0586510263929617,-0.94147582697201,-0.245231607629427,NaN,-1.33333333333333,-0.785714285714282,0.47,0.31,0.00,0.00,0.00,0.28,0.22,0.26,5,0.05,0,0
26,25,112,0,738,485,48,47,41,1,4,0,18,17,0.351906158357771,-0.178117048346056,0.572207084468665,NaN,0.999999999999999,0.357142857142862,0.48,0.59,0.41,0.01,0.04,0.00,0.18,0.17,18,0.18,1,0
21,29,106,0,741,475,40,52,52,53,10,60,55,14,-0.381231671554252,0.83969465648855,-0.245231607629427,NaN,0.899999999999999,1.07142857142857,0.40,0.65,0.52,0.53,0.10,0.60,0.55,0.14,44,0.44,2,1
34,27,106,0,820,508,11,20,0,0,19,18,10,9,1.52492668621701,0.330788804071247,-0.245231607629427,NaN,-1.73333333333333,-1.28571428571428,0.11,0.25,0.00,0.00,0.19,0.18,0.10,0.09,10,0.10,0,0
35,28,116,0,818,509,32,30,0,0,48,53,1,43,1.67155425219941,0.585241730279898,1.11716621253406,NaN,-1.66666666666667,-1.35714285714285,0.32,0.38,0.00,0.00,0.48,0.53,0.01,0.43,18,0.18,1,0
36,38,121,0,705,462,11,65,32,36,64,40,64,40,1.81818181818182,3.12977099236641,1.7983651226158,NaN,2.1,2,0.11,0.81,0.32,0.36,0.64,0.40,0.64,0.40,83,0.83,4,1
33,22,115,0,729,486,44,47,38,8,0,60,21,14,1.3782991202346,-0.94147582697201,0.980926430517712,NaN,1.3,0.285714285714286,0.44,0.59,0.38,0.08,0.00,0.60,0.21,0.14,18,0.18,1,0
21,18,95,0,811,500,3,17,27,30,0,20,13,0,-0.381231671554252,-1.95928753180662,-1.74386920980926,NaN,-1.43333333333333,-0.714285714285712,0.03,0.21,0.27,0.30,0.00,0.20,0.13,0.00,1,0.01,0,0
17,28,111,0,787,506,22,29,1,3,40,0,37,10,-0.967741935483871,0.585241730279898,0.435967302452316,NaN,-0.633333333333335,-1.14285714285714,0.22,0.36,0.01,0.03,0.40,0.00,0.37,0.10,15,0.15,0,0
18,24,96,0,742,514,22,28,24,0,6,50,23,0,-0.821114369501466,-0.432569974554707,-1.60762942779292,NaN,0.866666666666666,-1.71428571428571,0.22,0.35,0.24,0.00,0.06,0.50,0.23,0.00,9,0.09,0,0
16,27,109,0,801,485,22,30,9,24,17,3,31,30,-1.11436950146628,0.330788804071247,0.163487738419619,NaN,-1.1,0.357142857142862,0.22,0.38,0.09,0.24,0.17,0.03,0.31,0.30,13,0.13,0,0
