Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Power_Inside,Third_Down_Runs,Hole_Recognition,Blitz_Pickup,Avoid_Drops,Route_Running,Third_Down_Receiving,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Power_InsideZ,Third_Down_RunsZ,Hole_RecognitionZ,Blitz_PickupZ,Avoid_DropsZ,Route_RunningZ,Third_Down_ReceivingZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
26,22,106,19,747,485,35,43,67,42,25,32,70,20,59,24,30,74,74,64,0.71304347826087,0.564102564102564,0.414201183431952,-0.585885486018642,0.552763819095479,-0.512820512820513,0.35,0.54,0.67,0.42,0.25,0.32,0.70,0.20,0.59,0.24,0.30,0.74,0.74,0.64,19,0.19,1,0
24,19,103,17,759,484,13,29,9,66,51,18,57,0,0,62,21,11,27,6,0.365217391304348,-0.205128205128205,-0.177514792899409,-0.85219707057257,-0.050251256281406,-0.384615384615388,0.13,0.36,0.09,0.66,0.51,0.18,0.57,0.00,0.00,0.62,0.21,0.11,0.27,0.06,9,0.09,0,0
27,20,111,26,755,488,24,45,68,9,57,32,39,69,31,13,40,57,74,0,0.886956521739131,0.0512820512820511,1.40039447731755,0.346205059920107,0.150753768844222,-0.897435897435901,0.24,0.56,0.68,0.09,0.57,0.32,0.39,0.69,0.31,0.13,0.40,0.57,0.74,0.00,25,0.25,1,0
20,18,97,18,775,472,45,33,8,15,32,20,38,21,47,44,0,70,14,17,-0.330434782608695,-0.461538461538462,-1.36094674556213,-0.719041278295606,-0.854271356783919,1.15384615384615,0.45,0.41,0.08,0.15,0.32,0.20,0.38,0.21,0.47,0.44,0.00,0.70,0.14,0.17,18,0.18,1,0
36,15,103,18,721,478,58,44,10,3,6,0,21,43,0,36,35,3,1,42,2.45217391304348,-1.23076923076923,-0.177514792899409,-0.719041278295606,1.85929648241206,0.384615384615376,0.58,0.55,0.10,0.03,0.06,0.00,0.21,0.43,0.00,0.36,0.35,0.03,0.01,0.42,13,0.13,0,0
17,20,113,20,716,484,21,44,74,74,12,22,73,18,68,43,0,25,23,22,-0.852173913043478,0.0512820512820511,1.79487179487179,-0.452729693741678,2.11055276381909,-0.384615384615388,0.21,0.55,0.74,0.74,0.12,0.22,0.73,0.18,0.68,0.43,0.00,0.25,0.23,0.22,20,0.20,1,0
14,16,95,20,754,474,32,24,19,30,18,0,0,0,1,3,29,46,64,32,-1.37391304347826,-0.974358974358975,-1.75542406311637,-0.452729693741678,0.201005025125628,0.89743589743589,0.32,0.30,0.19,0.30,0.18,0.00,0.00,0.00,0.01,0.03,0.29,0.46,0.64,0.32,10,0.10,0,0
12,14,109,18,744,473,28,32,60,38,30,0,0,11,0,16,16,0,17,59,-1.72173913043478,-1.48717948717949,1.00591715976331,-0.719041278295606,0.703517587939697,1.02564102564102,0.28,0.40,0.60,0.38,0.30,0.00,0.00,0.11,0.00,0.16,0.16,0.00,0.17,0.59,10,0.10,0,0
23,20,104,25,775,478,28,38,43,50,31,17,7,55,42,9,13,22,7,14,0.191304347826087,0.0512820512820511,0.0197238658777109,0.213049267643143,-0.854271356783919,0.384615384615376,0.28,0.48,0.43,0.50,0.31,0.17,0.07,0.55,0.42,0.09,0.13,0.22,0.07,0.14,16,0.16,1,0
12,14,103,28,776,480,38,32,32,20,16,0,40,14,6,2,64,64,44,67,-1.72173913043478,-1.48717948717949,-0.177514792899409,0.612516644474035,-0.904522613065325,0.128205128205125,0.38,0.40,0.32,0.20,0.16,0.00,0.40,0.14,0.06,0.02,0.64,0.64,0.44,0.67,15,0.15,0,0
24,21,103,29,760,495,38,42,66,24,49,48,38,18,53,17,70,56,39,20,0.365217391304348,0.307692307692308,-0.177514792899409,0.745672436750999,-0.100502512562812,-1.7948717948718,0.38,0.53,0.66,0.24,0.49,0.48,0.38,0.18,0.53,0.17,0.70,0.56,0.39,0.20,22,0.22,1,0
20,21,107,24,737,490,35,44,45,3,39,31,69,31,38,60,19,53,55,74,-0.330434782608695,0.307692307692308,0.611439842209072,0.0798934753661786,1.05527638190955,-1.15384615384616,0.35,0.55,0.45,0.03,0.39,0.31,0.69,0.31,0.38,0.60,0.19,0.53,0.55,0.74,24,0.24,1,0
26,24,100,30,733,479,50,44,0,0,0,40,45,9,22,19,13,54,26,34,0.71304347826087,1.07692307692308,-0.76923076923077,0.878828229027963,1.25628140703518,0.256410256410251,0.50,0.55,0.00,0.00,0.00,0.40,0.45,0.09,0.22,0.19,0.13,0.54,0.26,0.34,18,0.18,1,0
21,21,105,13,759,484,40,38,47,34,18,37,8,48,4,49,0,37,62,55,-0.156521739130435,0.307692307692308,0.216962524654831,-1.38482023968043,-0.050251256281406,-0.384615384615388,0.40,0.48,0.47,0.34,0.18,0.37,0.08,0.48,0.04,0.49,0.00,0.37,0.62,0.55,21,0.21,1,0
27,15,110,27,754,486,26,42,64,0,22,0,41,0,19,72,47,47,45,45,0.886956521739131,-1.23076923076923,1.20315581854043,0.479360852197071,0.201005025125628,-0.64102564102565,0.26,0.53,0.64,0.00,0.22,0.00,0.41,0.00,0.19,0.72,0.47,0.47,0.45,0.45,14,0.14,0,0
26,14,101,25,770,477,44,37,29,32,22,0,27,0,28,28,38,18,17,3,0.71304347826087,-1.48717948717949,-0.57199211045365,0.213049267643143,-0.603015075376885,0.512820512820513,0.44,0.46,0.29,0.32,0.22,0.00,0.27,0.00,0.28,0.28,0.38,0.18,0.17,0.03,15,0.15,0,0
26,23,107,22,760,477,29,44,37,3,46,55,0,32,28,11,27,9,30,7,0.71304347826087,0.82051282051282,0.611439842209072,-0.186418109187749,-0.100502512562812,0.512820512820513,0.29,0.55,0.37,0.03,0.46,0.55,0.00,0.32,0.28,0.11,0.27,0.09,0.30,0.07,33,0.33,2,0
22,17,105,18,752,479,19,32,32,14,0,19,51,5,6,22,18,15,59,0,0.0173913043478263,-0.717948717948718,0.216962524654831,-0.719041278295606,0.301507537688445,0.256410256410251,0.19,0.40,0.32,0.14,0.00,0.19,0.51,0.05,0.06,0.22,0.18,0.15,0.59,0.00,13,0.13,0,0
24,23,105,26,760,477,50,48,39,40,7,37,74,0,56,35,0,41,35,74,0.365217391304348,0.82051282051282,0.216962524654831,0.346205059920107,-0.100502512562812,0.512820512820513,0.50,0.60,0.39,0.40,0.07,0.37,0.74,0.00,0.56,0.35,0.00,0.41,0.35,0.74,28,0.28,1,0
16,15,97,26,776,478,27,27,4,38,7,8,29,12,45,0,52,39,39,25,-1.02608695652174,-1.23076923076923,-1.36094674556213,0.346205059920107,-0.904522613065325,0.384615384615376,0.27,0.34,0.04,0.38,0.07,0.08,0.29,0.12,0.45,0.00,0.52,0.39,0.39,0.25,9,0.09,0,0
29,25,107,21,781,478,34,43,55,0,0,61,27,3,22,30,1,3,9,0,1.23478260869565,1.33333333333333,0.611439842209072,-0.319573901464714,-1.15577889447236,0.384615384615376,0.34,0.54,0.55,0.00,0.00,0.61,0.27,0.03,0.22,0.30,0.01,0.03,0.09,0.00,45,0.45,2,1
24,22,95,20,756,489,51,34,14,3,18,59,0,4,0,18,0,0,28,0,0.365217391304348,0.564102564102564,-1.75542406311637,-0.452729693741678,0.100502512562816,-1.02564102564103,0.51,0.43,0.14,0.03,0.18,0.59,0.00,0.04,0.00,0.18,0.00,0.00,0.28,0.00,15,0.15,0,0
29,16,106,25,749,485,47,39,33,0,0,0,0,0,0,40,20,19,0,6,1.23478260869565,-0.974358974358975,0.414201183431952,0.213049267643143,0.452261306532663,-0.512820512820513,0.47,0.49,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.20,0.19,0.00,0.06,11,0.11,0,0
27,14,102,21,760,483,23,32,0,13,18,0,56,14,0,74,74,74,14,48,0.886956521739131,-1.48717948717949,-0.37475345167653,-0.319573901464714,-0.100502512562812,-0.256410256410262,0.23,0.40,0.00,0.13,0.18,0.00,0.56,0.14,0.00,0.74,0.74,0.74,0.14,0.48,7,0.07,0,0
20,14,107,24,760,483,17,33,19,16,5,3,20,0,9,3,39,0,41,10,-0.330434782608695,-1.48717948717949,0.611439842209072,0.0798934753661786,-0.100502512562812,-0.256410256410262,0.17,0.41,0.19,0.16,0.05,0.03,0.20,0.00,0.09,0.03,0.39,0.00,0.41,0.10,10,0.10,0,0
18,26,104,17,742,485,49,39,0,0,34,67,35,3,0,0,8,0,26,13,-0.678260869565217,1.58974358974359,0.0197238658777109,-0.85219707057257,0.804020100502513,-0.512820512820513,0.49,0.49,0.00,0.00,0.34,0.67,0.35,0.03,0.00,0.00,0.08,0.00,0.26,0.13,17,0.17,1,0
21,20,100,16,763,479,39,34,0,17,0,16,48,30,41,12,0,0,66,31,-0.156521739130435,0.0512820512820511,-0.76923076923077,-0.985352862849534,-0.251256281407034,0.256410256410251,0.39,0.43,0.00,0.17,0.00,0.16,0.48,0.30,0.41,0.12,0.00,0.00,0.66,0.31,13,0.13,0,0
17,17,107,13,726,482,32,34,0,25,0,6,35,36,0,42,7,40,59,11,-0.852173913043478,-0.717948717948718,0.611439842209072,-1.38482023968043,1.60804020100503,-0.128205128205137,0.32,0.43,0.00,0.25,0.00,0.06,0.35,0.36,0.00,0.42,0.07,0.40,0.59,0.11,14,0.14,0,0
24,16,102,13,741,483,29,29,0,33,60,0,17,38,0,0,21,13,19,54,0.365217391304348,-0.974358974358975,-0.37475345167653,-1.38482023968043,0.854271356783919,-0.256410256410262,0.29,0.36,0.00,0.33,0.60,0.00,0.17,0.38,0.00,0.00,0.21,0.13,0.19,0.54,11,0.11,0,0
20,22,107,27,760,482,15,38,29,0,10,34,17,18,27,12,32,52,61,54,-0.330434782608695,0.564102564102564,0.611439842209072,0.479360852197071,-0.100502512562812,-0.128205128205137,0.15,0.48,0.29,0.00,0.10,0.34,0.17,0.18,0.27,0.12,0.32,0.52,0.61,0.54,15,0.15,0,0
20,14,101,25,798,487,36,29,26,19,31,1,0,11,12,44,8,14,0,40,-0.330434782608695,-1.48717948717949,-0.57199211045365,0.213049267643143,-2.01005025125628,-0.769230769230776,0.36,0.36,0.26,0.19,0.31,0.01,0.00,0.11,0.12,0.44,0.08,0.14,0.00,0.40,15,0.15,0,0
10,18,100,25,798,491,20,22,4,6,10,22,7,0,16,26,35,8,42,40,-2.0695652173913,-0.461538461538462,-0.76923076923077,0.213049267643143,-2.01005025125628,-1.28205128205129,0.20,0.28,0.04,0.06,0.10,0.22,0.07,0.00,0.16,0.26,0.35,0.08,0.42,0.40,10,0.10,0,0
10,17,106,28,807,473,22,27,33,2,42,0,0,5,8,2,26,14,8,10,-2.0695652173913,-0.717948717948718,0.414201183431952,0.612516644474035,-2.46231155778895,1.02564102564102,0.22,0.34,0.33,0.02,0.42,0.00,0.00,0.05,0.08,0.02,0.26,0.14,0.08,0.10,11,0.11,0,0
16,19,101,30,742,481,16,29,1,19,4,6,3,0,25,44,35,19,23,11,-1.02608695652174,-0.205128205128205,-0.57199211045365,0.878828229027963,0.804020100502513,0,0.16,0.36,0.01,0.19,0.04,0.06,0.03,0.00,0.25,0.44,0.35,0.19,0.23,0.11,9,0.09,0,0
32,26,103,25,727,478,45,47,0,22,0,27,0,29,27,41,1,6,49,0,1.75652173913044,1.58974358974359,-0.177514792899409,0.213049267643143,1.55778894472362,0.384615384615376,0.45,0.59,0.00,0.22,0.00,0.27,0.00,0.29,0.27,0.41,0.01,0.06,0.49,0.00,24,0.24,1,0
30,14,106,18,743,475,26,34,23,5,42,0,2,14,17,30,0,0,27,18,1.40869565217391,-1.48717948717949,0.414201183431952,-0.719041278295606,0.753768844221107,0.769230769230764,0.26,0.43,0.23,0.05,0.42,0.00,0.02,0.14,0.17,0.30,0.00,0.00,0.27,0.18,9,0.09,0,0
18,20,102,18,733,476,31,38,0,65,11,15,41,50,11,48,42,16,1,42,-0.678260869565217,0.0512820512820511,-0.37475345167653,-0.719041278295606,1.25628140703518,0.641025641025639,0.31,0.48,0.00,0.65,0.11,0.15,0.41,0.50,0.11,0.48,0.42,0.16,0.01,0.42,15,0.15,0,0
25,20,105,25,741,482,34,43,14,21,21,14,4,29,3,23,46,54,39,37,0.539130434782609,0.0512820512820511,0.216962524654831,0.213049267643143,0.854271356783919,-0.128205128205137,0.34,0.54,0.14,0.21,0.21,0.14,0.04,0.29,0.03,0.23,0.46,0.54,0.39,0.37,13,0.13,0,0
30,15,96,16,760,485,57,33,0,46,39,0,26,41,2,51,17,35,15,0,1.40869565217391,-1.23076923076923,-1.55818540433925,-0.985352862849534,-0.100502512562812,-0.512820512820513,0.57,0.41,0.00,0.46,0.39,0.00,0.26,0.41,0.02,0.51,0.17,0.35,0.15,0.00,16,0.16,1,0
31,24,107,25,763,483,15,43,41,39,0,58,27,34,15,21,41,0,42,30,1.58260869565217,1.07692307692308,0.611439842209072,0.213049267643143,-0.251256281407034,-0.256410256410262,0.15,0.54,0.41,0.39,0.00,0.58,0.27,0.34,0.15,0.21,0.41,0.00,0.42,0.30,20,0.20,1,0
16,15,92,25,793,493,47,29,17,46,21,4,46,3,11,54,57,27,7,0,-1.02608695652174,-1.23076923076923,-2.34714003944773,0.213049267643143,-1.75879396984924,-1.53846153846154,0.47,0.36,0.17,0.46,0.21,0.04,0.46,0.03,0.11,0.54,0.57,0.27,0.07,0.00,11,0.11,0,0
21,15,90,27,764,484,14,23,0,15,10,6,0,2,29,28,8,11,29,0,-0.156521739130435,-1.23076923076923,-2.74161735700197,0.479360852197071,-0.30150753768844,-0.384615384615388,0.14,0.29,0.00,0.15,0.10,0.06,0.00,0.02,0.29,0.28,0.08,0.11,0.29,0.00,8,0.08,0,0
20,16,102,24,760,494,38,34,12,36,25,10,29,0,60,29,13,18,24,22,-0.330434782608695,-0.974358974358975,-0.37475345167653,0.0798934753661786,-0.100502512562812,-1.66666666666668,0.38,0.43,0.12,0.36,0.25,0.10,0.29,0.00,0.60,0.29,0.13,0.18,0.24,0.22,16,0.16,1,0
14,23,100,18,759,490,32,29,0,27,0,26,48,5,0,6,13,32,55,20,-1.37391304347826,0.82051282051282,-0.76923076923077,-0.719041278295606,-0.050251256281406,-1.15384615384616,0.32,0.36,0.00,0.27,0.00,0.26,0.48,0.05,0.00,0.06,0.13,0.32,0.55,0.20,12,0.12,0,0
20,20,106,24,799,495,49,40,38,34,40,27,16,11,39,10,15,18,26,30,-0.330434782608695,0.0512820512820511,0.414201183431952,0.0798934753661786,-2.06030150753769,-1.7948717948718,0.49,0.50,0.38,0.34,0.40,0.27,0.16,0.11,0.39,0.10,0.15,0.18,0.26,0.30,39,0.39,2,0
16,20,107,23,755,494,51,39,39,11,0,20,34,0,20,23,0,33,0,27,-1.02608695652174,0.0512820512820511,0.611439842209072,-0.0532623169107854,0.150753768844222,-1.66666666666668,0.51,0.49,0.39,0.11,0.00,0.20,0.34,0.00,0.20,0.23,0.00,0.33,0.00,0.27,19,0.19,1,0
20,15,99,22,760,486,61,38,22,32,17,0,20,1,30,60,15,10,11,36,-0.330434782608695,-1.23076923076923,-0.966469428007891,-0.186418109187749,-0.100502512562812,-0.64102564102565,0.61,0.48,0.22,0.32,0.17,0.00,0.20,0.01,0.30,0.60,0.15,0.10,0.11,0.36,20,0.20,1,0
20,17,95,23,759,478,32,29,0,25,0,16,1,35,39,0,12,14,38,1,-0.330434782608695,-0.717948717948718,-1.75542406311637,-0.0532623169107854,-0.050251256281406,0.384615384615376,0.32,0.36,0.00,0.25,0.00,0.16,0.01,0.35,0.39,0.00,0.12,0.14,0.38,0.01,14,0.14,0,0
15,21,106,25,745,488,30,38,22,59,51,16,44,12,13,24,19,15,20,46,-1.2,0.307692307692308,0.414201183431952,0.213049267643143,0.653266331658291,-0.897435897435901,0.30,0.48,0.22,0.59,0.51,0.16,0.44,0.12,0.13,0.24,0.19,0.15,0.20,0.46,21,0.21,1,0
20,15,105,25,756,485,47,40,31,42,10,0,33,28,20,17,34,27,25,10,-0.330434782608695,-1.23076923076923,0.216962524654831,0.213049267643143,0.100502512562816,-0.512820512820513,0.47,0.50,0.31,0.42,0.10,0.00,0.33,0.28,0.20,0.17,0.34,0.27,0.25,0.10,19,0.19,1,0
27,14,106,20,780,489,20,33,62,45,31,0,0,39,25,6,0,7,29,31,0.886956521739131,-1.48717948717949,0.414201183431952,-0.452729693741678,-1.10552763819095,-1.02564102564103,0.20,0.41,0.62,0.45,0.31,0.00,0.00,0.39,0.25,0.06,0.00,0.07,0.29,0.31,9,0.09,0,0
20,14,94,14,778,478,29,26,40,46,0,0,42,57,19,37,41,24,59,55,-0.330434782608695,-1.48717948717949,-1.95266272189349,-1.25166444740346,-1.00502512562814,0.384615384615376,0.29,0.33,0.40,0.46,0.00,0.00,0.42,0.57,0.19,0.37,0.41,0.24,0.59,0.55,16,0.16,1,0
17,20,108,13,733,479,47,38,30,16,2,11,26,0,0,0,4,8,67,0,-0.852173913043478,0.0512820512820511,0.808678500986192,-1.38482023968043,1.25628140703518,0.256410256410251,0.47,0.48,0.30,0.16,0.02,0.11,0.26,0.00,0.00,0.00,0.04,0.08,0.67,0.00,15,0.15,0,0
19,17,114,33,734,482,26,45,55,13,6,0,30,27,0,39,48,20,37,28,-0.504347826086956,-0.717948717948718,1.99211045364891,1.27829560585886,1.20603015075377,-0.128205128205137,0.26,0.56,0.55,0.13,0.06,0.00,0.30,0.27,0.00,0.39,0.48,0.20,0.37,0.28,21,0.21,1,0
24,15,103,23,760,483,40,34,0,42,16,0,24,0,12,29,33,27,9,31,0.365217391304348,-1.23076923076923,-0.177514792899409,-0.0532623169107854,-0.100502512562812,-0.256410256410262,0.40,0.43,0.00,0.42,0.16,0.00,0.24,0.00,0.12,0.29,0.33,0.27,0.09,0.31,13,0.13,0,0
23,14,109,28,750,481,32,38,25,0,14,0,5,0,23,0,42,0,0,12,0.191304347826087,-1.48717948717949,1.00591715976331,0.612516644474035,0.402010050251257,0,0.32,0.48,0.25,0.00,0.14,0.00,0.05,0.00,0.23,0.00,0.42,0.00,0.00,0.12,8,0.08,0,0
25,19,102,30,778,478,50,42,25,4,26,19,23,0,32,3,32,29,33,50,0.539130434782609,-0.205128205128205,-0.37475345167653,0.878828229027963,-1.00502512562814,0.384615384615376,0.50,0.53,0.25,0.04,0.26,0.19,0.23,0.00,0.32,0.03,0.32,0.29,0.33,0.50,37,0.37,2,0
20,17,94,22,760,478,21,28,21,55,0,17,0,15,50,10,12,51,0,28,-0.330434782608695,-0.717948717948718,-1.95266272189349,-0.186418109187749,-0.100502512562812,0.384615384615376,0.21,0.35,0.21,0.55,0.00,0.17,0.00,0.15,0.50,0.10,0.12,0.51,0.00,0.28,12,0.12,0,0
33,15,108,24,739,478,39,44,47,34,13,0,31,2,9,26,40,46,7,45,1.9304347826087,-1.23076923076923,0.808678500986192,0.0798934753661786,0.954773869346736,0.384615384615376,0.39,0.55,0.47,0.34,0.13,0.00,0.31,0.02,0.09,0.26,0.40,0.46,0.07,0.45,12,0.12,0,0
30,18,107,38,745,474,23,44,34,29,21,7,37,4,47,46,67,38,0,47,1.40869565217391,-0.461538461538462,0.611439842209072,1.94407456724368,0.653266331658291,0.89743589743589,0.23,0.55,0.34,0.29,0.21,0.07,0.37,0.04,0.47,0.46,0.67,0.38,0.00,0.47,15,0.15,0,0
17,18,105,23,763,484,48,39,66,2,0,4,0,0,44,0,30,39,36,4,-0.852173913043478,-0.461538461538462,0.216962524654831,-0.0532623169107854,-0.251256281407034,-0.384615384615388,0.48,0.49,0.66,0.02,0.00,0.04,0.00,0.00,0.44,0.00,0.30,0.39,0.36,0.04,18,0.18,1,0
21,22,97,20,760,493,41,31,0,3,0,46,13,0,12,31,13,50,20,7,-0.156521739130435,0.564102564102564,-1.36094674556213,-0.452729693741678,-0.100502512562812,-1.53846153846154,0.41,0.39,0.00,0.03,0.00,0.46,0.13,0.00,0.12,0.31,0.13,0.50,0.20,0.07,15,0.15,0,0
13,22,106,19,748,475,26,34,29,24,0,38,42,9,16,42,16,0,13,10,-1.54782608695652,0.564102564102564,0.414201183431952,-0.585885486018642,0.502512562814069,0.769230769230764,0.26,0.43,0.29,0.24,0.00,0.38,0.42,0.09,0.16,0.42,0.16,0.00,0.13,0.10,15,0.15,0,0
17,21,102,26,772,488,40,37,29,29,52,34,0,7,8,0,45,0,44,57,-0.852173913043478,0.307692307692308,-0.37475345167653,0.346205059920107,-0.703517587939697,-0.897435897435901,0.40,0.46,0.29,0.29,0.52,0.34,0.00,0.07,0.08,0.00,0.45,0.00,0.44,0.57,16,0.16,1,0
25,24,99,35,760,486,49,43,0,46,1,49,33,25,30,27,64,38,12,0,0.539130434782609,1.07692307692308,-0.966469428007891,1.54460719041278,-0.100502512562812,-0.64102564102565,0.49,0.54,0.00,0.46,0.01,0.49,0.33,0.25,0.30,0.27,0.64,0.38,0.12,0.00,26,0.26,1,0
14,14,102,30,742,485,35,32,7,15,40,0,55,0,51,0,22,33,0,22,-1.37391304347826,-1.48717948717949,-0.37475345167653,0.878828229027963,0.804020100502513,-0.512820512820513,0.35,0.40,0.07,0.15,0.40,0.00,0.55,0.00,0.51,0.00,0.22,0.33,0.00,0.22,11,0.11,0,0
26,14,110,35,747,488,41,47,42,31,15,0,0,35,65,33,47,42,8,48,0.71304347826087,-1.48717948717949,1.20315581854043,1.54460719041278,0.552763819095479,-0.897435897435901,0.41,0.59,0.42,0.31,0.15,0.00,0.00,0.35,0.65,0.33,0.47,0.42,0.08,0.48,26,0.26,1,0
26,26,97,31,769,487,32,38,0,0,59,65,13,36,39,55,56,0,65,13,0.71304347826087,1.58974358974359,-1.36094674556213,1.01198402130493,-0.552763819095479,-0.769230769230776,0.32,0.48,0.00,0.00,0.59,0.65,0.13,0.36,0.39,0.55,0.56,0.00,0.65,0.13,24,0.24,1,0
27,23,97,26,782,489,31,33,0,42,28,40,6,27,25,0,12,0,1,1,0.886956521739131,0.82051282051282,-1.36094674556213,0.346205059920107,-1.20603015075377,-1.02564102564103,0.31,0.41,0.00,0.42,0.28,0.40,0.06,0.27,0.25,0.00,0.12,0.00,0.01,0.01,16,0.16,1,0
19,23,107,24,742,484,24,42,19,46,17,37,65,24,33,47,43,36,54,41,-0.504347826086956,0.82051282051282,0.611439842209072,0.0798934753661786,0.804020100502513,-0.384615384615388,0.24,0.53,0.19,0.46,0.17,0.37,0.65,0.24,0.33,0.47,0.43,0.36,0.54,0.41,23,0.23,1,0
20,23,113,36,740,477,41,55,65,11,33,55,40,39,41,48,65,12,61,36,-0.330434782608695,0.82051282051282,1.79487179487179,1.67776298268975,0.904522613065325,0.512820512820513,0.41,0.69,0.65,0.11,0.33,0.55,0.40,0.39,0.41,0.48,0.65,0.12,0.61,0.36,67,0.67,3,1
20,21,107,25,747,487,47,44,24,10,0,28,16,23,10,0,27,17,44,19,-0.330434782608695,0.307692307692308,0.611439842209072,0.213049267643143,0.552763819095479,-0.769230769230776,0.47,0.55,0.24,0.10,0.00,0.28,0.16,0.23,0.10,0.00,0.27,0.17,0.44,0.19,20,0.20,1,0
20,20,107,23,760,478,47,42,0,0,27,35,35,4,14,26,22,9,0,4,-0.330434782608695,0.0512820512820511,0.611439842209072,-0.0532623169107854,-0.100502512562812,0.384615384615376,0.47,0.53,0.00,0.00,0.27,0.35,0.35,0.04,0.14,0.26,0.22,0.09,0.00,0.04,16,0.16,1,0
34,18,102,20,774,490,38,34,0,0,34,6,25,30,0,7,0,36,25,5,2.10434782608696,-0.461538461538462,-0.37475345167653,-0.452729693741678,-0.804020100502513,-1.15384615384616,0.38,0.43,0.00,0.00,0.34,0.06,0.25,0.30,0.00,0.07,0.00,0.36,0.25,0.05,12,0.12,0,0
14,15,104,10,767,488,48,27,10,34,0,0,21,0,0,0,7,17,0,0,-1.37391304347826,-1.23076923076923,0.0197238658777109,-1.78428761651132,-0.452261306532663,-0.897435897435901,0.48,0.34,0.10,0.34,0.00,0.00,0.21,0.00,0.00,0.00,0.07,0.17,0.00,0.00,7,0.07,0,0
23,17,97,27,772,485,25,29,16,46,8,14,0,4,31,0,39,54,31,0,0.191304347826087,-0.717948717948718,-1.36094674556213,0.479360852197071,-0.703517587939697,-0.512820512820513,0.25,0.36,0.16,0.46,0.08,0.14,0.00,0.04,0.31,0.00,0.39,0.54,0.31,0.00,12,0.12,0,0
12,15,108,15,747,486,30,33,44,59,20,0,24,50,32,34,19,0,0,15,-1.72173913043478,-1.23076923076923,0.808678500986192,-1.1185086551265,0.552763819095479,-0.64102564102565,0.30,0.41,0.44,0.59,0.20,0.00,0.24,0.50,0.32,0.34,0.19,0.00,0.00,0.15,15,0.15,0,0
31,14,104,16,781,494,29,31,37,35,40,0,0,26,15,0,0,52,15,7,1.58260869565217,-1.48717948717949,0.0197238658777109,-0.985352862849534,-1.15577889447236,-1.66666666666668,0.29,0.39,0.37,0.35,0.40,0.00,0.00,0.26,0.15,0.00,0.00,0.52,0.15,0.07,13,0.13,0,0
13,21,95,29,760,478,32,32,0,9,0,52,21,7,40,48,35,16,64,35,-1.54782608695652,0.307692307692308,-1.75542406311637,0.745672436750999,-0.100502512562812,0.384615384615376,0.32,0.40,0.00,0.09,0.00,0.52,0.21,0.07,0.40,0.48,0.35,0.16,0.64,0.35,21,0.21,1,0
20,17,110,17,726,471,44,44,41,35,10,1,39,24,12,49,7,48,25,0,-0.330434782608695,-0.717948717948718,1.20315581854043,-0.85219707057257,1.60804020100503,1.28205128205128,0.44,0.55,0.41,0.35,0.10,0.01,0.39,0.24,0.12,0.49,0.07,0.48,0.25,0.00,17,0.17,1,0
29,22,102,8,763,486,38,33,12,0,29,38,24,12,0,7,0,15,26,0,1.23478260869565,0.564102564102564,-0.37475345167653,-2.05059920106525,-0.251256281407034,-0.64102564102565,0.38,0.41,0.12,0.00,0.29,0.38,0.24,0.12,0.00,0.07,0.00,0.15,0.26,0.00,17,0.17,1,0
32,21,105,26,764,482,47,45,27,21,7,18,12,23,0,25,35,49,49,12,1.75652173913044,0.307692307692308,0.216962524654831,0.346205059920107,-0.30150753768844,-0.128205128205137,0.47,0.56,0.27,0.21,0.07,0.18,0.12,0.23,0.00,0.25,0.35,0.49,0.49,0.12,38,0.38,2,0
15,14,101,27,777,477,25,26,0,22,34,0,0,5,34,20,3,0,0,0,-1.2,-1.48717948717949,-0.57199211045365,0.479360852197071,-0.954773869346731,0.512820512820513,0.25,0.33,0.00,0.22,0.34,0.00,0.00,0.05,0.34,0.20,0.03,0.00,0.00,0.00,9,0.09,0,0
20,23,105,37,751,486,14,39,17,14,0,39,21,31,51,3,64,12,29,23,-0.330434782608695,0.82051282051282,0.216962524654831,1.81091877496671,0.351758793969851,-0.64102564102565,0.14,0.49,0.17,0.14,0.00,0.39,0.21,0.31,0.51,0.03,0.64,0.12,0.29,0.23,17,0.17,1,0
12,33,113,22,728,480,30,43,3,0,29,62,45,0,1,19,10,59,14,0,-1.72173913043478,3.38461538461538,1.79487179487179,-0.186418109187749,1.50753768844221,0.128205128205125,0.30,0.54,0.03,0.00,0.29,0.62,0.45,0.00,0.01,0.19,0.10,0.59,0.14,0.00,15,0.15,0,0
26,26,108,23,765,487,49,49,50,7,8,65,1,27,11,0,43,56,46,37,0.71304347826087,1.58974358974359,0.808678500986192,-0.0532623169107854,-0.351758793969851,-0.769230769230776,0.49,0.61,0.50,0.07,0.08,0.65,0.01,0.27,0.11,0.00,0.43,0.56,0.46,0.37,34,0.34,2,0
