Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Big_Play_Receiving,Courage,Adjust_to_Ball,Endurance,Special_Teams,Long_Snapping,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Big_Play_ReceivingZ,CourageZ,Adjust_to_BallZ,EnduranceZ,Special_TeamsZ,Long_SnappingZ,PeakCur,PeakCurZ,Ability,Draftable
23,24,105,11,768,494,52,40,26,0,33,0,24,35,50,0,18,4,21,13,0,-0.0440528634361235,0.829383886255924,0.298953662182362,-1.61290322580645,0.75418994413408,-1.03092783505155,0.52,0.50,0.26,0.00,0.33,0.00,0.24,0.35,0.50,0.00,0.18,0.04,0.21,0.13,0.00,22,0.22,1,0
38,25,103,37,780,496,48,44,6,25,36,15,18,61,31,0,43,36,26,10,0,2.15859030837004,1.06635071090047,0,0.853889943074004,0.418994413407822,-1.23711340206186,0.48,0.55,0.06,0.25,0.36,0.15,0.18,0.61,0.31,0.00,0.43,0.36,0.26,0.10,0.00,33,0.33,2,0
14,15,93,8,850,500,21,19,0,0,0,0,0,0,0,0,0,0,0,0,34,-1.36563876651982,-1.30331753554502,-1.49476831091181,-1.89753320683112,-1.53631284916201,-1.64948453608248,0.21,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,8,0.08,0,0
20,19,103,33,787,478,54,38,18,30,11,9,18,0,20,21,0,13,0,0,0,-0.484581497797357,-0.355450236966825,0,0.47438330170778,0.223463687150838,0.618556701030924,0.54,0.48,0.18,0.30,0.11,0.09,0.18,0.00,0.20,0.21,0.00,0.13,0.00,0.00,0.00,16,0.16,1,0
28,15,90,9,850,495,37,19,0,0,0,0,0,0,0,0,0,0,0,0,71,0.690161527165932,-1.30331753554502,-1.94319880418535,-1.80265654648956,-1.53631284916201,-1.1340206185567,0.37,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,19,0.19,1,0
21,30,113,34,755,468,45,54,36,37,65,0,42,39,18,37,20,44,24,0,0,-0.337738619676946,2.25118483412322,1.49476831091181,0.569259962049336,1.11731843575419,1.64948453608248,0.45,0.68,0.36,0.37,0.65,0.00,0.42,0.39,0.18,0.37,0.20,0.44,0.24,0.00,0.00,41,0.41,2,1
17,32,110,45,775,470,46,55,33,66,71,71,25,29,71,52,64,44,65,46,0,-0.925110132158591,2.72511848341232,1.04633781763827,1.61290322580645,0.558659217877095,1.44329896907216,0.46,0.69,0.33,0.66,0.71,0.71,0.25,0.29,0.71,0.52,0.64,0.44,0.65,0.46,0.00,63,0.63,3,1
35,21,108,8,848,485,27,34,13,51,12,0,0,44,24,18,0,0,0,34,0,1.71806167400881,0.118483412322275,0.747384155455904,-1.89753320683112,-1.4804469273743,-0.103092783505152,0.27,0.43,0.13,0.51,0.12,0.00,0.00,0.44,0.24,0.18,0.00,0.00,0.00,0.34,0.00,14,0.14,0,0
21,24,102,16,833,499,42,32,34,30,49,0,11,42,4,0,1,21,0,19,0,-0.337738619676946,0.829383886255924,-0.149476831091181,-1.13851992409867,-1.06145251396648,-1.54639175257732,0.42,0.40,0.34,0.30,0.49,0.00,0.11,0.42,0.04,0.00,0.01,0.21,0.00,0.19,0.00,14,0.14,0,0
29,17,99,29,802,485,26,32,53,10,0,38,13,29,0,14,65,0,30,10,0,0.837004405286344,-0.829383886255924,-0.597907324364723,0.094876660341556,-0.195530726256982,-0.103092783505152,0.26,0.40,0.53,0.10,0.00,0.38,0.13,0.29,0.00,0.14,0.65,0.00,0.30,0.10,0.00,12,0.12,0,0
18,16,92,13,839,497,40,18,0,0,0,0,0,0,0,0,0,0,0,0,47,-0.778267254038179,-1.06635071090047,-1.64424514200299,-1.42314990512334,-1.22905027932961,-1.34020618556701,0.40,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,11,0.11,0,0
16,18,96,38,787,489,46,27,0,0,4,19,6,0,14,8,18,19,1,0,0,-1.071953010279,-0.592417061611374,-1.04633781763827,0.94876660341556,0.223463687150838,-0.515463917525771,0.46,0.34,0.00,0.00,0.04,0.19,0.06,0.00,0.14,0.08,0.18,0.19,0.01,0.00,0.00,10,0.10,0,0
29,30,111,21,775,483,32,47,45,45,52,22,44,62,26,8,49,0,50,29,0,0.837004405286344,2.25118483412322,1.19581464872945,-0.664136622390892,0.558659217877095,0.103092783505152,0.32,0.59,0.45,0.45,0.52,0.22,0.44,0.62,0.26,0.08,0.49,0.00,0.50,0.29,0.00,34,0.34,2,0
14,15,93,10,844,500,61,20,0,0,0,0,0,0,0,0,0,0,0,0,71,-1.36563876651982,-1.30331753554502,-1.49476831091181,-1.70777988614801,-1.36871508379888,-1.64948453608248,0.61,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,20,0.20,1,0
14,15,91,9,848,500,39,14,0,0,0,0,0,0,0,0,0,0,0,0,71,-1.36563876651982,-1.30331753554502,-1.79372197309417,-1.80265654648956,-1.4804469273743,-1.64948453608248,0.39,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,22,0.22,1,0
21,15,99,32,773,478,22,28,17,47,3,33,43,2,37,12,2,26,0,0,0,-0.337738619676946,-1.30331753554502,-0.597907324364723,0.379506641366224,0.614525139664804,0.618556701030924,0.22,0.35,0.17,0.47,0.03,0.33,0.43,0.02,0.37,0.12,0.02,0.26,0.00,0.00,0.00,11,0.11,0,0
21,15,91,34,763,478,38,31,19,2,0,12,48,11,0,20,17,22,34,29,0,-0.337738619676946,-1.30331753554502,-1.79372197309417,0.569259962049336,0.893854748603353,0.618556701030924,0.38,0.39,0.19,0.02,0.00,0.12,0.48,0.11,0.00,0.20,0.17,0.22,0.34,0.29,0.00,12,0.12,0,0
30,27,105,41,737,471,33,51,22,59,43,32,64,57,30,44,43,45,0,37,0,0.983847283406755,1.54028436018957,0.298953662182362,1.23339658444023,1.62011173184358,1.34020618556701,0.33,0.64,0.22,0.59,0.43,0.32,0.64,0.57,0.30,0.44,0.43,0.45,0.00,0.37,0.00,52,0.52,3,1
34,26,102,34,808,484,52,46,12,44,46,0,12,67,44,5,53,46,16,62,0,1.5712187958884,1.30331753554502,-0.149476831091181,0.569259962049336,-0.363128491620111,0,0.52,0.58,0.12,0.44,0.46,0.00,0.12,0.67,0.44,0.05,0.53,0.46,0.16,0.62,0.00,28,0.28,1,0
29,27,109,36,765,488,64,53,55,0,36,60,32,18,44,0,17,17,11,67,0,0.837004405286344,1.54028436018957,0.896860986547085,0.759013282732448,0.837988826815642,-0.412371134020619,0.64,0.66,0.55,0.00,0.36,0.60,0.32,0.18,0.44,0.00,0.17,0.17,0.11,0.67,0.00,24,0.24,1,0
17,19,107,34,775,495,15,31,41,40,1,24,18,41,11,0,0,12,42,17,0,-0.925110132158591,-0.355450236966825,0.597907324364723,0.569259962049336,0.558659217877095,-1.1340206185567,0.15,0.39,0.41,0.40,0.01,0.24,0.18,0.41,0.11,0.00,0.00,0.12,0.42,0.17,0.00,9,0.09,0,0
16,24,100,11,760,478,47,33,4,5,48,0,13,0,6,26,39,0,3,29,0,-1.071953010279,0.829383886255924,-0.448430493273543,-1.61290322580645,0.977653631284918,0.618556701030924,0.47,0.41,0.04,0.05,0.48,0.00,0.13,0.00,0.06,0.26,0.39,0.00,0.03,0.29,0.00,20,0.20,1,0
23,27,103,26,746,470,48,49,33,30,55,0,68,23,30,28,52,19,38,35,0,-0.0440528634361235,1.54028436018957,0,-0.189753320683112,1.36871508379888,1.44329896907216,0.48,0.61,0.33,0.30,0.55,0.00,0.68,0.23,0.30,0.28,0.52,0.19,0.38,0.35,0.00,43,0.43,2,1
13,24,98,17,775,477,50,32,0,25,44,0,21,0,14,15,34,2,41,17,0,-1.51248164464024,0.829383886255924,-0.747384155455904,-1.04364326375712,0.558659217877095,0.721649484536085,0.50,0.40,0.00,0.25,0.44,0.00,0.21,0.00,0.14,0.15,0.34,0.02,0.41,0.17,0.00,20,0.20,1,0
36,15,106,37,761,482,34,41,0,50,0,47,52,63,58,8,47,47,10,24,0,1.86490455212922,-1.30331753554502,0.448430493273543,0.853889943074004,0.949720670391061,0.206185567010305,0.34,0.51,0.00,0.50,0.00,0.47,0.52,0.63,0.58,0.08,0.47,0.47,0.10,0.24,0.00,24,0.24,1,0
12,18,102,13,793,477,55,31,22,22,15,3,17,5,13,25,21,1,16,13,0,-1.65932452276065,-0.592417061611374,-0.149476831091181,-1.42314990512334,0.0558659217877108,0.721649484536085,0.55,0.39,0.22,0.22,0.15,0.03,0.17,0.05,0.13,0.25,0.21,0.01,0.16,0.13,0.00,18,0.18,1,0
19,20,97,32,755,482,48,35,13,32,12,22,52,0,11,1,37,48,12,46,0,-0.631424375917768,-0.118483412322275,-0.896860986547085,0.379506641366224,1.11731843575419,0.206185567010305,0.48,0.44,0.13,0.32,0.12,0.22,0.52,0.00,0.11,0.01,0.37,0.48,0.12,0.46,0.00,13,0.13,0,0
21,18,98,7,850,499,59,27,2,45,20,0,0,14,0,3,23,8,36,0,0,-0.337738619676946,-0.592417061611374,-0.747384155455904,-1.99240986717268,-1.53631284916201,-1.54639175257732,0.59,0.34,0.02,0.45,0.20,0.00,0.00,0.14,0.00,0.03,0.23,0.08,0.36,0.00,0.00,16,0.16,1,0
29,22,104,36,811,491,25,33,26,18,29,0,9,0,0,10,17,23,0,19,0,0.837004405286344,0.355450236966825,0.149476831091181,0.759013282732448,-0.446927374301674,-0.721649484536085,0.25,0.41,0.26,0.18,0.29,0.00,0.09,0.00,0.00,0.10,0.17,0.23,0.00,0.19,0.00,12,0.12,0,0
12,19,109,40,836,474,33,34,31,41,6,40,9,0,29,40,57,21,0,37,0,-1.65932452276065,-0.355450236966825,0.896860986547085,1.13851992409867,-1.14525139664804,1.03092783505154,0.33,0.43,0.31,0.41,0.06,0.40,0.09,0.00,0.29,0.40,0.57,0.21,0.00,0.37,0.00,15,0.15,0,0
20,17,100,39,773,477,35,35,26,46,0,47,24,27,0,11,4,33,33,27,0,-0.484581497797357,-0.829383886255924,-0.448430493273543,1.04364326375712,0.614525139664804,0.721649484536085,0.35,0.44,0.26,0.46,0.00,0.47,0.24,0.27,0.00,0.11,0.04,0.33,0.33,0.27,0.00,15,0.15,0,0
21,22,93,14,751,478,38,32,0,0,24,0,32,30,0,16,25,8,0,42,0,-0.337738619676946,0.355450236966825,-1.49476831091181,-1.32827324478178,1.22905027932961,0.618556701030924,0.38,0.40,0.00,0.00,0.24,0.00,0.32,0.30,0.00,0.16,0.25,0.08,0.00,0.42,0.00,12,0.12,0,0
21,29,99,30,754,461,56,46,15,4,52,4,3,0,1,39,9,0,2,20,0,-0.337738619676946,2.01421800947867,-0.597907324364723,0.189753320683112,1.14525139664805,2.37113402061855,0.56,0.58,0.15,0.04,0.52,0.04,0.03,0.00,0.01,0.39,0.09,0.00,0.02,0.20,0.00,27,0.27,1,0
21,27,98,40,791,478,42,41,0,31,60,50,23,6,42,40,6,21,54,55,0,-0.337738619676946,1.54028436018957,-0.747384155455904,1.13851992409867,0.111731843575419,0.618556701030924,0.42,0.51,0.00,0.31,0.60,0.50,0.23,0.06,0.42,0.40,0.06,0.21,0.54,0.55,0.00,29,0.29,1,0
21,25,104,27,758,478,29,38,21,0,41,22,24,11,22,8,36,0,18,41,0,-0.337738619676946,1.06635071090047,0.149476831091181,-0.094876660341556,1.03351955307263,0.618556701030924,0.29,0.48,0.21,0.00,0.41,0.22,0.24,0.11,0.22,0.08,0.36,0.00,0.18,0.41,0.00,28,0.28,1,0
35,29,113,37,771,483,62,59,71,44,71,23,19,31,43,5,63,53,43,42,0,1.71806167400881,2.01421800947867,1.49476831091181,0.853889943074004,0.670391061452515,0.103092783505152,0.62,0.74,0.71,0.44,0.71,0.23,0.19,0.31,0.43,0.05,0.63,0.53,0.43,0.42,0.00,59,0.59,3,1
21,15,100,12,814,483,48,33,45,18,0,59,12,23,0,28,50,0,58,63,0,-0.337738619676946,-1.30331753554502,-0.448430493273543,-1.5180265654649,-0.530726256983241,0.103092783505152,0.48,0.41,0.45,0.18,0.00,0.59,0.12,0.23,0.00,0.28,0.50,0.00,0.58,0.63,0.00,15,0.15,0,0
21,22,98,34,793,489,51,35,11,45,27,13,8,0,9,9,21,47,0,0,0,-0.337738619676946,0.355450236966825,-0.747384155455904,0.569259962049336,0.0558659217877108,-0.515463917525771,0.51,0.44,0.11,0.45,0.27,0.13,0.08,0.00,0.09,0.09,0.21,0.47,0.00,0.00,0.00,16,0.16,1,0
33,23,103,40,759,478,50,49,35,11,28,53,40,22,33,6,15,33,41,26,0,1.42437591776799,0.592417061611374,0,1.13851992409867,1.00558659217877,0.618556701030924,0.50,0.61,0.35,0.11,0.28,0.53,0.40,0.22,0.33,0.06,0.15,0.33,0.41,0.26,0.00,35,0.35,2,0
21,24,90,15,850,497,31,24,3,0,51,0,0,50,0,17,15,13,21,10,0,-0.337738619676946,0.829383886255924,-1.94319880418535,-1.23339658444023,-1.53631284916201,-1.34020618556701,0.31,0.30,0.03,0.00,0.51,0.00,0.00,0.50,0.00,0.17,0.15,0.13,0.21,0.10,0.00,14,0.14,0,0
21,22,100,20,738,478,45,39,16,30,12,0,58,10,0,6,20,11,51,44,0,-0.337738619676946,0.355450236966825,-0.448430493273543,-0.759013282732448,1.59217877094972,0.618556701030924,0.45,0.49,0.16,0.30,0.12,0.00,0.58,0.10,0.00,0.06,0.20,0.11,0.51,0.44,0.00,17,0.17,1,0
19,17,115,38,799,493,30,36,37,0,6,8,23,45,69,0,34,65,9,0,0,-0.631424375917768,-0.829383886255924,1.79372197309417,0.94876660341556,-0.111731843575419,-0.92783505154639,0.30,0.45,0.37,0.00,0.06,0.08,0.23,0.45,0.69,0.00,0.34,0.65,0.09,0.00,0.00,14,0.14,0,0
23,22,99,29,748,479,37,38,23,40,20,0,38,0,0,3,33,30,0,28,0,-0.0440528634361235,0.355450236966825,-0.597907324364723,0.094876660341556,1.31284916201117,0.515463917525771,0.37,0.48,0.23,0.40,0.20,0.00,0.38,0.00,0.00,0.03,0.33,0.30,0.00,0.28,0.00,12,0.12,0,0
26,24,99,30,837,488,51,34,21,5,35,19,0,0,0,9,41,25,1,11,0,0.39647577092511,0.829383886255924,-0.597907324364723,0.189753320683112,-1.1731843575419,-0.412371134020619,0.51,0.43,0.21,0.05,0.35,0.19,0.00,0.00,0.00,0.09,0.41,0.25,0.01,0.11,0.00,14,0.14,0,0
20,26,109,35,825,490,48,40,1,0,26,20,0,0,1,0,30,0,15,8,0,-0.484581497797357,1.30331753554502,0.896860986547085,0.664136622390892,-0.837988826815642,-0.618556701030933,0.48,0.50,0.01,0.00,0.26,0.20,0.00,0.00,0.01,0.00,0.30,0.00,0.15,0.08,0.00,14,0.14,0,0
22,22,104,36,775,486,66,47,25,19,17,50,26,42,8,0,49,17,7,7,0,-0.190895741556535,0.355450236966825,0.149476831091181,0.759013282732448,0.558659217877095,-0.206185567010314,0.66,0.59,0.25,0.19,0.17,0.50,0.26,0.42,0.08,0.00,0.49,0.17,0.07,0.07,0.00,30,0.30,1,0
14,26,107,37,741,486,49,46,27,42,43,40,57,8,48,0,69,49,50,40,0,-1.36563876651982,1.30331753554502,0.597907324364723,0.853889943074004,1.50837988826816,-0.206185567010314,0.49,0.58,0.27,0.42,0.43,0.40,0.57,0.08,0.48,0.00,0.69,0.49,0.50,0.40,0.00,32,0.32,2,0
29,16,97,11,823,492,37,24,0,0,0,0,0,0,0,0,0,0,0,0,41,0.837004405286344,-1.06635071090047,-0.896860986547085,-1.61290322580645,-0.782122905027934,-0.824742268041238,0.37,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,10,0.10,0,0
34,22,99,39,772,478,18,39,12,40,20,59,34,59,18,17,0,36,65,0,0,1.5712187958884,0.355450236966825,-0.597907324364723,1.04364326375712,0.64245810055866,0.618556701030924,0.18,0.49,0.12,0.40,0.20,0.59,0.34,0.59,0.18,0.17,0.00,0.36,0.65,0.00,0.00,16,0.16,1,0
21,15,98,22,798,500,24,23,29,25,3,33,11,44,0,0,40,0,34,53,0,-0.337738619676946,-1.30331753554502,-0.747384155455904,-0.569259962049336,-0.0837988826815649,-1.64948453608248,0.24,0.29,0.29,0.25,0.03,0.33,0.11,0.44,0.00,0.00,0.40,0.00,0.34,0.53,0.00,9,0.09,0,0
32,24,101,34,764,481,23,38,0,28,28,46,52,13,15,8,7,8,35,42,0,1.27753303964758,0.829383886255924,-0.298953662182362,0.569259962049336,0.865921787709499,0.309278350515466,0.23,0.48,0.00,0.28,0.28,0.46,0.52,0.13,0.15,0.08,0.07,0.08,0.35,0.42,0.00,15,0.15,0,0
21,27,104,36,810,476,38,41,21,0,61,48,4,0,14,54,30,9,28,42,0,-0.337738619676946,1.54028436018957,0.149476831091181,0.759013282732448,-0.41899441340782,0.824742268041238,0.38,0.51,0.21,0.00,0.61,0.48,0.04,0.00,0.14,0.54,0.30,0.09,0.28,0.42,0.00,37,0.37,2,0
24,16,102,33,769,485,52,38,5,8,0,7,42,40,26,6,25,38,29,8,0,0.102790014684288,-1.06635071090047,-0.149476831091181,0.47438330170778,0.726256983240223,-0.103092783505152,0.52,0.48,0.05,0.08,0.00,0.07,0.42,0.40,0.26,0.06,0.25,0.38,0.29,0.08,0.00,16,0.16,1,0
10,15,93,7,850,500,33,23,0,0,0,0,0,0,0,0,0,0,0,0,29,-1.95301027900147,-1.30331753554502,-1.49476831091181,-1.99240986717268,-1.53631284916201,-1.64948453608248,0.33,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,8,0.08,0,0
21,20,97,11,768,490,41,27,0,6,19,0,33,4,20,0,4,0,22,2,0,-0.337738619676946,-0.118483412322275,-0.896860986547085,-1.61290322580645,0.75418994413408,-0.618556701030933,0.41,0.34,0.00,0.06,0.19,0.00,0.33,0.04,0.20,0.00,0.04,0.00,0.22,0.02,0.00,11,0.11,0,0
17,19,110,24,802,483,57,40,32,41,12,23,6,9,38,7,0,10,0,0,0,-0.925110132158591,-0.355450236966825,1.04633781763827,-0.379506641366224,-0.195530726256982,0.103092783505152,0.57,0.50,0.32,0.41,0.12,0.23,0.06,0.09,0.38,0.07,0.00,0.10,0.00,0.00,0.00,37,0.37,2,0
16,15,103,15,759,482,32,29,38,46,0,0,34,18,43,0,64,0,13,8,0,-1.071953010279,-1.30331753554502,0,-1.23339658444023,1.00558659217877,0.206185567010305,0.32,0.36,0.38,0.46,0.00,0.00,0.34,0.18,0.43,0.00,0.64,0.00,0.13,0.08,0.00,11,0.11,0,0
13,16,94,10,850,498,24,11,0,0,0,0,0,0,0,0,0,0,0,0,21,-1.51248164464024,-1.06635071090047,-1.34529147982063,-1.70777988614801,-1.53631284916201,-1.44329896907217,0.24,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,6,0.06,0,0
36,25,111,32,821,483,50,48,43,13,38,19,0,32,20,16,27,3,10,41,0,1.86490455212922,1.06635071090047,1.19581464872945,0.379506641366224,-0.726256983240225,0.103092783505152,0.50,0.60,0.43,0.13,0.38,0.19,0.00,0.32,0.20,0.16,0.27,0.03,0.10,0.41,0.00,33,0.33,2,0
14,17,95,29,775,484,43,25,0,5,0,32,22,0,0,10,19,0,12,32,0,-1.36563876651982,-0.829383886255924,-1.19581464872945,0.094876660341556,0.558659217877095,0,0.43,0.31,0.00,0.05,0.00,0.32,0.22,0.00,0.00,0.10,0.19,0.00,0.12,0.32,0.00,8,0.08,0,0
46,36,122,50,713,463,50,74,51,57,71,34,41,47,45,34,25,19,52,69,0,3.33333333333333,3.67298578199052,2.84005979073244,2.08728652751423,2.29050279329609,2.16494845360825,0.50,0.93,0.51,0.57,0.71,0.34,0.41,0.47,0.45,0.34,0.25,0.19,0.52,0.69,0.00,84,0.84,4,1
16,23,102,33,814,478,42,35,28,0,39,16,32,26,8,22,0,22,28,15,0,-1.071953010279,0.592417061611374,-0.149476831091181,0.47438330170778,-0.530726256983241,0.618556701030924,0.42,0.44,0.28,0.00,0.39,0.16,0.32,0.26,0.08,0.22,0.00,0.22,0.28,0.15,0.00,33,0.33,2,0
21,22,93,18,775,484,56,33,0,32,33,0,25,7,3,5,0,14,0,1,0,-0.337738619676946,0.355450236966825,-1.49476831091181,-0.94876660341556,0.558659217877095,0,0.56,0.41,0.00,0.32,0.33,0.00,0.25,0.07,0.03,0.05,0.00,0.14,0.00,0.01,0.00,15,0.15,0,0
21,22,101,20,775,493,52,35,12,0,22,0,21,11,14,0,37,6,0,5,0,-0.337738619676946,0.355450236966825,-0.298953662182362,-0.759013282732448,0.558659217877095,-0.92783505154639,0.52,0.44,0.12,0.00,0.22,0.00,0.21,0.11,0.14,0.00,0.37,0.06,0.00,0.05,0.00,13,0.13,0,0
21,20,107,35,794,478,59,44,27,0,20,20,12,34,14,22,43,6,19,13,0,-0.337738619676946,-0.118483412322275,0.597907324364723,0.664136622390892,0.0279329608938542,0.618556701030924,0.59,0.55,0.27,0.00,0.20,0.20,0.12,0.34,0.14,0.22,0.43,0.06,0.19,0.13,0.00,20,0.20,1,0
31,16,111,16,793,486,48,40,27,9,0,11,19,15,26,18,5,0,41,7,0,1.13069016152717,-1.06635071090047,1.19581464872945,-1.13851992409867,0.0558659217877108,-0.206185567010314,0.48,0.50,0.27,0.09,0.00,0.11,0.19,0.15,0.26,0.18,0.05,0.00,0.41,0.07,0.00,15,0.15,0,0
21,21,116,36,746,474,53,55,39,58,15,51,65,49,68,23,17,41,35,71,0,-0.337738619676946,0.118483412322275,1.94319880418535,0.759013282732448,1.36871508379888,1.03092783505154,0.53,0.69,0.39,0.58,0.15,0.51,0.65,0.49,0.68,0.23,0.17,0.41,0.35,0.71,0.00,47,0.47,2,1
21,26,101,32,742,478,31,38,9,8,31,0,49,23,0,0,0,38,1,0,0,-0.337738619676946,1.30331753554502,-0.298953662182362,0.379506641366224,1.4804469273743,0.618556701030924,0.31,0.48,0.09,0.08,0.31,0.00,0.49,0.23,0.00,0.00,0.00,0.38,0.01,0.00,0.00,13,0.13,0,0
22,22,108,19,812,488,22,34,39,42,28,7,24,21,13,15,0,28,5,31,0,-0.190895741556535,0.355450236966825,0.747384155455904,-0.853889943074004,-0.474860335195528,-0.412371134020619,0.22,0.43,0.39,0.42,0.28,0.07,0.24,0.21,0.13,0.15,0.00,0.28,0.05,0.31,0.00,13,0.13,0,0
27,18,105,34,762,492,24,33,0,11,0,8,34,50,23,0,18,23,28,25,0,0.543318649045521,-0.592417061611374,0.298953662182362,0.569259962049336,0.921787709497207,-0.824742268041238,0.24,0.41,0.00,0.11,0.00,0.08,0.34,0.50,0.23,0.00,0.18,0.23,0.28,0.25,0.00,12,0.12,0,0
19,22,102,23,773,490,59,36,30,0,30,12,30,0,0,0,30,0,13,4,0,-0.631424375917768,0.355450236966825,-0.149476831091181,-0.47438330170778,0.614525139664804,-0.618556701030933,0.59,0.45,0.30,0.00,0.30,0.12,0.30,0.00,0.00,0.00,0.30,0.00,0.13,0.04,0.00,17,0.17,1,0
21,17,106,10,770,478,33,35,54,47,11,13,47,14,42,15,41,0,20,51,0,-0.337738619676946,-0.829383886255924,0.448430493273543,-1.70777988614801,0.698324022346369,0.618556701030924,0.33,0.44,0.54,0.47,0.11,0.13,0.47,0.14,0.42,0.15,0.41,0.00,0.20,0.51,0.00,18,0.18,1,0
32,19,106,44,756,478,44,49,8,60,3,66,37,44,16,8,10,0,46,34,0,1.27753303964758,-0.355450236966825,0.448430493273543,1.5180265654649,1.08938547486034,0.618556701030924,0.44,0.61,0.08,0.60,0.03,0.66,0.37,0.44,0.16,0.08,0.10,0.00,0.46,0.34,0.00,34,0.34,2,0
21,23,97,24,850,485,23,24,7,13,20,0,0,11,0,18,0,24,0,33,0,-0.337738619676946,0.592417061611374,-0.896860986547085,-0.379506641366224,-1.53631284916201,-0.103092783505152,0.23,0.30,0.07,0.13,0.20,0.00,0.00,0.11,0.00,0.18,0.00,0.24,0.00,0.33,0.00,9,0.09,0,0
27,18,100,39,808,480,63,42,1,41,9,51,19,31,3,16,15,46,15,17,0,0.543318649045521,-0.592417061611374,-0.448430493273543,1.04364326375712,-0.363128491620111,0.412371134020619,0.63,0.53,0.01,0.41,0.09,0.51,0.19,0.31,0.03,0.16,0.15,0.46,0.15,0.17,0.00,19,0.19,1,0
30,26,106,32,758,479,40,43,7,9,25,10,26,32,4,0,0,0,6,22,0,0.983847283406755,1.30331753554502,0.448430493273543,0.379506641366224,1.03351955307263,0.515463917525771,0.40,0.54,0.07,0.09,0.25,0.10,0.26,0.32,0.04,0.00,0.00,0.00,0.06,0.22,0.00,30,0.30,1,0
16,15,96,9,850,500,20,18,0,0,0,0,0,0,0,0,0,0,0,0,62,-1.071953010279,-1.30331753554502,-1.04633781763827,-1.80265654648956,-1.53631284916201,-1.64948453608248,0.20,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,18,0.18,1,0
19,22,113,37,769,472,32,46,47,24,22,51,18,27,68,38,3,26,19,45,0,-0.631424375917768,0.355450236966825,1.49476831091181,0.853889943074004,0.726256983240223,1.23711340206186,0.32,0.58,0.47,0.24,0.22,0.51,0.18,0.27,0.68,0.38,0.03,0.26,0.19,0.45,0.00,43,0.43,2,1
17,22,105,33,754,486,38,34,8,4,20,0,18,8,4,0,0,28,27,0,0,-0.925110132158591,0.355450236966825,0.298953662182362,0.47438330170778,1.14525139664805,-0.206185567010314,0.38,0.43,0.08,0.04,0.20,0.00,0.18,0.08,0.04,0.00,0.00,0.28,0.27,0.00,0.00,12,0.12,0,0
14,15,105,20,836,500,33,23,6,33,0,37,1,15,35,0,0,0,6,0,0,-1.36563876651982,-1.30331753554502,0.298953662182362,-0.759013282732448,-1.14525139664804,-1.64948453608248,0.33,0.29,0.06,0.33,0.00,0.37,0.01,0.15,0.35,0.00,0.00,0.00,0.06,0.00,0.00,10,0.10,0,0
42,31,100,20,775,478,30,41,29,25,51,0,14,38,2,16,0,6,26,39,0,2.74596182085169,2.48815165876777,-0.448430493273543,-0.759013282732448,0.558659217877095,0.618556701030924,0.30,0.51,0.29,0.25,0.51,0.00,0.14,0.38,0.02,0.16,0.00,0.06,0.26,0.39,0.00,19,0.19,1,0
18,16,112,22,814,489,51,38,32,51,0,14,19,12,53,9,21,31,21,26,0,-0.778267254038179,-1.06635071090047,1.34529147982063,-0.569259962049336,-0.530726256983241,-0.515463917525771,0.51,0.48,0.32,0.51,0.00,0.14,0.19,0.12,0.53,0.09,0.21,0.31,0.21,0.26,0.00,19,0.19,1,0
11,15,92,12,850,500,30,21,0,0,0,0,0,0,0,0,0,0,0,0,36,-1.80616740088106,-1.30331753554502,-1.64424514200299,-1.5180265654649,-1.53631284916201,-1.64948453608248,0.30,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,10,0.10,0,0
