Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Kicking_Accuracy,Kicking_Power,Kickoff_Distance,Kickoff_Hang_Time,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Kicking_AccuracyZ,Kicking_PowerZ,Kickoff_DistanceZ,Kickoff_Hang_TimeZ,PeakCur,PeakCurZ,Ability,Draftable
24,6,96,0,780,512,59,40,38,3,8,4,-0.401606425702811,-1.0801393728223,-1.203125,NaN,-0.385756676557863,0.220588235294119,0.59,0.50,0.38,0.03,0.08,0.04,23,0.23,1,0
33,7,90,0,783,512,40,40,16,0,38,46,0.803212851405622,-0.731707317073171,-2.140625,NaN,-0.474777448071217,0.220588235294119,0.40,0.50,0.16,0.00,0.38,0.46,9,0.09,0,0
25,9,96,0,767,512,38,35,13,9,13,11,-0.267737617135208,-0.0348432055749128,-1.203125,NaN,0,0.220588235294119,0.38,0.44,0.13,0.09,0.13,0.11,17,0.17,1,0
26,8,94,0,729,505,50,37,12,0,48,7,-0.133868808567604,-0.383275261324042,-1.515625,NaN,1.12759643916914,0.735294117647063,0.50,0.46,0.12,0.00,0.48,0.07,11,0.11,0,0
18,10,107,0,780,540,36,32,4,34,0,9,-1.20481927710843,0.313588850174216,0.515625,NaN,-0.385756676557863,-1.83823529411765,0.36,0.40,0.04,0.34,0.00,0.09,18,0.18,1,0
23,9,105,0,723,509,63,45,0,26,20,14,-0.535475234270415,-0.0348432055749128,0.203125,NaN,1.30563798219584,0.441176470588239,0.63,0.56,0.00,0.26,0.20,0.14,15,0.15,0,0
18,5,93,0,771,521,42,27,19,0,32,35,-1.20481927710843,-1.42857142857143,-1.671875,NaN,-0.118694362017804,-0.441176470588232,0.42,0.34,0.19,0.00,0.32,0.35,10,0.10,0,0
25,9,106,0,840,540,40,37,7,0,0,21,-0.267737617135208,-0.0348432055749128,0.359375,NaN,-2.16617210682493,-1.83823529411765,0.40,0.46,0.07,0.00,0.00,0.21,10,0.10,0,0
23,9,104,0,771,529,62,42,0,32,3,31,-0.535475234270415,-0.0348432055749128,0.0468749999999996,NaN,-0.118694362017804,-1.02941176470588,0.62,0.53,0.00,0.32,0.03,0.31,17,0.17,1,0
24,9,102,0,827,512,38,38,39,10,37,2,-0.401606425702811,-0.0348432055749128,-0.265625,NaN,-1.78041543026706,0.220588235294119,0.38,0.48,0.39,0.10,0.37,0.02,24,0.24,1,0
17,9,110,0,780,540,49,33,7,15,0,22,-1.33868808567604,-0.0348432055749128,0.984375,NaN,-0.385756676557863,-1.83823529411765,0.49,0.41,0.07,0.15,0.00,0.22,18,0.18,1,0
34,9,97,0,746,516,63,45,27,0,0,30,0.937081659973226,-0.0348432055749128,-1.046875,NaN,0.623145400593472,-0.0735294117647043,0.63,0.56,0.27,0.00,0.00,0.30,22,0.22,1,0
34,9,99,0,834,540,57,47,46,20,0,38,0.937081659973226,-0.0348432055749128,-0.734375,NaN,-1.98813056379822,-1.83823529411765,0.57,0.59,0.46,0.20,0.00,0.38,25,0.25,1,0
16,9,105,0,743,518,31,28,0,21,7,32,-1.47255689424364,-0.0348432055749128,0.203125,NaN,0.712166172106826,-0.220588235294113,0.31,0.35,0.00,0.21,0.07,0.32,10,0.10,0,0
35,7,95,0,827,506,69,47,36,0,61,42,1.07095046854083,-0.731707317073171,-1.359375,NaN,-1.78041543026706,0.661764705882358,0.69,0.59,0.36,0.00,0.61,0.42,24,0.24,1,0
28,9,99,0,789,532,62,47,29,30,7,57,0.133868808567604,-0.0348432055749128,-0.734375,NaN,-0.652818991097922,-1.25,0.62,0.59,0.29,0.30,0.07,0.57,21,0.21,1,0
27,7,107,0,736,519,37,45,35,38,2,0,0,-0.731707317073171,0.515625,NaN,0.919881305637981,-0.294117647058824,0.37,0.56,0.35,0.38,0.02,0.00,20,0.20,1,0
34,9,105,0,776,512,59,52,28,18,23,25,0.937081659973226,-0.0348432055749128,0.203125,NaN,-0.267062314540059,0.220588235294119,0.59,0.65,0.28,0.18,0.23,0.25,32,0.32,2,0
16,5,102,0,814,512,41,32,34,51,18,0,-1.47255689424364,-1.42857142857143,-0.265625,NaN,-1.3946587537092,0.220588235294119,0.41,0.40,0.34,0.51,0.18,0.00,19,0.19,1,0
31,7,92,0,720,525,73,45,29,0,31,37,0.535475234270415,-0.731707317073171,-1.828125,NaN,1.3946587537092,-0.735294117647056,0.73,0.56,0.29,0.00,0.31,0.37,19,0.19,1,0
27,7,94,0,731,505,47,37,7,0,0,7,0,-0.731707317073171,-1.515625,NaN,1.06824925816024,0.735294117647063,0.47,0.46,0.07,0.00,0.00,0.07,14,0.14,0,0
31,10,110,0,761,519,65,57,48,49,53,16,0.535475234270415,0.313588850174216,0.984375,NaN,0.178041543026705,-0.294117647058824,0.65,0.71,0.48,0.49,0.53,0.16,38,0.38,2,0
19,12,109,0,742,506,45,42,0,44,25,42,-1.07095046854083,1.01045296167247,0.828125,NaN,0.741839762611276,0.661764705882358,0.45,0.53,0.00,0.44,0.25,0.42,17,0.17,1,0
32,13,107,0,776,494,56,50,0,5,0,49,0.669344042838019,1.3588850174216,0.515625,NaN,-0.267062314540059,1.54411764705882,0.56,0.63,0.00,0.05,0.00,0.49,31,0.31,2,0
12,4,94,0,831,540,45,27,0,0,0,0,-2.00803212851406,-1.77700348432056,-1.515625,NaN,-1.89910979228487,-1.83823529411765,0.45,0.34,0.00,0.00,0.00,0.00,3,0.03,0,0
20,12,103,0,780,495,56,43,16,13,59,59,-0.937081659973226,1.01045296167247,-0.109375,NaN,-0.385756676557863,1.47058823529412,0.56,0.54,0.16,0.13,0.59,0.59,22,0.22,1,0
41,19,118,0,780,496,31,71,57,39,59,8,1.87416331994645,3.44947735191638,2.234375,NaN,-0.385756676557863,1.39705882352941,0.31,0.89,0.57,0.39,0.59,0.08,90,0.90,5,1
14,7,105,0,762,523,78,35,0,1,2,0,-1.74029451137885,-0.731707317073171,0.203125,NaN,0.148367952522255,-0.588235294117648,0.78,0.44,0.00,0.01,0.02,0.00,13,0.13,0,0
23,15,106,0,772,536,46,49,24,59,0,59,-0.535475234270415,2.05574912891986,0.359375,NaN,-0.148367952522255,-1.54411764705882,0.46,0.61,0.24,0.59,0.00,0.59,29,0.29,1,0
16,10,111,0,734,512,71,50,30,59,49,33,-1.47255689424364,0.313588850174216,1.140625,NaN,0.979228486646884,0.220588235294119,0.71,0.63,0.30,0.59,0.49,0.33,41,0.41,2,1
28,9,97,0,736,501,35,42,31,4,59,12,0.133868808567604,-0.0348432055749128,-1.046875,NaN,0.919881305637981,1.02941176470589,0.35,0.53,0.31,0.04,0.59,0.12,17,0.17,1,0
32,8,103,0,837,503,69,52,14,43,59,34,0.669344042838019,-0.383275261324042,-0.109375,NaN,-2.07715133531157,0.882352941176471,0.69,0.65,0.14,0.43,0.59,0.34,28,0.28,1,0
38,12,107,0,788,487,55,57,11,27,0,1,1.47255689424364,1.01045296167247,0.515625,NaN,-0.623145400593472,2.05882352941177,0.55,0.71,0.11,0.27,0.00,0.01,25,0.25,1,0
34,11,100,0,736,512,48,49,23,0,46,55,0.937081659973226,0.662020905923345,-0.578125,NaN,0.919881305637981,0.220588235294119,0.48,0.61,0.23,0.00,0.46,0.55,20,0.20,1,0
23,9,100,0,752,507,71,47,37,0,22,22,-0.535475234270415,-0.0348432055749128,-0.578125,NaN,0.445103857566767,0.588235294117648,0.71,0.59,0.37,0.00,0.22,0.22,34,0.34,2,0
34,12,108,0,824,510,29,49,29,59,14,27,0.937081659973226,1.01045296167247,0.671875,NaN,-1.69139465875371,0.367647058823535,0.29,0.61,0.29,0.59,0.14,0.27,23,0.23,1,0
36,9,105,0,795,530,44,47,20,8,0,9,1.20481927710843,-0.0348432055749128,0.203125,NaN,-0.83086053412463,-1.10294117647058,0.44,0.59,0.20,0.08,0.00,0.09,22,0.22,1,0
29,9,103,0,758,524,62,50,50,0,0,59,0.267737617135208,-0.0348432055749128,-0.109375,NaN,0.267062314540059,-0.661764705882352,0.62,0.63,0.50,0.00,0.00,0.59,36,0.36,2,0
23,6,98,0,780,539,68,37,8,0,0,0,-0.535475234270415,-1.0801393728223,-0.890625,NaN,-0.385756676557863,-1.76470588235294,0.68,0.46,0.08,0.00,0.00,0.00,15,0.15,0,0
23,8,105,0,789,506,58,42,0,18,1,0,-0.535475234270415,-0.383275261324042,0.203125,NaN,-0.652818991097922,0.661764705882358,0.58,0.53,0.00,0.18,0.01,0.00,9,0.09,0,0
23,7,107,0,762,499,72,47,0,26,1,0,-0.535475234270415,-0.731707317073171,0.515625,NaN,0.148367952522255,1.1764705882353,0.72,0.59,0.00,0.26,0.01,0.00,10,0.10,0,0
22,9,109,0,810,496,31,42,23,24,33,0,-0.669344042838019,-0.0348432055749128,0.828125,NaN,-1.27596439169139,1.39705882352941,0.31,0.53,0.23,0.24,0.33,0.00,15,0.15,0,0
23,8,105,0,740,512,72,45,2,13,0,0,-0.535475234270415,-0.383275261324042,0.203125,NaN,0.801186943620177,0.220588235294119,0.72,0.56,0.02,0.13,0.00,0.00,13,0.13,0,0
23,8,103,0,735,533,58,43,37,5,7,5,-0.535475234270415,-0.383275261324042,-0.109375,NaN,0.949554896142434,-1.3235294117647,0.58,0.54,0.37,0.05,0.07,0.05,21,0.21,1,0
17,7,104,0,780,512,65,35,0,10,19,0,-1.33868808567604,-0.731707317073171,0.0468749999999996,NaN,-0.385756676557863,0.220588235294119,0.65,0.44,0.00,0.10,0.19,0.00,10,0.10,0,0
39,12,116,0,812,540,61,65,53,60,0,0,1.60642570281124,1.01045296167247,1.921875,NaN,-1.33531157270029,-1.83823529411765,0.61,0.81,0.53,0.60,0.00,0.00,69,0.69,3,1
22,6,103,0,750,521,32,33,6,29,0,22,-0.669344042838019,-1.0801393728223,-0.109375,NaN,0.504451038575667,-0.441176470588232,0.32,0.41,0.06,0.29,0.00,0.22,9,0.09,0,0
18,9,102,0,755,512,50,38,44,21,22,60,-1.20481927710843,-0.0348432055749128,-0.265625,NaN,0.356083086053413,0.220588235294119,0.50,0.48,0.44,0.21,0.22,0.60,18,0.18,1,0
27,6,98,0,784,521,44,33,0,0,0,6,0,-1.0801393728223,-0.890625,NaN,-0.504451038575667,-0.441176470588232,0.44,0.41,0.00,0.00,0.00,0.06,12,0.12,0,0
18,9,106,0,801,512,50,40,25,52,1,47,-1.20481927710843,-0.0348432055749128,0.359375,NaN,-1.00890207715133,0.220588235294119,0.50,0.50,0.25,0.52,0.01,0.47,22,0.22,1,0
41,10,97,0,714,506,66,57,42,15,55,3,1.87416331994645,0.313588850174216,-1.046875,NaN,1.57270029673591,0.661764705882358,0.66,0.71,0.42,0.15,0.55,0.03,52,0.52,3,1
15,10,98,0,780,509,70,37,21,2,60,43,-1.60642570281124,0.313588850174216,-0.890625,NaN,-0.385756676557863,0.441176470588239,0.70,0.46,0.21,0.02,0.60,0.43,24,0.24,1,0
26,16,109,0,726,512,72,59,13,51,0,60,-0.133868808567604,2.40418118466899,0.828125,NaN,1.21661721068249,0.220588235294119,0.72,0.74,0.13,0.51,0.00,0.60,24,0.24,1,0
23,4,93,0,822,525,51,28,0,0,12,0,-0.535475234270415,-1.77700348432056,-1.671875,NaN,-1.63204747774481,-0.735294117647056,0.51,0.35,0.00,0.00,0.12,0.00,2,0.02,0,0
16,11,116,0,736,514,37,38,2,16,10,1,-1.47255689424364,0.662020905923345,1.921875,NaN,0.919881305637981,0.0735294117647108,0.37,0.48,0.02,0.16,0.10,0.01,17,0.17,1,0
41,7,107,0,731,498,50,55,22,0,20,19,1.87416331994645,-0.731707317073171,0.515625,NaN,1.06824925816024,1.25,0.50,0.69,0.22,0.00,0.20,0.19,18,0.18,1,0
23,10,108,0,740,506,34,42,0,17,17,25,-0.535475234270415,0.313588850174216,0.671875,NaN,0.801186943620177,0.661764705882358,0.34,0.53,0.00,0.17,0.17,0.25,16,0.16,1,0
29,9,108,0,795,501,56,47,2,7,35,0,0.267737617135208,-0.0348432055749128,0.671875,NaN,-0.83086053412463,1.02941176470589,0.56,0.59,0.02,0.07,0.35,0.00,17,0.17,1,0
36,12,110,0,788,514,68,62,36,60,60,60,1.20481927710843,1.01045296167247,0.984375,NaN,-0.623145400593472,0.0735294117647108,0.68,0.78,0.36,0.60,0.60,0.60,39,0.39,2,0
23,10,107,0,827,511,55,45,6,20,24,0,-0.535475234270415,0.313588850174216,0.515625,NaN,-1.78041543026706,0.294117647058824,0.55,0.56,0.06,0.20,0.24,0.00,25,0.25,1,0
20,9,96,0,734,531,45,30,0,0,0,41,-0.937081659973226,-0.0348432055749128,-1.203125,NaN,0.979228486646884,-1.17647058823529,0.45,0.38,0.00,0.00,0.00,0.41,10,0.10,0,0
32,6,105,0,836,523,55,50,60,9,47,0,0.669344042838019,-1.0801393728223,0.203125,NaN,-2.04747774480712,-0.588235294117648,0.55,0.63,0.60,0.09,0.47,0.00,60,0.60,3,1
23,9,110,0,734,512,72,54,23,24,0,10,-0.535475234270415,-0.0348432055749128,0.984375,NaN,0.979228486646884,0.220588235294119,0.72,0.68,0.23,0.24,0.00,0.10,33,0.33,2,0
16,8,106,0,764,517,64,40,11,35,18,26,-1.47255689424364,-0.383275261324042,0.359375,NaN,0.0890207715133538,-0.147058823529409,0.64,0.50,0.11,0.35,0.18,0.26,17,0.17,1,0
37,4,97,0,765,492,32,40,23,0,60,0,1.33868808567604,-1.77700348432056,-1.046875,NaN,0.0593471810089008,1.69117647058824,0.32,0.50,0.23,0.00,0.60,0.00,17,0.17,1,0
27,5,93,0,763,500,62,42,36,0,60,2,0,-1.42857142857143,-1.671875,NaN,0.118694362017804,1.10294117647059,0.62,0.53,0.36,0.00,0.60,0.02,20,0.20,1,0
16,12,111,0,805,521,52,42,31,46,0,0,-1.47255689424364,1.01045296167247,1.140625,NaN,-1.12759643916914,-0.441176470588232,0.52,0.53,0.31,0.46,0.00,0.00,34,0.34,2,0
32,4,96,0,780,532,77,47,45,12,55,0,0.669344042838019,-1.77700348432056,-1.203125,NaN,-0.385756676557863,-1.25,0.77,0.59,0.45,0.12,0.55,0.00,37,0.37,2,0
35,11,104,0,774,495,51,54,23,19,59,59,1.07095046854083,0.662020905923345,0.0468749999999996,NaN,-0.207715133531158,1.47058823529412,0.51,0.68,0.23,0.19,0.59,0.59,29,0.29,1,0
32,10,109,0,755,537,69,62,53,56,0,40,0.669344042838019,0.313588850174216,0.828125,NaN,0.356083086053413,-1.61764705882353,0.69,0.78,0.53,0.56,0.00,0.40,36,0.36,2,0
12,9,99,0,780,540,39,20,0,39,0,59,-2.00803212851406,-0.0348432055749128,-0.734375,NaN,-0.385756676557863,-1.83823529411765,0.39,0.25,0.00,0.39,0.00,0.59,9,0.09,0,0
31,12,97,0,762,512,45,52,49,56,18,59,0.535475234270415,1.01045296167247,-1.046875,NaN,0.148367952522255,0.220588235294119,0.45,0.65,0.49,0.56,0.18,0.59,20,0.20,1,0
18,5,90,0,738,512,72,33,16,0,41,27,-1.20481927710843,-1.42857142857143,-2.140625,NaN,0.86053412462908,0.220588235294119,0.72,0.41,0.16,0.00,0.41,0.27,11,0.11,0,0
30,13,97,0,819,498,44,42,19,0,32,38,0.401606425702811,1.3588850174216,-1.046875,NaN,-1.54302670623145,1.25,0.44,0.53,0.19,0.00,0.32,0.38,10,0.10,0,0
36,6,98,0,812,510,52,47,59,0,15,0,1.20481927710843,-1.0801393728223,-0.890625,NaN,-1.33531157270029,0.367647058823535,0.52,0.59,0.59,0.00,0.15,0.00,24,0.24,1,0
33,7,102,0,731,540,44,50,59,51,0,49,0.803212851405622,-0.731707317073171,-0.265625,NaN,1.06824925816024,-1.83823529411765,0.44,0.63,0.59,0.51,0.00,0.49,29,0.29,1,0
29,10,102,0,780,540,44,42,31,0,0,21,0.267737617135208,0.313588850174216,-0.265625,NaN,-0.385756676557863,-1.83823529411765,0.44,0.53,0.31,0.00,0.00,0.21,21,0.21,1,0
25,9,99,0,738,501,47,45,43,18,34,6,-0.267737617135208,-0.0348432055749128,-0.734375,NaN,0.86053412462908,1.02941176470589,0.47,0.56,0.43,0.18,0.34,0.06,25,0.25,1,0
23,7,99,0,780,503,50,38,5,15,59,0,-0.535475234270415,-0.731707317073171,-0.734375,NaN,-0.385756676557863,0.882352941176471,0.50,0.48,0.05,0.15,0.59,0.00,16,0.16,1,0
29,9,105,0,780,499,78,57,28,35,5,38,0.267737617135208,-0.0348432055749128,0.203125,NaN,-0.385756676557863,1.1764705882353,0.78,0.71,0.28,0.35,0.05,0.38,34,0.34,2,0
22,11,111,0,744,495,69,55,36,42,59,59,-0.669344042838019,0.662020905923345,1.140625,NaN,0.682492581602372,1.47058823529412,0.69,0.69,0.36,0.42,0.59,0.59,34,0.34,2,0
30,9,106,0,723,530,78,57,28,23,0,21,0.401606425702811,-0.0348432055749128,0.359375,NaN,1.30563798219584,-1.10294117647058,0.78,0.71,0.28,0.23,0.00,0.21,34,0.34,2,0
24,12,115,0,767,507,64,59,29,39,54,56,-0.401606425702811,1.01045296167247,1.765625,NaN,0,0.588235294117648,0.64,0.74,0.29,0.39,0.54,0.56,39,0.39,2,0
15,6,91,0,725,500,72,30,2,0,7,12,-1.60642570281124,-1.0801393728223,-1.984375,NaN,1.24629080118694,1.10294117647059,0.72,0.38,0.02,0.00,0.07,0.12,14,0.14,0,0
33,5,97,0,780,533,78,45,34,3,0,5,0.803212851405622,-1.42857142857143,-1.046875,NaN,-0.385756676557863,-1.3235294117647,0.78,0.56,0.34,0.03,0.00,0.05,28,0.28,1,0
22,11,112,0,718,503,40,43,0,8,8,34,-0.669344042838019,0.662020905923345,1.296875,NaN,1.4540059347181,0.882352941176471,0.40,0.54,0.00,0.08,0.08,0.34,15,0.15,0,0
23,9,106,0,765,512,56,43,3,0,17,0,-0.535475234270415,-0.0348432055749128,0.359375,NaN,0.0593471810089008,0.220588235294119,0.56,0.54,0.03,0.00,0.17,0.00,31,0.31,2,0
22,12,110,0,741,506,51,49,0,54,59,36,-0.669344042838019,1.01045296167247,0.984375,NaN,0.771513353115726,0.661764705882358,0.51,0.61,0.00,0.54,0.59,0.36,27,0.27,1,0
23,12,115,0,840,509,65,57,26,16,0,9,-0.535475234270415,1.01045296167247,1.765625,NaN,-2.16617210682493,0.441176470588239,0.65,0.71,0.26,0.16,0.00,0.09,42,0.42,2,1
24,5,98,0,780,540,52,32,1,5,0,0,-0.401606425702811,-1.42857142857143,-0.890625,NaN,-0.385756676557863,-1.83823529411765,0.52,0.40,0.01,0.05,0.00,0.00,14,0.14,0,0
21,8,100,0,813,509,56,35,3,0,30,36,-0.803212851405622,-0.383275261324042,-0.578125,NaN,-1.36498516320475,0.441176470588239,0.56,0.44,0.03,0.00,0.30,0.36,12,0.12,0,0
29,7,104,0,739,515,62,50,35,30,60,0,0.267737617135208,-0.731707317073171,0.0468749999999996,NaN,0.83086053412463,0,0.62,0.63,0.35,0.30,0.60,0.00,30,0.30,1,0
39,9,103,0,736,499,62,57,28,25,54,38,1.60642570281124,-0.0348432055749128,-0.109375,NaN,0.919881305637981,1.1764705882353,0.62,0.71,0.28,0.25,0.54,0.38,32,0.32,2,0
18,7,95,0,747,512,45,27,2,0,18,0,-1.20481927710843,-0.731707317073171,-1.359375,NaN,0.593471810089021,0.220588235294119,0.45,0.34,0.02,0.00,0.18,0.00,11,0.11,0,0
29,10,106,0,758,499,73,59,47,50,23,35,0.267737617135208,0.313588850174216,0.359375,NaN,0.267062314540059,1.1764705882353,0.73,0.74,0.47,0.50,0.23,0.35,59,0.59,3,1
32,14,109,0,740,503,78,64,46,49,60,4,0.669344042838019,1.70731707317073,0.828125,NaN,0.801186943620177,0.882352941176471,0.78,0.80,0.46,0.49,0.60,0.04,37,0.37,2,0
24,4,92,0,771,512,62,35,0,0,0,0,-0.401606425702811,-1.77700348432056,-1.828125,NaN,-0.118694362017804,0.220588235294119,0.62,0.44,0.00,0.00,0.00,0.00,11,0.11,0,0
23,10,109,0,719,510,62,49,0,9,28,37,-0.535475234270415,0.313588850174216,0.828125,NaN,1.42433234421365,0.367647058823535,0.62,0.61,0.00,0.09,0.28,0.37,21,0.21,1,0
30,13,110,0,725,506,57,60,45,60,60,56,0.401606425702811,1.3588850174216,0.984375,NaN,1.24629080118694,0.661764705882358,0.57,0.75,0.45,0.60,0.60,0.56,53,0.53,3,1
45,8,94,0,773,481,55,57,60,0,60,45,2.40963855421687,-0.383275261324042,-1.515625,NaN,-0.178041543026708,2.50000000000001,0.55,0.71,0.60,0.00,0.60,0.45,66,0.66,3,1
23,7,107,0,762,502,46,47,52,7,55,0,-0.535475234270415,-0.731707317073171,0.515625,NaN,0.148367952522255,0.955882352941182,0.46,0.59,0.52,0.07,0.55,0.00,32,0.32,2,0
27,5,94,0,837,516,57,33,0,3,0,0,0,-1.42857142857143,-1.515625,NaN,-2.07715133531157,-0.0735294117647043,0.57,0.41,0.00,0.03,0.00,0.00,7,0.07,0,0
26,4,94,0,757,540,69,35,4,0,0,19,-0.133868808567604,-1.77700348432056,-1.515625,NaN,0.296735905044509,-1.83823529411765,0.69,0.44,0.04,0.00,0.00,0.19,12,0.12,0,0
24,4,92,0,752,531,75,37,4,0,0,0,-0.401606425702811,-1.77700348432056,-1.828125,NaN,0.445103857566767,-1.17647058823529,0.75,0.46,0.04,0.00,0.00,0.00,9,0.09,0,0
38,8,104,0,728,532,57,55,60,14,11,7,1.47255689424364,-0.383275261324042,0.0468749999999996,NaN,1.15727002967359,-1.25,0.57,0.69,0.60,0.14,0.11,0.07,29,0.29,1,0
23,7,94,0,775,512,46,32,0,0,60,32,-0.535475234270415,-0.731707317073171,-1.515625,NaN,-0.237388724035609,0.220588235294119,0.46,0.40,0.00,0.00,0.60,0.32,11,0.11,0,0
38,10,103,0,713,513,66,62,60,60,21,39,1.47255689424364,0.313588850174216,-0.109375,NaN,1.60237388724036,0.147058823529415,0.66,0.78,0.60,0.60,0.21,0.39,71,0.71,4,1
24,9,99,0,716,519,58,42,27,3,21,42,-0.401606425702811,-0.0348432055749128,-0.734375,NaN,1.513353115727,-0.294117647058824,0.58,0.53,0.27,0.03,0.21,0.42,17,0.17,1,0
23,11,101,0,740,487,56,49,39,25,37,1,-0.535475234270415,0.662020905923345,-0.421875,NaN,0.801186943620177,2.05882352941177,0.56,0.61,0.39,0.25,0.37,0.01,31,0.31,2,0
30,9,95,0,812,512,43,43,53,2,52,60,0.401606425702811,-0.0348432055749128,-1.359375,NaN,-1.33531157270029,0.220588235294119,0.43,0.54,0.53,0.02,0.52,0.60,22,0.22,1,0
28,6,100,0,780,534,73,43,44,0,0,23,0.133868808567604,-1.0801393728223,-0.578125,NaN,-0.385756676557863,-1.39705882352941,0.73,0.54,0.44,0.00,0.00,0.23,10,0.10,0,0
30,15,108,0,834,495,68,59,0,48,60,60,0.401606425702811,2.05574912891986,0.671875,NaN,-1.98813056379822,1.47058823529412,0.68,0.74,0.00,0.48,0.60,0.60,31,0.31,2,0
23,9,104,0,733,517,64,45,0,7,28,41,-0.535475234270415,-0.0348432055749128,0.0468749999999996,NaN,1.00890207715133,-0.147058823529409,0.64,0.56,0.00,0.07,0.28,0.41,15,0.15,0,0
13,5,96,0,753,510,52,27,43,0,32,57,-1.87416331994645,-1.42857142857143,-1.203125,NaN,0.415430267062314,0.367647058823535,0.52,0.34,0.43,0.00,0.32,0.57,12,0.12,0,0
30,9,107,0,840,512,48,54,60,60,47,60,0.401606425702811,-0.0348432055749128,0.515625,NaN,-2.16617210682493,0.220588235294119,0.48,0.68,0.60,0.60,0.47,0.60,67,0.67,3,1
22,7,99,0,813,511,70,38,12,0,14,13,-0.669344042838019,-0.731707317073171,-0.734375,NaN,-1.36498516320475,0.294117647058824,0.70,0.48,0.12,0.00,0.14,0.13,17,0.17,1,0
23,6,96,0,758,509,66,40,35,4,20,13,-0.535475234270415,-1.0801393728223,-1.203125,NaN,0.267062314540059,0.441176470588239,0.66,0.50,0.35,0.04,0.20,0.13,21,0.21,1,0
27,9,107,0,712,513,41,49,42,50,47,32,0,-0.0348432055749128,0.515625,NaN,1.63204747774481,0.147058823529415,0.41,0.61,0.42,0.50,0.47,0.32,22,0.22,1,0
23,4,94,0,734,512,53,42,68,32,17,0,-0.535475234270415,-1.77700348432056,-1.515625,NaN,0.979228486646884,0.220588235294119,0.53,0.53,0.68,0.32,0.17,0.00,53,0.53,3,1
26,9,97,0,768,539,51,37,23,0,5,11,-0.133868808567604,-0.0348432055749128,-1.046875,NaN,-0.0296735905044504,-1.76470588235294,0.51,0.46,0.23,0.00,0.05,0.11,21,0.21,1,0
23,9,95,0,757,512,79,49,34,28,62,68,-0.535475234270415,-0.0348432055749128,-1.359375,NaN,0.296735905044509,0.220588235294119,0.79,0.61,0.34,0.28,0.62,0.68,35,0.35,2,0
34,8,101,0,739,509,72,50,12,10,25,2,0.937081659973226,-0.383275261324042,-0.421875,NaN,0.83086053412463,0.441176470588239,0.72,0.63,0.12,0.10,0.25,0.02,24,0.24,1,0
31,9,103,0,715,506,64,54,41,26,39,26,0.535475234270415,-0.0348432055749128,-0.109375,NaN,1.54302670623145,0.661764705882358,0.64,0.68,0.41,0.26,0.39,0.26,27,0.27,1,0
23,10,105,0,761,518,58,43,16,0,13,25,-0.535475234270415,0.313588850174216,0.203125,NaN,0.178041543026705,-0.220588235294113,0.58,0.54,0.16,0.00,0.13,0.25,22,0.22,1,0
32,11,107,0,823,520,47,47,13,26,12,31,0.669344042838019,0.662020905923345,0.515625,NaN,-1.66172106824926,-0.367647058823528,0.47,0.59,0.13,0.26,0.12,0.31,25,0.25,1,0
20,9,96,0,807,512,48,35,38,0,10,62,-0.937081659973226,-0.0348432055749128,-1.203125,NaN,-1.18694362017804,0.220588235294119,0.48,0.44,0.38,0.00,0.10,0.62,19,0.19,1,0
27,10,92,0,766,508,45,37,14,0,8,68,0,0.313588850174216,-1.828125,NaN,0.0296735905044504,0.514705882352943,0.45,0.46,0.14,0.00,0.08,0.68,12,0.12,0,0
23,9,103,0,740,505,54,45,12,39,20,15,-0.535475234270415,-0.0348432055749128,-0.109375,NaN,0.801186943620177,0.735294117647063,0.54,0.56,0.12,0.39,0.20,0.15,25,0.25,1,0
26,10,106,0,754,533,47,47,21,20,0,20,-0.133868808567604,0.313588850174216,0.359375,NaN,0.385756676557863,-1.3235294117647,0.47,0.59,0.21,0.20,0.00,0.20,22,0.22,1,0
29,14,110,0,712,534,46,47,0,5,0,2,0.267737617135208,1.70731707317073,0.984375,NaN,1.63204747774481,-1.39705882352941,0.46,0.59,0.00,0.05,0.00,0.02,23,0.23,1,0
23,10,107,0,780,512,52,52,55,59,42,47,-0.535475234270415,0.313588850174216,0.515625,NaN,-0.385756676557863,0.220588235294119,0.52,0.65,0.55,0.59,0.42,0.47,58,0.58,3,1
43,14,115,0,728,495,50,71,50,68,57,0,2.14190093708166,1.70731707317073,1.765625,NaN,1.15727002967359,1.47058823529412,0.50,0.89,0.50,0.68,0.57,0.00,62,0.62,3,1
22,6,94,0,822,510,37,30,14,6,53,3,-0.669344042838019,-1.0801393728223,-1.515625,NaN,-1.63204747774481,0.367647058823535,0.37,0.38,0.14,0.06,0.53,0.03,11,0.11,0,0
38,14,110,0,741,510,28,52,11,48,25,24,1.47255689424364,1.70731707317073,0.984375,NaN,0.771513353115726,0.367647058823535,0.28,0.65,0.11,0.48,0.25,0.24,11,0.11,0,0
23,4,98,0,750,525,63,35,0,1,15,0,-0.535475234270415,-1.77700348432056,-0.890625,NaN,0.504451038575667,-0.735294117647056,0.63,0.44,0.00,0.01,0.15,0.00,7,0.07,0,0
