Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Endurance,Long_Snapping,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,EnduranceZ,Long_SnappingZ,PeakCur,PeakCurZ,Ability,Draftable
21,38,110,0,790,498,36,70,74,60,74,74,12,-0.871327254305978,3.19502074688797,3.22869955156951,NaN,0.999999999999995,2.78195488721804,0.36,0.88,0.74,0.60,0.74,0.74,0.12,61,0.61,3,1
34,17,80,0,838,550,19,10,0,0,0,0,66,0.445795339412361,-1.16182572614108,-1.25560538116592,NaN,-1.18181818181819,-1.12781954887218,0.19,0.13,0.00,0.00,0.00,0.00,0.66,17,0.17,1,0
33,21,92,0,798,550,36,26,0,6,16,16,2,0.344478216818642,-0.33195020746888,0.53811659192825,NaN,0.636363636363631,-1.12781954887218,0.36,0.33,0.00,0.06,0.16,0.16,0.02,12,0.12,0,0
41,20,89,0,813,539,51,31,9,5,3,57,2,1.15501519756839,-0.53941908713693,0.0896860986547077,NaN,-0.0454545454545526,-0.300751879699248,0.51,0.39,0.09,0.05,0.03,0.57,0.02,5,0.05,0,0
27,39,99,0,779,508,19,61,39,50,74,53,6,-0.263424518743668,3.40248962655602,1.58445440956652,NaN,1.5,2.03007518796992,0.19,0.76,0.39,0.50,0.74,0.53,0.06,82,0.82,4,1
41,29,86,0,814,549,21,26,0,49,38,2,13,1.15501519756839,1.32780082987552,-0.358744394618835,NaN,-0.090909090909097,-1.05263157894737,0.21,0.33,0.00,0.49,0.38,0.02,0.13,12,0.12,0,0
40,17,78,0,840,550,4,15,0,0,0,0,34,1.05369807497467,-1.16182572614108,-1.55455904334828,NaN,-1.27272727272728,-1.12781954887218,0.04,0.19,0.00,0.00,0.00,0.00,0.34,9,0.09,0,0
33,25,83,0,816,531,26,35,17,35,17,0,0,0.344478216818642,0.497925311203319,-0.807174887892377,NaN,-0.181818181818186,0.300751879699248,0.26,0.44,0.17,0.35,0.17,0.00,0.00,13,0.13,0,0
28,17,83,0,838,548,38,15,0,0,0,5,15,-0.16210739614995,-1.16182572614108,-0.807174887892377,NaN,-1.18181818181819,-0.977443609022562,0.38,0.19,0.00,0.00,0.00,0.05,0.15,0,0.00,0,0
13,25,88,0,826,531,45,39,30,70,45,24,0,-1.68186423505572,0.497925311203319,-0.0597907324364732,NaN,-0.636363636363639,0.300751879699248,0.45,0.49,0.30,0.70,0.45,0.24,0.00,22,0.22,1,0
17,28,92,0,840,540,24,25,7,0,44,19,0,-1.27659574468085,1.12033195020747,0.53811659192825,NaN,-1.27272727272728,-0.375939849624065,0.24,0.31,0.07,0.00,0.44,0.19,0.00,18,0.18,1,0
21,26,82,0,838,514,33,38,65,0,45,0,12,-0.871327254305978,0.705394190871369,-0.956651718983558,NaN,-1.18181818181819,1.57894736842105,0.33,0.48,0.65,0.00,0.45,0.00,0.12,29,0.29,1,0
24,20,93,0,813,515,10,35,51,0,0,20,0,-0.567375886524823,-0.53941908713693,0.687593423019431,NaN,-0.0454545454545526,1.50375939849624,0.10,0.44,0.51,0.00,0.00,0.20,0.00,7,0.07,0,0
16,17,84,0,776,526,4,31,18,71,0,0,21,-1.37791286727457,-1.16182572614108,-0.657698056801197,NaN,1.63636363636363,0.676691729323307,0.04,0.39,0.18,0.71,0.00,0.00,0.21,1,0.01,0,0
22,27,89,0,792,531,26,39,6,29,37,0,15,-0.77001013171226,0.912863070539419,0.0896860986547077,NaN,0.909090909090906,0.300751879699248,0.26,0.49,0.06,0.29,0.37,0.00,0.15,25,0.25,1,0
22,17,93,0,800,522,32,38,23,40,0,23,15,-0.77001013171226,-1.16182572614108,0.687593423019431,NaN,0.545454545454542,0.977443609022556,0.32,0.48,0.23,0.40,0.00,0.23,0.15,29,0.29,1,0
34,18,84,0,800,531,37,33,14,11,0,2,15,0.445795339412361,-0.954356846473029,-0.657698056801197,NaN,0.545454545454542,0.300751879699248,0.37,0.41,0.14,0.11,0.00,0.02,0.15,11,0.11,0,0
13,20,89,0,800,539,16,29,15,58,22,60,0,-1.68186423505572,-0.53941908713693,0.0896860986547077,NaN,0.545454545454542,-0.300751879699248,0.16,0.36,0.15,0.58,0.22,0.60,0.00,12,0.12,0,0
44,18,84,0,840,550,26,14,0,0,0,0,35,1.45896656534954,-0.954356846473029,-0.657698056801197,NaN,-1.27272727272728,-1.12781954887218,0.26,0.18,0.00,0.00,0.00,0.00,0.35,9,0.09,0,0
40,28,99,0,797,531,36,52,63,28,41,74,11,1.05369807497467,1.12033195020747,1.58445440956652,NaN,0.681818181818179,0.300751879699248,0.36,0.65,0.63,0.28,0.41,0.74,0.11,31,0.31,2,0
46,28,90,0,809,549,14,24,0,25,36,5,0,1.66160081053698,1.12033195020747,0.239162929745889,NaN,0.136363636363633,-1.05263157894737,0.14,0.30,0.00,0.25,0.36,0.05,0.00,11,0.11,0,0
16,29,97,0,824,550,30,28,0,6,52,22,0,-1.37791286727457,1.32780082987552,1.28550074738415,NaN,-0.54545454545455,-1.12781954887218,0.30,0.35,0.00,0.06,0.52,0.22,0.00,19,0.19,1,0
13,25,83,0,790,549,39,29,0,22,30,1,0,-1.68186423505572,0.497925311203319,-0.807174887892377,NaN,0.999999999999995,-1.05263157894737,0.39,0.36,0.00,0.22,0.30,0.01,0.00,14,0.14,0,0
32,17,96,0,771,550,31,32,0,44,0,22,7,0.243161094224924,-1.16182572614108,1.13602391629297,NaN,1.86363636363636,-1.12781954887218,0.31,0.40,0.00,0.44,0.00,0.22,0.07,12,0.12,0,0
24,18,82,0,828,531,16,24,32,14,2,0,6,-0.567375886524823,-0.954356846473029,-0.956651718983558,NaN,-0.727272727272728,0.300751879699248,0.16,0.30,0.32,0.14,0.02,0.00,0.06,6,0.06,0,0
34,25,92,0,815,531,30,42,58,21,30,69,3,0.445795339412361,0.497925311203319,0.53811659192825,NaN,-0.136363636363642,0.300751879699248,0.30,0.53,0.58,0.21,0.30,0.69,0.03,23,0.23,1,0
33,27,97,0,807,535,45,45,34,12,48,37,8,0.344478216818642,0.912863070539419,1.28550074738415,NaN,0.227272727272722,0,0.45,0.56,0.34,0.12,0.48,0.37,0.08,34,0.34,2,0
15,28,80,0,793,547,16,29,0,36,37,0,17,-1.47922998986829,1.12033195020747,-1.25560538116592,NaN,0.863636363636361,-0.902255639097745,0.16,0.36,0.00,0.36,0.37,0.00,0.17,11,0.11,0,0
20,31,100,0,813,548,50,38,0,4,61,61,0,-0.972644376899696,1.74273858921162,1.7339312406577,NaN,-0.0454545454545526,-0.977443609022562,0.50,0.48,0.00,0.04,0.61,0.61,0.00,23,0.23,1,0
33,25,82,0,800,546,18,24,2,8,15,0,12,0.344478216818642,0.497925311203319,-0.956651718983558,NaN,0.545454545454542,-0.827067669172935,0.18,0.30,0.02,0.08,0.15,0.00,0.12,7,0.07,0,0
26,17,78,0,840,550,38,24,0,0,0,0,16,-0.364741641337386,-1.16182572614108,-1.55455904334828,NaN,-1.27272727272728,-1.12781954887218,0.38,0.30,0.00,0.00,0.00,0.00,0.16,4,0.04,0,0
41,25,95,0,840,516,43,45,58,0,13,45,5,1.15501519756839,0.497925311203319,0.986547085201793,NaN,-1.27272727272728,1.42857142857142,0.43,0.56,0.58,0.00,0.13,0.45,0.05,23,0.23,1,0
20,17,84,0,840,549,38,14,0,0,0,0,76,-0.972644376899696,-1.16182572614108,-0.657698056801197,NaN,-1.27272727272728,-1.05263157894737,0.38,0.18,0.00,0.00,0.00,0.00,0.76,18,0.18,1,0
32,17,83,0,838,548,15,10,0,0,0,0,0,0.243161094224924,-1.16182572614108,-0.807174887892377,NaN,-1.18181818181819,-0.977443609022562,0.15,0.13,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0
13,28,89,0,837,535,35,30,12,0,52,22,11,-1.68186423505572,1.12033195020747,0.0896860986547077,NaN,-1.13636363636364,0,0.35,0.38,0.12,0.00,0.52,0.22,0.11,16,0.16,1,0
13,26,86,0,833,550,30,18,0,0,19,3,0,-1.68186423505572,0.705394190871369,-0.358744394618835,NaN,-0.954545454545458,-1.12781954887218,0.30,0.23,0.00,0.00,0.19,0.03,0.00,9,0.09,0,0
28,18,92,0,800,530,32,37,39,21,0,14,12,-0.16210739614995,-0.954356846473029,0.53811659192825,NaN,0.545454545454542,0.375939849624059,0.32,0.46,0.39,0.21,0.00,0.14,0.12,19,0.19,1,0
27,17,79,0,837,550,27,12,0,0,0,0,55,-0.263424518743668,-1.16182572614108,-1.4050822122571,NaN,-1.13636363636364,-1.12781954887218,0.27,0.15,0.00,0.00,0.00,0.00,0.55,14,0.14,0,0
38,18,82,0,835,546,29,16,0,0,0,0,76,0.851063829787234,-0.954356846473029,-0.956651718983558,NaN,-1.04545454545455,-0.827067669172935,0.29,0.20,0.00,0.00,0.00,0.00,0.76,21,0.21,1,0
24,17,81,0,840,550,31,23,0,0,0,0,0,-0.567375886524823,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.31,0.29,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0
13,17,78,0,840,550,36,23,0,0,0,0,76,-1.68186423505572,-1.16182572614108,-1.55455904334828,NaN,-1.27272727272728,-1.12781954887218,0.36,0.29,0.00,0.00,0.00,0.00,0.76,19,0.19,1,0
29,21,92,0,813,532,23,30,7,1,4,8,9,-0.0607902735562312,-0.33195020746888,0.53811659192825,NaN,-0.0454545454545526,0.225563909774431,0.23,0.38,0.07,0.01,0.04,0.08,0.09,10,0.10,0,0
24,17,80,0,840,550,25,21,0,0,0,0,30,-0.567375886524823,-1.16182572614108,-1.25560538116592,NaN,-1.27272727272728,-1.12781954887218,0.25,0.26,0.00,0.00,0.00,0.00,0.30,10,0.10,0,0
37,29,93,0,802,531,23,43,14,16,50,73,0,0.749746707193516,1.32780082987552,0.687593423019431,NaN,0.454545454545453,0.300751879699248,0.23,0.54,0.14,0.16,0.50,0.73,0.00,33,0.33,2,0
37,20,84,0,788,536,23,36,59,44,0,16,0,0.749746707193516,-0.53941908713693,-0.657698056801197,NaN,1.09090909090909,-0.0751879699248171,0.23,0.45,0.59,0.44,0.00,0.16,0.00,8,0.08,0,0
38,39,94,0,777,515,29,61,54,51,76,33,8,0.851063829787234,3.40248962655602,0.837070254110612,NaN,1.59090909090909,1.50375939849624,0.29,0.76,0.54,0.51,0.76,0.33,0.08,76,0.76,4,1
13,19,83,0,807,550,25,16,0,23,1,0,7,-1.68186423505572,-0.746887966804979,-0.807174887892377,NaN,0.227272727272722,-1.12781954887218,0.25,0.20,0.00,0.23,0.01,0.00,0.07,5,0.05,0,0
31,17,83,0,840,550,43,25,0,0,0,0,28,0.141843971631206,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.43,0.31,0.00,0.00,0.00,0.00,0.28,9,0.09,0,0
20,23,92,0,779,527,24,46,45,69,21,23,15,-0.972644376899696,0.0829875518672196,0.53811659192825,NaN,1.5,0.601503759398497,0.24,0.58,0.45,0.69,0.21,0.23,0.15,48,0.48,2,1
16,30,83,0,802,522,22,39,21,14,53,3,0,-1.37791286727457,1.53526970954357,-0.807174887892377,NaN,0.454545454545453,0.977443609022556,0.22,0.49,0.21,0.14,0.53,0.03,0.00,24,0.24,1,0
13,19,90,0,840,528,36,26,12,0,9,12,1,-1.68186423505572,-0.746887966804979,0.239162929745889,NaN,-1.27272727272728,0.52631578947368,0.36,0.33,0.12,0.00,0.09,0.12,0.01,10,0.10,0,0
24,17,93,0,788,521,31,40,20,14,0,23,0,-0.567375886524823,-1.16182572614108,0.687593423019431,NaN,1.09090909090909,1.05263157894737,0.31,0.50,0.20,0.14,0.00,0.23,0.00,40,0.40,2,1
38,28,83,0,809,547,26,25,0,9,23,0,18,0.851063829787234,1.12033195020747,-0.807174887892377,NaN,0.136363636363633,-0.902255639097745,0.26,0.31,0.00,0.09,0.23,0.00,0.18,8,0.08,0,0
36,17,85,0,799,520,46,39,42,10,0,1,0,0.648429584599797,-1.16182572614108,-0.508221225710016,NaN,0.590909090909086,1.12781954887218,0.46,0.49,0.42,0.10,0.00,0.01,0.00,23,0.23,1,0
13,17,94,0,796,547,2,16,0,24,0,11,9,-1.68186423505572,-1.16182572614108,0.837070254110612,NaN,0.727272727272724,-0.902255639097745,0.02,0.20,0.00,0.24,0.00,0.11,0.09,2,0.02,0,0
21,18,86,0,797,519,9,30,25,12,0,25,3,-0.871327254305978,-0.954356846473029,-0.358744394618835,NaN,0.681818181818179,1.20300751879699,0.09,0.38,0.25,0.12,0.00,0.25,0.03,8,0.08,0,0
31,23,88,0,839,526,1,24,35,0,10,32,0,0.141843971631206,0.0829875518672196,-0.0597907324364732,NaN,-1.22727272727273,0.676691729323307,0.01,0.30,0.35,0.00,0.10,0.32,0.00,6,0.06,0,0
20,18,91,0,829,546,19,15,0,0,0,7,1,-0.972644376899696,-0.954356846473029,0.388639760837069,NaN,-0.772727272727272,-0.827067669172935,0.19,0.19,0.00,0.00,0.00,0.07,0.01,1,0.01,0,0
29,30,90,0,788,519,25,51,34,68,49,11,14,-0.0607902735562312,1.53526970954357,0.239162929745889,NaN,1.09090909090909,1.20300751879699,0.25,0.64,0.34,0.68,0.49,0.11,0.14,47,0.47,2,1
19,17,96,0,840,534,23,23,29,0,0,31,18,-1.07396149949341,-1.16182572614108,1.13602391629297,NaN,-1.27272727272728,0.0751879699248104,0.23,0.29,0.29,0.00,0.00,0.31,0.18,8,0.08,0,0
31,25,82,0,840,541,35,24,5,0,24,0,5,0.141843971631206,0.497925311203319,-0.956651718983558,NaN,-1.27272727272728,-0.451127819548876,0.35,0.30,0.05,0.00,0.24,0.00,0.05,9,0.09,0,0
24,19,88,0,835,543,16,15,2,0,0,0,16,-0.567375886524823,-0.746887966804979,-0.0597907324364732,NaN,-1.04545454545455,-0.601503759398497,0.16,0.19,0.02,0.00,0.00,0.00,0.16,3,0.03,0,0
32,19,80,0,815,516,35,38,59,22,0,0,12,0.243161094224924,-0.746887966804979,-1.25560538116592,NaN,-0.136363636363642,1.42857142857142,0.35,0.48,0.59,0.22,0.00,0.00,0.12,13,0.13,0,0
38,23,89,0,800,537,19,31,7,15,16,18,7,0.851063829787234,0.0829875518672196,0.0896860986547077,NaN,0.545454545454542,-0.150375939849628,0.19,0.39,0.07,0.15,0.16,0.18,0.07,18,0.18,1,0
33,18,96,0,792,531,16,37,21,32,12,61,20,0.344478216818642,-0.954356846473029,1.13602391629297,NaN,0.909090909090906,0.300751879699248,0.16,0.46,0.21,0.32,0.12,0.61,0.20,44,0.44,2,1
13,20,87,0,840,550,19,11,0,0,18,37,17,-1.68186423505572,-0.53941908713693,-0.209267563527654,NaN,-1.27272727272728,-1.12781954887218,0.19,0.14,0.00,0.00,0.18,0.37,0.17,6,0.06,0,0
49,17,84,0,838,550,30,14,0,0,0,0,27,1.96555217831814,-1.16182572614108,-0.657698056801197,NaN,-1.18181818181819,-1.12781954887218,0.30,0.18,0.00,0.00,0.00,0.00,0.27,8,0.08,0,0
22,30,96,0,820,531,22,39,22,14,45,61,1,-0.77001013171226,1.53526970954357,1.13602391629297,NaN,-0.363636363636364,0.300751879699248,0.22,0.49,0.22,0.14,0.45,0.61,0.01,21,0.21,1,0
49,24,83,0,832,513,27,39,74,0,16,17,0,1.96555217831814,0.290456431535269,-0.807174887892377,NaN,-0.909090909090914,1.65413533834586,0.27,0.49,0.74,0.00,0.16,0.17,0.00,11,0.11,0,0
17,27,93,0,840,550,44,23,0,0,40,0,14,-1.27659574468085,0.912863070539419,0.687593423019431,NaN,-1.27272727272728,-1.12781954887218,0.44,0.29,0.00,0.00,0.40,0.00,0.14,15,0.15,0,0
43,17,83,0,836,548,26,15,0,0,0,0,59,1.35764944275583,-1.16182572614108,-0.807174887892377,NaN,-1.09090909090909,-0.977443609022562,0.26,0.19,0.00,0.00,0.00,0.00,0.59,13,0.13,0,0
43,23,90,0,825,532,19,30,12,0,6,27,0,1.35764944275583,0.0829875518672196,0.239162929745889,NaN,-0.590909090909094,0.225563909774431,0.19,0.38,0.12,0.00,0.06,0.27,0.00,8,0.08,0,0
32,25,79,0,794,545,34,30,0,4,24,0,0,0.243161094224924,0.497925311203319,-1.4050822122571,NaN,0.818181818181813,-0.751879699248124,0.34,0.38,0.00,0.04,0.24,0.00,0.00,10,0.10,0,0
40,24,87,0,785,522,12,43,37,37,19,54,15,1.05369807497467,0.290456431535269,-0.209267563527654,NaN,1.22727272727273,0.977443609022556,0.12,0.54,0.37,0.37,0.19,0.54,0.15,24,0.24,1,0
32,18,81,0,831,550,33,15,0,0,0,0,56,0.243161094224924,-0.954356846473029,-1.10612855007474,NaN,-0.863636363636369,-1.12781954887218,0.33,0.19,0.00,0.00,0.00,0.00,0.56,15,0.15,0,0
33,25,86,0,828,531,7,32,45,23,41,31,0,0.344478216818642,0.497925311203319,-0.358744394618835,NaN,-0.727272727272728,0.300751879699248,0.07,0.40,0.45,0.23,0.41,0.31,0.00,21,0.21,1,0
14,17,97,0,804,536,37,35,25,76,0,61,0,-1.58054711246201,-1.16182572614108,1.28550074738415,NaN,0.363636363636364,-0.0751879699248171,0.37,0.44,0.25,0.76,0.00,0.61,0.00,16,0.16,1,0
36,20,82,0,836,543,22,17,0,0,0,0,50,0.648429584599797,-0.53941908713693,-0.956651718983558,NaN,-1.09090909090909,-0.601503759398497,0.22,0.21,0.00,0.00,0.00,0.00,0.50,12,0.12,0,0
20,19,83,0,836,547,38,16,0,0,0,0,0,-0.972644376899696,-0.746887966804979,-0.807174887892377,NaN,-1.09090909090909,-0.902255639097745,0.38,0.20,0.00,0.00,0.00,0.00,0.00,1,0.01,0,0
33,28,82,0,813,533,7,29,12,2,32,0,0,0.344478216818642,1.12033195020747,-0.956651718983558,NaN,-0.0454545454545526,0.150375939849621,0.07,0.36,0.12,0.02,0.32,0.00,0.00,10,0.10,0,0
23,19,91,0,766,533,29,43,14,60,0,32,14,-0.668693009118541,-0.746887966804979,0.388639760837069,NaN,2.09090909090909,0.150375939849621,0.29,0.54,0.14,0.60,0.00,0.32,0.14,19,0.19,1,0
23,21,84,0,789,538,19,29,5,46,3,0,0,-0.668693009118541,-0.33195020746888,-0.657698056801197,NaN,1.04545454545454,-0.225563909774438,0.19,0.36,0.05,0.46,0.03,0.00,0.00,8,0.08,0,0
37,27,91,0,784,517,11,47,38,54,34,29,13,0.749746707193516,0.912863070539419,0.388639760837069,NaN,1.27272727272727,1.35338345864661,0.11,0.59,0.38,0.54,0.34,0.29,0.13,27,0.27,1,0
19,20,83,0,840,550,9,8,0,0,6,0,0,-1.07396149949341,-0.53941908713693,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.09,0.10,0.00,0.00,0.06,0.00,0.00,4,0.04,0,0
26,21,92,0,800,550,20,23,0,0,11,0,1,-0.364741641337386,-0.33195020746888,0.53811659192825,NaN,0.545454545454542,-1.12781954887218,0.20,0.29,0.00,0.00,0.11,0.00,0.01,10,0.10,0,0
23,17,81,0,835,550,10,8,0,0,0,0,59,-0.668693009118541,-1.16182572614108,-1.10612855007474,NaN,-1.04545454545455,-1.12781954887218,0.10,0.10,0.00,0.00,0.00,0.00,0.59,15,0.15,0,0
24,23,97,0,840,536,27,25,2,0,12,19,1,-0.567375886524823,0.0829875518672196,1.28550074738415,NaN,-1.27272727272728,-0.0751879699248171,0.27,0.31,0.02,0.00,0.12,0.19,0.01,12,0.12,0,0
30,17,78,0,839,550,31,14,0,0,0,0,52,0.0405268490374872,-1.16182572614108,-1.55455904334828,NaN,-1.22727272727273,-1.12781954887218,0.31,0.18,0.00,0.00,0.00,0.00,0.52,12,0.12,0,0
24,20,94,0,790,550,41,32,0,57,6,53,14,-0.567375886524823,-0.53941908713693,0.837070254110612,NaN,0.999999999999995,-1.12781954887218,0.41,0.40,0.00,0.57,0.06,0.53,0.14,12,0.12,0,0
39,17,78,0,800,550,23,21,0,39,0,2,0,0.952380952380952,-1.16182572614108,-1.55455904334828,NaN,0.545454545454542,-1.12781954887218,0.23,0.26,0.00,0.39,0.00,0.02,0.00,3,0.03,0,0
13,17,92,0,840,550,33,14,0,0,0,25,14,-1.68186423505572,-1.16182572614108,0.53811659192825,NaN,-1.27272727272728,-1.12781954887218,0.33,0.18,0.00,0.00,0.00,0.25,0.14,3,0.03,0,0
24,17,93,0,840,550,30,15,0,0,0,25,5,-0.567375886524823,-1.16182572614108,0.687593423019431,NaN,-1.27272727272728,-1.12781954887218,0.30,0.19,0.00,0.00,0.00,0.25,0.05,3,0.03,0,0
29,17,85,0,840,550,26,11,0,0,0,0,28,-0.0607902735562312,-1.16182572614108,-0.508221225710016,NaN,-1.27272727272728,-1.12781954887218,0.26,0.14,0.00,0.00,0.00,0.00,0.28,8,0.08,0,0
28,27,87,0,800,531,5,33,23,4,39,0,8,-0.16210739614995,0.912863070539419,-0.209267563527654,NaN,0.545454545454542,0.300751879699248,0.05,0.41,0.23,0.04,0.39,0.00,0.08,26,0.26,1,0
39,26,95,0,840,536,21,30,0,0,45,10,4,0.952380952380952,0.705394190871369,0.986547085201793,NaN,-1.27272727272728,-0.0751879699248171,0.21,0.38,0.00,0.00,0.45,0.10,0.04,24,0.24,1,0
38,29,93,0,786,511,21,53,59,32,47,32,6,0.851063829787234,1.32780082987552,0.687593423019431,NaN,1.18181818181818,1.80451127819548,0.21,0.66,0.59,0.32,0.47,0.32,0.06,56,0.56,3,1
21,17,82,0,833,544,40,17,0,0,0,0,0,-0.871327254305978,-1.16182572614108,-0.956651718983558,NaN,-0.954545454545458,-0.676691729323314,0.40,0.21,0.00,0.00,0.00,0.00,0.00,2,0.02,0,0
45,17,84,0,784,550,51,29,0,27,0,0,21,1.56028368794326,-1.16182572614108,-0.657698056801197,NaN,1.27272727272727,-1.12781954887218,0.51,0.36,0.00,0.27,0.00,0.00,0.21,10,0.10,0,0
40,17,83,0,840,550,34,23,0,0,0,0,64,1.05369807497467,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.34,0.29,0.00,0.00,0.00,0.00,0.64,19,0.19,1,0
48,29,101,0,833,532,24,38,28,0,42,72,0,1.86423505572442,1.32780082987552,1.88340807174888,NaN,-0.954545454545458,0.225563909774431,0.24,0.48,0.28,0.00,0.42,0.72,0.00,19,0.19,1,0
33,21,80,0,796,535,1,24,0,14,3,0,18,0.344478216818642,-0.33195020746888,-1.25560538116592,NaN,0.727272727272724,0,0.01,0.30,0.00,0.14,0.03,0.00,0.18,2,0.02,0,0
37,24,95,0,761,491,28,65,75,76,3,76,27,0.749746707193516,0.290456431535269,0.986547085201793,NaN,2.31818181818181,3.30827067669173,0.28,0.81,0.75,0.76,0.03,0.76,0.27,65,0.65,3,1
13,25,83,0,828,531,27,30,56,8,27,7,22,-1.68186423505572,0.497925311203319,-0.807174887892377,NaN,-0.727272727272728,0.300751879699248,0.27,0.38,0.56,0.08,0.27,0.07,0.22,11,0.11,0,0
36,17,79,0,840,549,34,15,0,0,0,0,20,0.648429584599797,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-1.05263157894737,0.34,0.19,0.00,0.00,0.00,0.00,0.20,0,0.00,0,0
28,17,83,0,840,550,31,23,0,0,0,0,48,-0.16210739614995,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.31,0.29,0.00,0.00,0.00,0.00,0.48,12,0.12,0,0
31,26,84,0,814,529,5,32,43,23,28,0,9,0.141843971631206,0.705394190871369,-0.657698056801197,NaN,-0.090909090909097,0.451127819548869,0.05,0.40,0.43,0.23,0.28,0.00,0.09,16,0.16,1,0
46,31,109,0,774,528,38,61,27,71,62,76,16,1.66160081053698,1.74273858921162,3.07922272047832,NaN,1.72727272727272,0.52631578947368,0.38,0.76,0.27,0.71,0.62,0.76,0.16,55,0.55,3,1
15,24,97,0,792,534,19,36,8,44,17,18,19,-1.47922998986829,0.290456431535269,1.28550074738415,NaN,0.909090909090906,0.0751879699248104,0.19,0.45,0.08,0.44,0.17,0.18,0.19,11,0.11,0,0
36,27,89,0,798,548,28,30,0,18,35,0,5,0.648429584599797,0.912863070539419,0.0896860986547077,NaN,0.636363636363631,-0.977443609022562,0.28,0.38,0.00,0.18,0.35,0.00,0.05,17,0.17,1,0
23,27,89,0,799,531,42,44,38,21,32,49,0,-0.668693009118541,0.912863070539419,0.0896860986547077,NaN,0.590909090909086,0.300751879699248,0.42,0.55,0.38,0.21,0.32,0.49,0.00,22,0.22,1,0
33,19,87,0,824,546,20,17,0,0,0,0,42,0.344478216818642,-0.746887966804979,-0.209267563527654,NaN,-0.54545454545455,-0.827067669172935,0.20,0.21,0.00,0.00,0.00,0.00,0.42,10,0.10,0,0
33,23,92,0,787,541,14,32,0,47,23,53,0,0.344478216818642,0.0829875518672196,0.53811659192825,NaN,1.13636363636363,-0.451127819548876,0.14,0.40,0.00,0.47,0.23,0.53,0.00,22,0.22,1,0
27,27,88,0,800,549,42,37,37,56,67,53,12,-0.263424518743668,0.912863070539419,-0.0597907324364732,NaN,0.545454545454542,-1.05263157894737,0.42,0.46,0.37,0.56,0.67,0.53,0.12,38,0.38,2,0
22,20,81,0,810,515,27,36,43,17,0,0,1,-0.77001013171226,-0.53941908713693,-1.10612855007474,NaN,0.090909090909089,1.50375939849624,0.27,0.45,0.43,0.17,0.00,0.00,0.01,12,0.12,0,0
24,32,97,0,766,506,27,65,73,76,76,63,4,-0.567375886524823,1.95020746887967,1.28550074738415,NaN,2.09090909090909,2.18045112781955,0.27,0.81,0.73,0.76,0.76,0.63,0.04,90,0.90,5,1
29,17,82,0,840,550,19,18,0,0,0,0,24,-0.0607902735562312,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-1.12781954887218,0.19,0.23,0.00,0.00,0.00,0.00,0.24,7,0.07,0,0
30,18,81,0,832,547,30,16,0,0,0,0,30,0.0405268490374872,-0.954356846473029,-1.10612855007474,NaN,-0.909090909090914,-0.902255639097745,0.30,0.20,0.00,0.00,0.00,0.00,0.30,7,0.07,0,0
16,17,94,0,800,515,11,35,61,8,0,56,18,-1.37791286727457,-1.16182572614108,0.837070254110612,NaN,0.545454545454542,1.50375939849624,0.11,0.44,0.61,0.08,0.00,0.56,0.18,7,0.07,0,0
39,20,79,0,823,546,9,15,0,0,0,0,70,0.952380952380952,-0.53941908713693,-1.4050822122571,NaN,-0.500000000000005,-0.827067669172935,0.09,0.19,0.00,0.00,0.00,0.00,0.70,20,0.20,1,0
18,17,81,0,805,516,11,30,62,33,0,0,6,-1.17527862208713,-1.16182572614108,-1.10612855007474,NaN,0.318181818181811,1.42857142857142,0.11,0.38,0.62,0.33,0.00,0.00,0.06,11,0.11,0,0
25,25,91,0,808,521,24,45,59,38,26,9,0,-0.466058763931105,0.497925311203319,0.388639760837069,NaN,0.181818181818178,1.05263157894737,0.24,0.56,0.59,0.38,0.26,0.09,0.00,29,0.29,1,0
28,17,84,0,840,550,50,28,0,0,0,0,37,-0.16210739614995,-1.16182572614108,-0.657698056801197,NaN,-1.27272727272728,-1.12781954887218,0.50,0.35,0.00,0.00,0.00,0.00,0.37,10,0.10,0,0
38,17,83,0,840,550,13,16,0,0,0,0,64,0.851063829787234,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.13,0.20,0.00,0.00,0.00,0.00,0.64,19,0.19,1,0
24,27,96,0,799,542,29,37,0,28,40,44,0,-0.567375886524823,0.912863070539419,1.13602391629297,NaN,0.590909090909086,-0.526315789473686,0.29,0.46,0.00,0.28,0.40,0.44,0.00,20,0.20,1,0
